date,zinc_price,zinc_price_quarterly,zinc_price_yearly,zinc_price_3y,zinc_price_5y,zinc_price_price_floor,zinc_price_floor_spot_3y,zinc_price_floor_spot_5y
2022-06-01,3652.89136363636,3931.295346320347,3501.4291639218277,2789.206051940622,2840.9794895294062,2789.206051940622,2789.206051940622,2840.9794895294062
2022-07-01,3105.3619047619,3509.301695526694,3514.582883258047,2807.5074695849744,2846.2823466722634,2807.5074695849744,2807.5074695849744,2846.2823466722634
2022-08-01,3590.13130434783,3449.4615242486966,3564.764896715604,2844.0941195734727,2856.439080532606,2844.0941195734727,2844.0941195734727,2856.439080532606
2022-09-01,3124.96818181818,3273.4871303093037,3572.177358836816,2866.133248962602,2856.5742645152905,2856.5742645152905,2866.133248962602,2856.5742645152905
2022-10-01,2967.21047619048,3227.43665411883,3539.4522001066575,2880.454312914753,2851.6177345730102,2851.6177345730102,2880.454312914753,2851.6177345730102
2022-11-01,2938.92045454545,3010.3663708513704,3508.422919803627,2894.716653583344,2846.777961845737,2846.777961845737,2894.716653583344,2846.777961845737
2022-12-01,3116.52272727273,3007.5512193362206,3484.865289933497,2918.160687674253,2845.454217826599,2845.454217826599,2918.160687674253,2845.454217826599
2023-01-01,3295.87818181818,3117.1071212121205,3459.593680085012,2944.315447775263,2843.0268087356894,2843.0268087356894,2944.315447775263,2843.0268087356894
2023-02-01,3133.838,3182.079636363637,3419.0770550850116,2972.6654616641517,2836.3757754023563,2836.3757754023563,2972.6654616641517,2836.3757754023563
2023-03-01,2967.4647826087,3132.3936548089605,3336.1818376937076,3002.2165667366157,2831.3472122553585,2831.3472122553585,2967.4647826087,2831.3472122553585
2023-04-01,2770.357,2957.219927536234,3202.7663495984693,3026.2996222921706,2824.3856622553585,2770.357,2770.357,2770.357
2023-05-01,2485.78086956522,2741.2008840579742,3095.777103880419,3040.4790177917894,2814.8175259544614,2485.78086956522,2485.78086956522,2485.78086956522
2023-06-01,2375.45,2543.862623188407,2989.3236569107225,3050.1938915291635,2802.932168811604,2375.45,2375.45,2375.45
2023-07-01,2404.64523809524,2421.958702553487,2930.9306013551673,3056.5119355825336,2798.7408394465247,2404.64523809524,2404.64523809524,2404.64523809524
2023-08-01,2405.16347826087,2395.0862387853704,2832.183282514587,3056.26887082523,2796.9602307508726,2405.16347826087,2405.16347826087,2405.16347826087
2023-09-01,2495.49619047619,2435.101635610767,2779.7272832360886,3057.7421235909824,2797.9739172588093,2495.49619047619,2495.49619047619,2495.49619047619
2023-10-01,2447.18181818182,2449.2804956396267,2736.391561735367,3057.923499853609,2794.1990490111148,2447.18181818182,2447.18181818182,2447.18181818182
2023-11-01,2543.61045454545,2495.429487734487,2703.4490617353667,3054.3681024269617,2793.331003556569,2543.61045454545,2543.61045454545,2543.61045454545
2023-12-01,2510.56857142857,2500.4536147186136,2652.9528820816868,3046.888023061882,2791.5689885189754,2510.56857142857,2510.56857142857,2510.56857142857
2024-01-01,2520.93913043478,2525.0393854696003,2588.3746277997366,3041.765637796181,2790.756231601979,2520.93913043478,2520.93913043478,2520.93913043478
2024-02-01,2360.0919047619,2463.86653554175,2523.895786529895,3031.087565706234,2784.9713050146775,2360.0919047619,2360.0919047619,2360.0919047619
2024-03-01,2457.85619047619,2446.295741890957,2481.428403852186,3021.807544427191,2778.4256542210264,2457.85619047619,2457.85619047619,2457.85619047619
2024-04-01,2725.55954545455,2514.502546897547,2477.695282640065,3018.9338512453733,2774.9741466452692,2725.55954545455,2725.55954545455,2725.55954545455
2024-05-01,2955.18826086957,2712.8679989334373,2516.812565248761,3018.532969602861,2778.5137922629365,2778.5137922629365,2955.18826086957,2778.5137922629365
2024-06-01,2809.185,2829.97760210804,2552.957148582094,3014.5699898048815,2781.979792262937,2781.979792262937,2809.185,2781.979792262937
2024-07-01,2777.26869565217,2847.213985507247,2584.009103378505,3009.840862663906,2787.492422697719,2777.26869565217,2777.26869565217,2777.26869565217
2024-08-01,2721.07818181818,2769.1772924901165,2610.3353286749475,3002.4278359683794,2794.9601939819904,2721.07818181818,2721.07818181818,2721.07818181818
2024-09-01,2847.48380952381,2781.943562331387,2639.6676302622495,2997.190757445051,2803.5589320772287,2803.5589320772287,2847.48380952381,2803.5589320772287
2024-10-01,3105.77086956522,2891.44428696907,2694.550051210866,2990.13127101763,2814.4609103380985,2814.4609103380985,2990.13127101763,2814.4609103380985
2024-11-01,3004.19619047619,2985.81695652174,2732.932195871761,2981.601392470251,2824.106243671432,2824.106243671432,2981.601392470251,2824.106243671432
2024-12-01,3033.75818181818,3047.908413953197,2776.531330070895,2971.4498340286927,2836.793255035068,2836.793255035068,2971.4498340286927,2836.793255035068
2025-01-01,2824.82869565217,2954.261022648847,2801.855460505678,2949.941256130142,2844.6352863262405,2824.82869565217,2824.82869565217,2824.82869565217
2025-02-01,2798.2765,2885.6211258234503,2838.370843442186,2927.1145616856975,2856.0526029929074,2798.2765,2798.2765,2798.2765
2025-03-01,2886.76190476191,2836.6223668046937,2874.1129862993294,2897.2410759484073,2872.438218072273,2872.438218072273,2886.76190476191,2872.438218072273
2025-04-01,2611.345,2765.461134920637,2864.59510751145,2848.352246583328,2884.237851405606,2611.345,2611.345,2611.345
2025-05-01,2642.62136363636,2713.5760894660903,2838.5478660753492,2817.0458450681767,2895.359496939896,2642.62136363636,2642.62136363636,2642.62136363636
2025-06-01,2654.65,2636.2054545454534,2825.6699494086824,2789.3169183004998,2905.8417545156535,2654.65,2654.65,2654.65
2025-07-01,,,,,,,,
2025-08-01,,,,,,,,
2025-09-01,,,,,,,,
2025-10-01,,,,,,,,
