date,copper_price,copper_price_quarterly,copper_price_yearly,copper_price_3y,copper_price_5y,copper_price_price_floor,copper_price_floor_spot_3y,copper_price_floor_spot_5y
2022-05-01,9395.02727272727,9933.422934939457,9701.021122443379,7678.2169482965755,7185.740440878052,7185.740440878052,7678.2169482965755,7185.740440878052
2022-06-01,9067.55181818182,9545.64223665223,9654.025440625197,7766.6982488016265,7241.53694845381,7241.53694845381,7766.6982488016265,7241.53694845381
2022-07-01,7544.80952380952,8669.129538239536,9495.191196397202,7811.243078569283,7267.531789723651,7267.531789723651,7544.80952380952,7267.531789723651
2022-08-01,7990.81217391304,8201.057838634793,9380.247329937572,7874.614514617133,7292.618242622201,7292.618242622201,7874.614514617133,7292.618242622201
2022-09-01,7746.01136363636,7760.544353786307,9248.68914811939,7929.802330273698,7312.098987571695,7312.098987571695,7746.01136363636,7312.098987571695
2022-10-01,7651.08285714286,7795.968798230754,9067.177798913042,7982.4074700252495,7326.156997311956,7326.156997311956,7651.08285714286,7326.156997311956
2022-11-01,8049.86136363636,7815.65186147186,8927.257533761527,8043.238275099806,7346.545595796804,7346.545595796804,8043.238275099806,7346.545595796804
2022-12-01,8371.09136363636,8024.01186147186,8828.916814064558,8106.961299089704,7372.1655395767075,7372.1655395767075,8106.961299089704,7372.1655395767075
2023-01-01,9007.34636363636,8476.099696969693,8764.334219367587,8189.631778887683,7404.523774425194,7404.523774425194,8189.631778887683,7404.523774425194
2023-02-01,8936.587,8771.674909090907,8680.451886034256,8279.877251109905,7436.6914744251935,7436.6914744251935,8279.877251109905,7436.6914744251935
2023-03-01,8856.31086956522,8933.414744400527,8565.903299077732,8381.923891426111,7470.9770127274705,7470.9770127274705,8381.923891426111,7470.9770127274705
2023-04-01,8809.1575,8867.351789855073,8452.137455823764,8486.123488648333,7503.604429394137,7503.604429394137,8486.123488648333,7503.604429394137
2023-05-01,8243.15608695652,8636.208152173915,8356.148190342868,8569.549315625198,7527.235800684682,7527.235800684682,8243.15608695652,7527.235800684682
2023-06-01,8396.51772727273,8482.943771409751,8300.22868276711,8642.936045423176,7551.080143758275,7551.080143758275,8396.51772727273,7551.080143758275
2023-07-01,8476.67904761905,8372.117620616102,8377.884476417905,8701.386550369114,7588.178961218593,7588.178961218593,8476.67904761905,7588.178961218593
2023-08-01,8347.82826086957,8407.008345253782,8407.635816997617,8752.481978250413,7626.458674657329,7626.458674657329,8347.82826086957,7626.458674657329
2023-09-01,8276.71380952381,8367.073706004143,8451.86102082157,8796.143472959408,7663.557863149393,7663.557863149393,8276.71380952381,7663.557863149393
2023-10-01,7941.35590909091,8188.632659828097,8476.05044181724,8830.241932555367,7692.254012358879,7692.254012358879,7941.35590909091,7692.254012358879
2023-11-01,8189.58772727273,8135.885815295816,8487.694305453604,8861.371948789134,7725.481800237666,7725.481800237666,8189.58772727273,7725.481800237666
2023-12-01,8407.90047619048,8179.614704184707,8490.761731499782,8879.029237148921,7764.358211682947,7764.358211682947,8407.90047619048,7764.358211682947
2024-01-01,8351.33956521739,8316.275922893532,8436.094498298202,8889.562350071628,7804.562166557781,7804.562166557781,8351.33956521739,7804.562166557781
2024-02-01,8304.95047619048,8354.730172532783,8383.458121314075,8884.951529965807,7837.969882827622,7837.969882827622,8304.95047619048,7837.969882827622
2024-03-01,8692.81904761905,8449.70302967564,8369.833802818559,8876.745175008364,7875.525795526035,7875.525795526035,8692.81904761905,7875.525795526035
2024-04-01,9445.59363636363,8814.454386724386,8422.87014751553,8880.100067685133,7925.646314465429,7925.646314465429,8880.100067685133,7925.646314465429
2024-05-01,10117.1634782609,9418.525387414526,8579.037430124228,8878.735580970158,7993.967293071366,7993.967293071366,8878.735580970158,7993.967293071366
2024-06-01,9648.167,9736.974704874841,8683.341536184833,8879.19855319238,8056.732993071364,8056.732993071364,8879.19855319238,8056.732993071364
2024-07-01,9385.31304347826,9716.881173913052,8759.061035839766,8877.378902884959,8114.1349495931045,8114.1349495931045,8877.378902884959,8114.1349495931045
2024-08-01,8981.11772727273,9338.199256916996,8811.83515804003,8866.572768325073,8168.662903777808,8168.662903777808,8866.572768325073,8168.662903777808
2024-09-01,9259.12857142857,9208.51978072652,8893.703054865427,8864.75107460213,8226.994213301617,8226.994213301617,8864.75107460213,8226.994213301617
2024-10-01,9533.99130434783,9258.079201016377,9026.422671136837,8856.550303955706,8289.939104605966,8289.939104605966,8856.550303955706,8289.939104605966
2024-11-01,9075.72714285714,9289.615672877846,9100.267622435538,8838.406487216891,8343.53535063771,8343.53535063771,8838.406487216891,8343.53535063771
2024-12-01,8909.90772727273,9173.2087248259,9142.101560025725,8820.59336853002,8390.749437758925,8390.749437758925,8820.59336853002,8390.749437758925
2025-01-01,8976.68043478261,8987.438434970827,9194.213299156161,8798.214005607317,8439.840626823481,8439.840626823481,8798.214005607317,8439.840626823481
2025-02-01,9330.975,9072.521054018447,9279.715342806954,8781.208450051761,8500.561043490148,8500.561043490148,8781.208450051761,8500.561043490148
2025-03-01,9735.82333333334,9347.82625603865,9366.632366616477,8767.456489504255,8576.447568742675,8576.447568742675,8767.456489504255,8576.447568742675
2025-04-01,9172.69590909091,9413.16474747475,9343.890889343751,8739.632830894348,8645.026300560856,8645.026300560856,8739.632830894348,8645.026300560856
2025-05-01,9531.20090909091,9479.90671717172,9295.060675246252,8743.41543190445,8716.549210449213,8716.549210449213,8743.41543190445,8716.549210449213
2025-06-01,9835.0680952381,9512.988304473307,9310.635766516094,8764.735328489345,8784.557087794092,8764.735328489345,8764.735328489345,8784.557087794092
2025-07-01,,,,,,,,
2025-08-01,,,,,,,,
2025-09-01,,,,,,,,
2025-10-01,,,,,,,,
