Historic Report Comparison,PEA,PFS,FS
Bias to Trend Mean of Reported Data,-0.32497996107088684,0.13917644526322523,0.45559429722322337
Bias to Trend Mean of Spot Data,-0.5169068524754907,-0.06738680249384835,0.6131729300196994
Bias to Trend Mean of 3-year,0.9360692739637417,1.0640554431706888,1.7572886757479107
Bias to Trend Mean of 5 year,1.3930100378028551,1.3072745062895847,1.5151840793084268
