report_id,effective_date,report_type,pb_price_usd_dmt,knn_mean,band1_low,band1_high,band2_low,band2_high
2014-000003851 Salazar Resources Limited-f1-02173905_1-2-1,2014-03-21,PEA,2094.389,2115.8804337503084,1473.299412934253,2355.005749634798,830.7183921181979,2594.1310655192883
2014-000002470 Fortune Minerals Limited-f1-02236003_2-1-1,2014-04-18,,2204.62,2130.2068525006166,1479.4391219915842,2367.797748264033,828.671391482552,2605.388644027449
2014-000025411 Xtierra Inc-f1-02198936_1-1-1,2014-04-28,,2204.62,2118.518755250924,1467.435455483677,2351.6111053835384,816.3521557164298,2584.7034555161526
2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014-05-13,,2204.62,2111.4603600012324,1458.6538280391628,2340.5760331026104,805.8472960770932,2569.6917062039884
2014-000029868 Tahoe Resources Inc-f1-02274600_1-1-1,2014-11-05,,2094.389,2101.976882751541,1452.3710499914819,2325.2369039914634,802.7652172314235,2548.4969252313854
2014-000022850 Alexco Resource Corp-f1-02296485_1-1-1,2014-11-15,,2160.5276,2099.3313387515404,1454.7259133182292,2320.6979533922954,810.1204878849179,2542.0645680330504
2015-000029300 Rathdowney Resources Ltd-f1-02337292_2-2-1,2015-02-11,,2403.0358,2094.922098751541,1455.8458640250033,2314.2142521099927,816.7696292984654,2533.5064054684444
2015-000028681 Golden Minerals Company-f1-02327135_1-1-1,2015-02-20,,1873.927,2091.1742447515403,1457.4082971095256,2308.467777121996,823.6423494675106,2525.761309492451
2015-000003353 Excellon Resources Inc-f1-02361109_1-2-1,2015-07-09,,1984.158,2086.1036187515406,1453.102018325858,2299.2925535616782,820.1004179001753,2512.481488371816
2016-000023055 Rockhaven Resources Ltd-f1-02450368_2-1-1,2016-02-26,PEA,1278.3184750308037,2082.3557647515404,1445.866403267669,2292.3561595111196,809.3770417837975,2502.3565542706992
2016-000012585 Americas Silver Corporation-f1-02478065_1-1-1,2016-03-18,,1873.927,2078.8419721515406,1438.7942315094974,2285.6778754971465,798.7464908674549,2492.5137788427523
2016-000036217 Heron Resources Limited-f1-02509900_1-1-1,2016-07-19,FS,2006.2042,2075.6984475515405,1431.9987878010884,2279.4189336094305,788.2991280506365,2483.1394196673214
2017-000002178 Silver Standard Resources Inc-f1-02636395_1-1-1,2016-12-31,PFS,2094.389,2071.23215095154,1464.7715458416687,2267.6348830070533,858.3109407317974,2464.037615062566
2017-000022850 Alexco Resource Corp-f1-02603259_1-1-1,2017-01-03,,2072.3428,2067.2067783515404,1502.8268966383803,2258.2988680052267,938.4470149252204,2449.3909576589126
2017-000003827 Arizona Mining Inc-f1-02611788_1-1-1,2017-03-29,,2204.62,2061.6381717515405,1588.3407660682096,2246.19912802486,1115.0433603848792,2430.76008429818
2017-000005029 Darnley Bay Resources Limited-f1-02636784_2-1-1,2017-04-18,PEA,2204.62,2053.5520757515396,1671.5772048596432,2231.3758550887287,1289.6023339677456,2409.199634425917
2019-000039579 BMC Minerals (No.1) Ltd-f1-02904658_4-1-1,2017-05-31,PFS,2072.3428,2039.94627775154,1798.6310800346878,2208.6752041298673,1557.315882317835,2377.4041305081946
2019-000039579 BMC Minerals (No.1) Ltd-f1-02899896_1-1-1,2017-05-31,PFS,2072.3428,2039.94627775154,1798.6310800346878,2208.6752041298673,1557.315882317835,2377.4041305081946
2017-000002068 SOLITARIO ZINC CORP-f1-02657439_1-1-1,2017-07-13,,2204.62,2037.0143397515403,1845.1707519651623,2203.5725413197333,1653.3271641787846,2370.1307428879263
2017-000043521 VM Holding S.A-f1-02677003_1-3-2,2017-07-25,PEA,2234.64,2038.93256575154,1846.9083217219327,2205.6476126921625,1654.884077692325,2372.3626596327845
2017-000043521 VM Holding S.A-f1-02677003_1-1-6,2017-07-26,,1933.0,2054.035497001232,1860.588876869262,2221.985447898232,1667.1422567372924,2389.9353987952313
2017-000002154 Karmin Exploration Inc-f1-02684450_2-1-1,2017-07-31,,1940.0656,2102.7601675006163,1904.7247158519026,2274.6941323203505,1706.6892642031885,2446.6280971400843
2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02805626_4-1-1,2017-07-31,,2226.6662,2102.7601675006163,1904.7247158519026,2274.6941323203505,1706.6892642031885,2446.6280971400843
2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02728178_1-1-1,2017-08-31,,2050.2966,2123.141310750308,1923.1863872707356,2296.7417569979475,1723.2314637911627,2470.342203245587
2018-000043280 Steppe Gold Ltd-f1-02689951_1-27-1,2017-09-06,FS,1844.0,2141.538296,1939.8507663301418,2316.6429873173324,1738.1632366602832,2491.7476786346647
2017-000013727 MAG Silver Corp-f1-02710844_1-1-1,2017-10-21,,2094.389,2151.4590860000003,1948.8372281272743,2327.3749591083933,1746.2153702545486,2503.290832216786
2018-000003827 Arizona Mining Inc-f1-02718639_1-1-1,2018-01-01,,2204.62,2155.8683260000007,1954.6928395064344,2332.895494588303,1753.5173530128686,2509.922663176605
"2018-000014867 LeadFX Inc. (, Ivernia Inc.)-f1-02756317_1-1-1",2018-02-28,FS,2250.0,2154.5455540000007,1955.3496282628869,2332.212655537281,1756.1537025257735,2509.879757074562
2018-000031478 Lupaka Gold Corp-f1-02756702_1-1-1,2018-03-01,,2314.851,2159.836642,1962.0116301839225,2338.6902066005055,1764.1866183678453,2517.5437712010107
2018-000005208 Telson Mining Corporation-f1-02753739_1-1-1,2018-03-30,,2346.4,2165.789116,1969.2812727379976,2345.886667801924,1772.7734294759957,2525.984219603848
2018-000003353 Excellon Resources Inc-f1-02820544_1-1-1,2018-03-31,,2425.082,2168.795846,1973.879406904291,2349.895236841789,1778.9629678085826,2530.9946276835776
2018-000031889 Callinex Mines Inc-f1-02792445_2-1-1,2018-05-14,PEA,2425.082,2172.3141559999995,1977.081515424055,2353.70733373693,1781.84887484811,2535.100511473861
2018-000023055 Rockhaven Resources Ltd-f1-02802389_1-1-1,2018-06-05,PEA,1763.696,2178.918934,1983.0927014494337,2360.8636257370385,1787.2664688988675,2542.8083174740773
2018-000003467 Aurcana Corporation-f1-02825402_2-1-1,2018-06-15,,2204.62,2183.0986299999995,1986.700285620631,2364.420554846021,1790.3019412412618,2545.7424796920413
2018-000008846 Great Panther Silver Limited-f1-02795635_3-1-1,2018-07-13,,2425.082,2184.853244,1988.100935108328,2365.350879668821,1791.3486262166564,2545.848515337642
2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018-08-30,FS,2204.62,2188.908982,1991.5952001500095,2368.7710188753176,1794.2814183000191,2548.633055750635
"2018-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-02832441_1-1-1",2018-10-15,,1918.0194,2191.3508300000003,1993.6211146195678,2370.4449485474825,1795.8913992391358,2549.5390670949646
2018-000026264 Ascendant Resources Inc-f1-02854966_2-1-1,2018-10-22,,2403.0358,2191.147134,1993.2397424758783,2369.2548692275473,1795.332350951757,2547.3626044550947
2019-000030240 Vendetta Mining Corp-f1-02885600_1-1-1,2019-01-21,PEA,2403.0358,2189.60779,1992.2330873023086,2369.561593553402,1794.8583846046167,2549.5153971068044
2019-000032588 Toachi Mining Inc-f1-02930919_1-1-1,2019-03-30,,2160.5276,2185.4229020000002,1988.8170554725061,2366.9938007756127,1792.2112089450118,2548.564699551225
2019-000012585 Americas Silver Corporation-f1-02918824_1-1-1,2019-04-03,,1984.158,2175.394208,1980.0811772192035,2358.087853921857,1784.7681464384066,2540.7814998437143
2019-000008916 Tinka Resources Limited-f1-02937617_2-2-1,2019-07-02,,2094.389,2161.397198,1967.7308365828128,2344.8681414628404,1774.064475165626,2528.3390849256803
2020-000026264 Ascendant Resources Inc-f1-03022181_1-1-1,2019-12-19,,2314.851,2143.2114100000003,1952.1344819042981,2327.830530691925,1761.057553808596,2512.4496513838503
"2020-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-03026212_1-1-1",2019-12-31,,2006.2042,2129.006814,1939.7740499768067,2313.148638379931,1750.5412859536132,2497.2904627598627
2020-000048037 Tethyan Resource Corp-f1-03084677_1-1-1,2020-04-30,PEA,2000.0,2118.9909959999995,1931.2293325265468,2303.0168481841406,1743.4676690530941,2487.042700368281
2020-000021551 ScoZinc Mining Ltd-f1-03088581_2-1-1,2020-07-06,PFS,1984.158,2109.9520540000003,1923.5696467926416,2293.9399459118017,1737.1872395852838,2477.927837823603
2020-000023055 Rockhaven Resources Ltd-f1-03086606_1-1-1,2020-07-10,PEA,2094.389,2103.637538,1918.3875817280411,2287.8171040713974,1733.1376254560826,2471.9966701427943
2020-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-03119913_1-1-1,2020-08-20,FS,2204.62,2106.582426,1921.073137802569,2291.019825554672,1735.5638496051374,2475.4572251093427
2021-000031923 Rokmaster Resources Corp-f1-03163135_1-1-1,2020-12-08,,2006.2042,2102.9134540000005,1917.7272618161576,2287.029624417674,1732.5410696323147,2471.145794835347
2021-000043356 Titan Mining Corporation-f1-03191352_2-1-1,2021-02-24,PEA,1918.0194,2090.2844220000006,1906.2103641945837,2273.2948840474605,1722.136306389167,2456.3053460949204
2022-000043356 Titan Mining Corporation-f1-03353194_1-1-1,2021-02-24,PEA,1918.0194,2090.2844220000006,1906.2103641945837,2273.2948840474605,1722.136306389167,2456.3053460949204
2021-000003353 Excellon Resources Inc-f1-03239357_1-1-1,2021-03-31,,1895.9732,2082.7887140000007,1899.374741192186,2265.1429050778183,1715.960768384372,2447.497096155637
2021-000008301 Trevali Mining Corporation-f1-03263578_1-1-1,2021-03-31,,2116.4352,2082.7887140000007,1899.374741192186,2265.1429050778183,1715.960768384372,2447.497096155637
2021-000045902 NorZinc Ltd-f1-03299714_1-1-1,2021-10-15,,2314.851,2077.4976600000005,1894.5496265493362,2259.3886039584,1711.6015930986723,2441.279547916799
2021-000003851 Salazar Resources Limited-f1-03291760_1-2-1,2021-10-26,FS,2094.389,2077.05677,1894.147562084508,2258.9091127605134,1711.238354169016,2440.7614555210266
2021-000043280 Steppe Gold Ltd-f1-03313510_2-1-1,2021-10-27,FS,1970.0,2078.2772660000005,1895.2605790979692,2260.2364667242127,1712.2438921959376,2442.195667448425
2022-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-03358989_1-1-1,2022-01-26,,2314.851,2080.8205340000004,1897.5798825236175,2263.002405211966,1714.339231047235,2445.1842764239323
2023-000003353 Excellon Resources Inc-f1-03481561_1-1-1,2022-03-31,,2094.389,2085.5684220000007,1901.9096633029123,2268.1659845731438,1718.2509046058246,2450.7635471462872
2022-000015420 Osisko Metals Incorporated-f1-03429014_2-1-1,2022-08-01,PEA,2116.4352,2091.8595100000002,1907.6467472238587,2275.00787556892,1723.4339844477167,2458.156241137839
2022-000032649 Bunker Hill Mining Corp-f1-03446457_1-1-1,2022-08-29,,2094.389,2097.0482880000004,1912.3785924679814,2280.650946127984,1727.7088969359625,2464.253604255967
2022-000007638 Southern Silver Exploration Corp-f1-03445449_1-1-1,2022-10-13,,2072.3428,2104.103072000001,1918.8121199996494,2288.3233969229404,1733.5211679992985,2472.5437218458806
2023-000029200 Silver X Mining Corp-f1-03516759_1-1-1,2022-10-31,,2050.3,2113.5825100000006,1927.4567823107486,2298.6327872060233,1741.3310546214962,2483.6830644120455
2023-000030584 Atalaya Mining plc-f1-03508573_1-1-1,2022-10-31,PEA,2094.389,2113.5825100000006,1927.4567823107486,2298.6327872060233,1741.3310546214962,2483.6830644120455
2023-000033050 Trilogy Metals Inc-f1-03491294_1-1-1,2023-01-20,FS,2204.62,2126.5893400000004,1939.3182083876811,2312.7784028865835,1752.0470767753613,2498.9674657731666
2023-000020073 CERRO DE PASCO RESOURCES INC. ( Genius Properties Ltd.)-f1-03518451_1-1-1,2023-01-31,PEA,2100.0,2134.3050820000003,1946.3544888158624,2321.169680470927,1758.4038956317247,2508.034278941853
2023-000029249 GoGold Resources Inc-f1-03557381_1-1-1,2023-05-17,PEA,2204.62,2139.150928,1950.773601244425,2326.439794339039,1762.3962744888497,2513.7286606780776
2023-000026264 Ascendant Resources Inc-f1-06003352_1-1-1,2023-07-24,,2314.851,2140.6113900000005,1952.105452437311,2328.0281240218337,1763.5995148746224,2515.444858043667
2024-000006237 First Quantum Minerals Ltd-f1-06086044_1-1-1,2023-09-30,,2094.389,2143.83512,1955.045295203534,2331.5341009307263,1766.255470407068,2519.2330818614523
2023-000030449 Silver Tiger Metals Inc-f1-06064060_2-1-1,2023-10-27,PEA,2094.389,2146.1774300000006,1957.1813373378786,2334.0814869628907,1768.1852446757573,2521.985543925781
2024-000007580 Discovery Silver Corp-f1-06085725_1-4-1,2024-02-16,FS,2204.62,2147.4174300000004,1958.3121407954004,2335.4300525583426,1769.2068515908009,2523.442675116685
2024-000008916 Tinka Resources Limited-f1-06113611_1-1-1,2024-02-28,,2204.62,2148.66132,1959.446491692801,2336.782848734574,1770.231663385602,2524.904377469148
2024-000052252 Silver Mountain Resources Inc-f1-06149229_2-1-1,2024-05-15,,2072.3,2148.66132,1959.446491692801,2336.782848734574,1770.231663385602,2524.904377469148
2024-000032350 Atico Mining Corporation-f1-06168420_2-1-1,2024-07-02,,2028.2504,2148.66132,1959.446491692801,2336.782848734574,1770.231663385602,2524.904377469148
2024-000045314 Vizsla Silver Corp-f1-06174675_2-1-1,2024-07-24,,2425.082,2148.66132,1959.446491692801,2336.782848734574,1770.231663385602,2524.904377469148
2024-000006180 New Pacific Metals Corp-f1-06205411_2-1-1,2024-09-05,PEA,2094.0,2148.66132,1959.446491692801,2336.782848734574,1770.231663385602,2524.904377469148
2024-000030449 Silver Tiger Metals Inc-f1-06217254_1-1-1,2024-10-22,PFS,2094.389,2148.66132,1959.446491692801,2336.782848734574,1770.231663385602,2524.904377469148
