report_id,effective_date,report_type,zn_price_usd_dmt,knn_mean,band1_low,band1_high,band2_low,band2_high
2017-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02687669_1-1-1,2017-10-05,,2425.082,2489.625496,2147.9072868642097,2824.6045509563605,1806.1890777284189,3159.5836059127205
2017-000013727 MAG Silver Corp-f1-02710844_1-1-1,2017-10-21,,2204.62,2513.881408,2168.8339082448324,2852.1240953749384,1823.7864084896642,3190.366782749877
2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,2017-12-06,,2866.006,2530.63652,2134.494505710642,2867.326652849822,1738.3524914212837,3204.016785699644
2018-000003827 Arizona Mining Inc-f1-02718639_1-1-1,2018-01-01,,2425.082,2535.4866840000004,2090.2821296977127,2869.0534989020293,1645.0775753954254,3202.6203138040582
2018-000031478 Lupaka Gold Corp-f1-02756702_1-1-1,2018-03-01,,2755.775,2544.855,2050.0621321924527,2875.91377723372,1555.2692643849055,3206.9725544674393
2018-000005208 Telson Mining Corporation-f1-02753739_1-1-1,2018-03-30,,2954.7,2552.2281300000004,2008.0380728040996,2880.503962848484,1463.8480156081991,3208.7797956969684
2018-000003353 Excellon Resources Inc-f1-02820544_1-1-1,2018-03-31,,2866.006,2547.47585,1955.8042289066057,2871.3568734909527,1364.132607813211,3195.2378969819047
2018-000031889 Callinex Mines Inc-f1-02792445_2-1-1,2018-05-14,PEA,2755.775,2539.6371019999997,1949.786092763045,2862.5215226281116,1359.9350835260896,3185.4059432562235
2018-000023055 Rockhaven Resources Ltd-f1-02802389_1-1-1,2018-06-05,PEA,1873.927,2532.680202,1944.444988375311,2854.6801361697517,1356.2097747506223,3176.6800703395033
2018-000003467 Aurcana Corporation-f1-02825402_2-1-1,2018-06-15,,2645.544,2526.36357,1939.5954446286858,2847.560420114146,1352.8273192573713,3168.757270228292
2018-000008846 Great Panther Silver Limited-f1-02795635_3-1-1,2018-07-13,,3306.93,2526.191558,1944.1923754794195,2843.6041298576993,1362.1931929588388,3161.016701715398
2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018-08-30,FS,2645.544,2530.86971,1952.5334579423584,2845.098352259898,1374.1972058847164,3159.3269945197962
"2018-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-02832441_1-1-1",2018-10-15,,2226.6662,2541.059412,1965.1489904850434,2852.7706399015065,1389.2385689700868,3164.481867803013
2018-000026264 Ascendant Resources Inc-f1-02854966_2-1-1,2018-10-22,,2667.5902,2550.8959839999998,1977.4594149164327,2860.071948183252,1404.0228458328659,3169.2479123665044
2019-000007910 ABCOURT MINES INC-f1-02872804_2-1-1,2019-01-15,FS,2425.082,2563.290306,1991.7540084284544,2870.2399021575307,1420.2177108569085,3177.189498315061
2019-000030240 Vendetta Mining Corp-f1-02885600_1-1-1,2019-01-21,PEA,2072.3428,2563.1576379999997,1991.6509213843642,2870.091347393192,1420.1442047687283,3177.0250567863836
2019-000032588 Toachi Mining Inc-f1-02930919_1-1-1,2019-03-30,,2667.5902,2555.52417,1983.3613613085831,2861.754296524015,1411.1985526171663,3167.9844230480294
2019-000012585 Americas Silver Corporation-f1-02918824_1-1-1,2019-04-03,,1984.158,2541.60094,1970.192237715984,2846.3736017207134,1398.7835354319682,3151.1462634414265
2019-000031610 Nevada Zinc Corporation-f1-02970403_1-1-1,2019-06-27,PEA,2500.0,2527.3694540000006,1956.8021675913944,2830.646079346593,1386.2348811827883,3133.9227046931856
2019-000008916 Tinka Resources Limited-f1-02937617_2-2-1,2019-07-02,,2645.544,2516.444898,1945.9558796326896,2818.6237895376626,1375.4668612653793,3120.802681075326
2020-000026264 Ascendant Resources Inc-f1-03022181_1-1-1,2019-12-19,,2645.544,2509.9295820000007,1940.6432359886062,2802.8695921202,1371.3568899772113,3095.8096022403997
"2020-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-03026212_1-1-1",2019-12-31,,2667.5902,2500.9942760000004,1935.8121514898114,2784.324993301326,1370.6300269796218,3067.6557106026507
2020-000048037 Tethyan Resource Corp-f1-03084677_1-1-1,2020-04-30,PEA,2500.0,2491.5144100000007,1930.5512528862928,2765.2084295642057,1369.5880957725853,3038.9024491284104
2020-000021551 ScoZinc Mining Ltd-f1-03088581_2-1-1,2020-07-06,PFS,2645.544,2489.5302520000005,1931.2619529507986,2753.6688006005597,1372.9936539015962,3017.8073492011185
2020-000023055 Rockhaven Resources Ltd-f1-03086606_1-1-1,2020-07-10,PEA,2204.62,2481.814082000001,1927.544544121502,2735.7125059632826,1373.275006243003,2989.610929926565
2020-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-03119913_1-1-1,2020-08-20,FS,2425.082,2477.4048420000004,1924.288835671324,2730.0878041799197,1371.1728293426474,2982.7707663598385
2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2020-10-15,,2700.0,2485.1383440000004,1930.4638571429703,2737.848742936863,1375.7893702859396,2990.559141873725
2021-000031923 Rokmaster Resources Corp-f1-03163135_1-1-1,2020-12-08,,2358.9434,2493.7536940000005,1937.3232156130805,2746.584307731825,1380.8927372261605,2999.41492146365
2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021-01-12,,2425.082,2506.998746,1947.6129033209486,2761.1722167405696,1388.2270606418965,3015.3456874811386
2022-000043356 Titan Mining Corporation-f1-03353194_1-1-1,2021-02-24,PEA,2535.313,2536.39973,1970.4536549966706,2793.554035955741,1404.5075799933409,3050.708341911482
2021-000043356 Titan Mining Corporation-f1-03191352_2-1-1,2021-02-24,PEA,2535.313,2536.39973,1970.4536549966706,2793.554035955741,1404.5075799933409,3050.708341911482
2021-000003353 Excellon Resources Inc-f1-03239357_1-1-1,2021-03-31,,2425.082,2506.5841100000007,1947.29078492138,2760.7155426376858,1387.9974598427598,3014.846975275371
2021-000008301 Trevali Mining Corporation-f1-03263578_1-1-1,2021-03-31,,2579.4054,2506.5841100000007,1947.29078492138,2760.7155426376858,1387.9974598427598,3014.846975275371
2021-000045902 NorZinc Ltd-f1-03299714_1-1-1,2021-10-15,,2645.544,2488.502038,1933.2433599666736,2740.8002096495206,1377.9846819333466,2993.0983812990407
2021-000003851 Salazar Resources Limited-f1-03291760_1-2-1,2021-10-26,FS,2645.544,2470.728222,1919.4354099475186,2721.2243853684104,1368.1425978950365,2971.7205487368205
2021-000043280 Steppe Gold Ltd-f1-03313510_2-1-1,2021-10-27,FS,2515.0,2457.8045700000002,1909.395408358611,2706.9904616785166,1360.986246717221,2956.1763533570324
2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021-11-08,FS,2535.313,2474.471938,1922.3437917724405,2725.347660109995,1370.215645544881,2976.22338221999
2022-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-03358989_1-1-1,2022-01-26,,2799.8674,2485.9650440000005,1931.272444640955,2738.006001093168,1376.5798452819101,2990.046958186336
2022-000031522 Rockcliff Metals Corporation-f1-03340402_1-1-1,2022-02-01,,2755.775,2499.310966,1941.6404952574092,2752.7050068633075,1383.9700245148183,3006.0990477266146
2023-000003353 Excellon Resources Inc-f1-03481561_1-1-1,2022-03-31,,2601.4516,2516.404742,1954.9201423881452,2771.531844908478,1393.4355427762905,3026.6589478169553
2022-000025996 Verde AgriTech Plc-f1-03390486_1-1-1,2022-05-12,PFS,17.14,2530.191588,1965.6307337709854,2786.7164780050916,1401.0698795419707,3043.2413680101827
2022-000015420 Osisko Metals Incorporated-f1-03429014_2-1-1,2022-08-01,PEA,3020.3294,2542.8760740000002,1975.4849343943447,2800.6869877162417,1408.0937947886894,3058.4979014324836
2022-000032649 Bunker Hill Mining Corp-f1-03446457_1-1-1,2022-08-29,,2755.775,2559.4120500000004,1988.3312432638609,2818.899472896276,1417.2504365277214,3078.3868957925515
2022-000007638 Southern Silver Exploration Corp-f1-03445449_1-1-1,2022-10-13,,2932.1446,2576.608086,2001.6903331529197,2837.8389386287695,1426.772580305839,3099.0697912575383
2023-000030584 Atalaya Mining plc-f1-03508573_1-1-1,2022-10-31,PEA,2645.544,2598.874748,2018.9886418554186,2862.363118615716,1439.1025357108374,3125.8514892314315
2023-000029200 Silver X Mining Corp-f1-03516759_1-1-1,2022-10-31,,2755.78,2598.874748,2018.9886418554186,2862.363118615716,1439.1025357108374,3125.8514892314315
2023-000033050 Trilogy Metals Inc-f1-03491294_1-1-1,2023-01-20,FS,2535.313,2610.204614,2027.7904784138555,2874.841669420142,1445.3763428277102,3139.4787248402836
2023-000020073 CERRO DE PASCO RESOURCES INC. ( Genius Properties Ltd.)-f1-03518451_1-1-1,2023-01-31,PEA,2800.0,2620.87273,2036.0782210419184,2886.591378330513,1451.2837120838365,3152.310026661026
2023-000029249 GoGold Resources Inc-f1-03557381_1-1-1,2023-05-17,PEA,3086.468,2627.1316060000004,2040.9405560061198,2893.4848139761425,1454.7495060122399,3159.838021952284
2023-000026264 Ascendant Resources Inc-f1-06003352_1-1-1,2023-07-24,,2645.544,2638.902032,2050.084650550148,2906.448591202699,1461.2672691002963,3173.995150405398
2023-000053453 Gold Resource Corporation-f1-06050160_2-1-1,2023-09-30,PEA,2755.775,2691.067952,2090.610805207271,2963.903382193133,1490.1536584145413,3236.738812386266
2024-000006237 First Quantum Minerals Ltd-f1-06086044_1-1-1,2023-09-30,,2645.544,2691.067952,2090.610805207271,2963.903382193133,1490.1536584145413,3236.738812386266
2023-000030449 Silver Tiger Metals Inc-f1-06064060_2-1-1,2023-10-27,PEA,3086.468,2725.731798,2117.54011813814,3002.08164161719,1509.3484382762795,3278.43148523438
2024-000007580 Discovery Silver Corp-f1-06085725_1-4-1,2024-02-16,FS,2645.544,2759.7342580000004,2143.9556199194294,3039.5314600515358,1528.176981838859,3319.328662103072
2024-000008916 Tinka Resources Limited-f1-06113611_1-1-1,2024-02-28,,2866.006,2788.225168,2166.0893621208934,3070.9109369049543,1543.953556241786,3353.5967058099086
2024-000020943 Cornish Metals Inc-f1-06124491_1-3-1,2024-04-08,,2700.0,2812.968224,2185.3115078080746,3098.1625814833424,1557.6547916161485,3383.3569389666845
2024-000052252 Silver Mountain Resources Inc-f1-06149229_2-1-1,2024-05-15,,2689.6,2810.32268,2183.256263209758,3095.248817524497,1556.189846419515,3380.1749550489944
2024-000054671 Aardvark 2 Capital Corp-f1-06206632_1-1-1,2024-05-24,,2866.006,2810.32268,2183.256263209758,3095.248817524497,1556.189846419515,3380.1749550489944
2024-000032350 Atico Mining Corporation-f1-06168420_2-1-1,2024-07-02,,3306.93,2810.32268,2183.256263209758,3095.248817524497,1556.189846419515,3380.1749550489944
2024-000045314 Vizsla Silver Corp-f1-06174675_2-1-1,2024-07-24,,2976.237,2810.32268,2183.256263209758,3095.248817524497,1556.189846419515,3380.1749550489944
2024-000006180 New Pacific Metals Corp-f1-06205411_2-1-1,2024-09-05,PEA,2756.0,2810.32268,2183.256263209758,3095.248817524497,1556.189846419515,3380.1749550489944
2024-000030449 Silver Tiger Metals Inc-f1-06217254_1-1-1,2024-10-22,PFS,2755.775,2810.32268,2183.256263209758,3095.248817524497,1556.189846419515,3380.1749550489944
