,report_id,effective_date,report_type,au_price_usd_troy_oz,reported_gold_price_rolling_40_mean,reported_gold_price_rolling_40_std,reported_gold_price_upper_1STD,reported_gold_price_lower_1STD,reported_gold_price_upper_2STD,reported_gold_price_lower_2STD
444,2016-000016002 Gold Reach Resources Ltd-f1-02457915_1-1-1,2016-01-01,PEA,1260.0,1230.025,82.46257503893065,1312.4875750389308,1147.5624249610694,1394.9501500778615,1065.0998499221387
445,2016-000000297 Goldrock Mines Corp-f1-02450697_1-1-1,2016-01-02,FS,1200.0,1229.775,82.53996312587314,1312.3149631258732,1147.235036874127,1394.8549262517463,1064.695073748254
446,2016-000022947 Kaminak Gold Corporation-f1-02434651_1-2-1,2016-01-06,FS,1150.0,1224.775,81.11577275563353,1305.8907727556336,1143.6592272443665,1387.0065455112672,1062.543454488733
447,2016-000000187 Canarc Resource Corp-f1-02441746_1-1-1,2016-01-19,,1100.0,1222.275,83.40755284621929,1305.6825528462193,1138.8674471537809,1389.0901056924386,1055.4598943075616
448,2016-000030716 Royal Nickel Corporation-f1-02451931_1-1-1,2016-02-01,,1150.0,1221.025,84.12155048743602,1305.1465504874361,1136.903449512564,1389.2681009748721,1052.781899025128
449,"2016-000020520 African Gold Group, Inc-f1-02451707_1-1-1",2016-02-03,FS,1200.0,1221.025,84.12155048743602,1305.1465504874361,1136.903449512564,1389.2681009748721,1052.781899025128
450,2016-000002899 NGEx Resources Inc-f1-02445738_1-1-1,2016-02-12,PEA,1275.0,1220.4,83.61106539454121,1304.0110653945412,1136.788934605459,1387.6221307890826,1053.1778692109176
451,2016-000009131 Euromax Resources Ltd-f1-02445372_1-1-1,2016-02-16,FS,1220.0,1218.4,82.60899559882172,1301.008995598822,1135.7910044011783,1383.6179911976435,1053.1820088023567
452,2016-000002894 Abacus Mining & Exploration Corporation-f1-02446208_1-1-1,2016-02-19,FS,1200.0,1223.4,74.72781379008852,1298.1278137900886,1148.6721862099116,1372.855627580177,1073.9443724198231
453,2016-000037284 Continental Gold Inc-f1-02446260_1-2-1,2016-02-24,,1200.0,1222.15,74.68963131279345,1296.8396313127935,1147.4603686872067,1371.529262625587,1072.770737374413
454,2016-000023055 Rockhaven Resources Ltd-f1-02450368_2-1-1,2016-02-26,PEA,869.7542944118287,1212.6438573602957,93.00613998225157,1305.6499973425473,1119.637717378044,1398.6561373247987,1026.6315773957926
455,2016-000007764 Canamex Resources Corp-f1-02466950_1-1-1,2016-02-29,PEA,1250.0,1211.3938573602957,92.13388065779927,1303.5277380180949,1119.2599767024965,1395.6616186758943,1027.126096044697
456,2016-000033407 Benton Resources Inc-f1-02472165_1-1-1,2016-03-07,PEA,1200.0,1210.1438573602957,91.9356397472331,1302.0794971075288,1118.2082176130625,1394.0151368547617,1026.2725778658296
457,2016-000025188 Rye Patch Gold Corp-f1-02488433_1-2-1,2016-03-16,PEA,1000.0,1201.3938573602957,94.89164029616788,1296.2854976564636,1106.5022170641278,1391.1771379526315,1011.6105767679599
458,2016-000002563 SEMAFO INC-f1-02459263_1-1-1,2016-03-23,FS,1100.0,1196.3938573602957,94.83184246539977,1291.2256998256955,1101.5620148948958,1386.0575422910952,1006.7301724294962
459,2016-000022162 Golden Dawn Minerals Inc-f1-02487437_2-1-1,2016-03-24,,1250.0,1193.8938573602957,91.95300178337659,1285.8468591436722,1101.9408555769191,1377.799860927049,1009.9878537935425
460,2016-000008502 Entree Gold Inc-f1-02463061_1-1-1,2016-03-29,FS,1304.0,1197.7438573602956,93.2823971185321,1291.0262544788277,1104.4614602417635,1384.3086515973598,1011.1790631232313
461,2016-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02500830_2-1-1,2016-04-28,,1250.0,1198.9938573602956,93.64769400955356,1292.6415513698491,1105.346163350742,1386.2892453794027,1011.6984693411885
462,2016-000018190 Chesapeake Gold Corp-f1-02451974_1-2-1,2016-04-29,PFS,1250.0,1198.9938573602956,93.64769400955356,1292.6415513698491,1105.346163350742,1386.2892453794027,1011.6984693411885
463,2016-000014472 ATAC Resources Ltd-f1-02507566_1-1-1,2016-05-31,PEA,1250.0,1197.7438573602956,92.5926589097343,1290.33651627003,1105.1511984505612,1382.9291751797641,1012.558539540827
464,2016-000024066 AQM Copper Inc-f1-02506315_1-1-1,2016-06-01,PFS,1200.0,1191.5438573602955,83.23614416544642,1274.780001525742,1108.3077131948492,1358.0161456911883,1025.0715690294028
465,2016-000040114 Pershing Gold Corporation-f1-02553974_1-1-1,2016-06-02,PEA,1250.0,1192.7938573602955,83.74030160296692,1276.5341589632624,1109.0535557573287,1360.2744605662294,1025.3132541543616
466,2017-000005232 Miranda Gold Corp-f1-02609051_1-1-1,2016-06-24,,1175.0,1190.9188573602955,83.26487546990352,1274.183732830199,1107.653981890392,1357.4486083001025,1024.3891064204886
467,2016-000031160 Transatlantic Mining Corp-f1-02565594_1-1-1,2016-06-30,,1350.0,1194.6688573602955,86.97927586730577,1281.6481332276012,1107.6895814929899,1368.627409094907,1020.710305625684
468,2016-000038853 Austral Gold Limited-f1-02540988_2-1-1,2016-06-30,,1329.0,1196.6438573602957,89.1379913137717,1285.7818486740673,1107.505866046524,1374.9198399878392,1018.3678747327523
469,2016-000009080 Klondex Mines Ltd-f1-02545180_2-1-1,2016-06-30,,1163.3317822242902,1195.1021519159028,89.16826899400188,1284.2704209099047,1105.933882921901,1373.4386899039066,1016.765613927899
470,2016-000036217 Heron Resources Limited-f1-02509900_1-1-1,2016-07-19,FS,1200.0,1192.6021519159028,87.53880575438602,1280.1409576702888,1105.0633461615168,1367.6797634246748,1017.5245404071308
471,2016-000004708 Orca Gold Inc-f1-02531567_1-1-1,2016-07-25,PEA,1200.0,1190.1021519159028,85.80375468242087,1275.9059065983238,1104.2983972334819,1361.7096612807445,1018.4946425510611
472,2017-000008808 Aura Minerals Inc-f1-02573683_1-1-1,2016-07-31,FS,1300.0,1192.6021519159028,87.53880575438602,1280.1409576702888,1105.0633461615168,1367.6797634246748,1017.5245404071308
473,2016-000005628 International Tower Hill Mines Ltd-f1-02543464_1-2-1,2016-09-08,PFS,1250.0,1193.8521519159028,88.00290537331935,1281.8550572892223,1105.8492465425834,1369.8579626625415,1017.8463411692642
474,2016-000008346 Luna Gold Corp-f1-02538675_1-1-1,2016-09-12,PFS,1250.0,1193.8521519159028,88.00290537331935,1281.8550572892223,1105.8492465425834,1369.8579626625415,1017.8463411692642
475,2016-000000204 GoldQuest Mining Corp-f1-02552025_1-1-1,2016-09-27,,1300.0,1196.3521519159028,89.58816205402194,1285.9403139699248,1106.7639898618809,1375.5284760239467,1017.1758278078589
476,2016-000032329 Copper North Mining Corp-f1-02557849_2-1-1,2016-10-12,PEA,1300.0,1201.9771519159028,88.83381474825062,1290.8109666641535,1113.1433371676521,1379.644781412404,1024.3095224194017
477,2016-000030617 K92 Mining Inc-f1-02541048_1-4-1,2016-11-25,,1300.0,1206.9021519159028,88.66650224750536,1295.5686541634082,1118.2356496683974,1384.2351564109135,1029.569147420892
478,2017-000009025 IAMGOLD Corporation-f1-02583085_1-1-1,2016-12-09,PEA,1200.0,1208.1521519159028,88.19492994031093,1296.3470818562137,1119.957221975592,1384.5420117965245,1031.762292035281
479,2017-000030076 Dalradian Resources Inc-f1-02565362_1-2-1,2016-12-12,,1250.0,1210.6521519159028,87.92115503964365,1298.5733069555465,1122.730996876259,1386.49446199519,1034.8098418366155
480,2017-000003878 Resource Capital Gold Corp-f1-02576168_1-1-1,2016-12-30,,1250.0,1210.6521519159028,87.92115503964365,1298.5733069555465,1122.730996876259,1386.49446199519,1034.8098418366155
481,2017-000022477 Guyana Goldfields Inc-f1-02580728_1-2-1,2016-12-31,FS,1200.0,1211.9021519159028,87.39056679790532,1299.2927187138082,1124.5115851179974,1386.6832855117134,1037.1210183200922
482,2017-000011133 Kirkland Lake Gold Ltd-f1-02604315_1-1-4,2016-12-31,,1200.0,1213.1521519159028,86.8382847527985,1299.9904366687012,1126.3138671631043,1386.8287214214997,1039.4755824103058
483,2017-000011133 Kirkland Lake Gold Ltd-f1-02604315_1-1-2,2016-12-31,MRE,1200.0,1213.6521519159028,86.69997400065864,1300.3521259165614,1126.9521779152442,1387.05209991722,1040.2522039145856
484,2017-000029039 Randgold Resources Limited-f1-02626485_1-1-1,2016-12-31,PFS,1000.0,1207.1521519159028,92.67639496617745,1299.8285468820802,1114.4757569497253,1392.5049418482577,1021.7993619835479
485,2017-000011133 Kirkland Lake Gold Ltd-f1-02604315_1-1-1,2016-12-31,,1200.0,1207.1521519159028,92.67639496617745,1299.8285468820802,1114.4757569497253,1392.5049418482577,1021.7993619835479
486,2017-000003189 LEAGOLD MINING CORPORATION-f1-02582032_1-1-1,2016-12-31,PEA,1200.0,1208.4021519159028,92.2218531838055,1300.6240050997083,1116.1802987320973,1392.8458582835137,1023.9584455482918
487,2017-000022850 Alexco Resource Corp-f1-02603259_1-1-1,2017-01-03,,1300.0,1213.4021519159028,91.61360849747251,1305.0157604133753,1121.7885434184302,1396.629368910848,1030.1749349209576
488,2017-000010750 Geologix Explorations Inc-f1-02587974_1-1-1,2017-01-19,PEA,1250.0,1215.9021519159028,91.20259876414593,1307.1047506800487,1124.6995531517568,1398.3073494441946,1033.496954387611
489,2017-000016221 Bluestone Resources Inc-f1-02597764_1-1-1,2017-02-07,,1250.0,1217.1521519159028,91.32162543905731,1308.47377735496,1125.8305264768455,1399.7954027940175,1034.508901037788
490,2017-000025178 Mangazeya Mining Ltd-f1-02667357_1-1-1,2017-02-10,PFS,1100.0,1212.7771519159028,92.66130216131548,1305.4384540772182,1120.1158497545873,1398.0997562385337,1027.4545475932719
491,2017-000037377 Alamos Gold Inc-f1-02606407_2-1-1,2017-02-15,FS,1250.0,1213.5271519159028,92.84249561599549,1306.3696475318982,1120.6846562999074,1399.2121431478938,1027.8421606839117
492,2017-000037377 Alamos Gold Inc-f1-02609882_3-1-1,2017-02-22,FS,1250.0,1214.7771519159028,92.99217164521737,1307.7693235611202,1121.7849802706853,1400.7614952063375,1028.792808625468
493,2017-000031780 Mariana Resources Limited-f1-02593534_1-1-1,2017-03-01,,1250.0,1216.0271519159028,93.12439988625897,1309.1515518021617,1122.9027520296438,1402.2759516884207,1029.7783521433848
494,2017-000026876 Maritime Resources Corp-f1-02611725_1-1-1,2017-03-02,,1250.0,1225.5332945556072,74.39475322006685,1299.928047775674,1151.1385413355404,1374.3228009957409,1076.7437881154735
495,2017-000020880 Rosita Mining Corporation-f1-02613443_1-1-1,2017-03-06,PEA,1250.0,1225.5332945556072,74.39475322006685,1299.928047775674,1151.1385413355404,1374.3228009957409,1076.7437881154735
496,2017-000022941 Columbus Gold Corp-f1-02618165_1-1-1,2017-03-06,FS,1250.0,1226.7832945556072,74.37478955018715,1301.1580841057944,1152.40850500542,1375.5328736559816,1078.0337154552328
497,2017-000030509 Zephyr Minerals Ltd-f1-02598826_1-1-1,2017-03-21,PEA,1250.0,1233.0332945556072,64.70418213150005,1297.7374766871073,1168.329112424107,1362.4416588186073,1103.6249302926071
498,2017-000007875 Skeena Resources Limited-f1-02630480_1-1-1,2017-04-20,PEA,1250.0,1236.7832945556072,61.039316430176356,1297.8226109857835,1175.7439781254309,1358.8619274159598,1114.7046616952546
499,2017-000022162 Golden Dawn Minerals Inc-f1-02592894_2-12-1,2017-05-05,PEA,1200.0,1235.5332945556072,61.27323365013667,1296.806528205744,1174.2600609054705,1358.0797618558806,1112.9868272553338
500,2017-000023653 Alio Gold Inc-f1-02632239_2-1-1,2017-05-16,PFS,1250.0,1234.1832945556073,60.31342350223347,1294.4967180578408,1173.8698710533738,1354.8101415600743,1113.5564475511403
501,2019-000039579 BMC Minerals (No.1) Ltd-f1-02899896_1-1-1,2017-05-31,PFS,1292.0,1235.2332945556072,60.95798392948779,1296.191278485095,1174.2753106261196,1357.1492624145828,1113.3173266966317
502,2017-000009080 Klondex Mines Ltd-f1-02657073_2-1-1,2017-05-31,,1200.0,1233.9832945556072,61.159729049877065,1295.1430236054844,1172.8235655057301,1356.3027526553615,1111.663836455853
503,2019-000039579 BMC Minerals (No.1) Ltd-f1-02904658_4-1-1,2017-05-31,PFS,1292.0,1235.0332945556072,61.79894802400012,1296.8322425796073,1173.2343465316071,1358.6311906036074,1111.435398507607
504,2017-000015923 Asanko Gold Inc-f1-02650646_1-1-1,2017-06-05,FS,1250.0,1236.2832945556072,61.577439184120635,1297.860733739728,1174.7058553714865,1359.4381729238485,1113.128416187366
505,2017-000037111 Desert Star Resources Ltd-f1-02654496_1-1-1,2017-06-15,PFS,1250.0,1236.2832945556072,61.577439184120635,1297.860733739728,1174.7058553714865,1359.4381729238485,1113.128416187366
506,2017-000029214 IDM Mining Ltd. (Formerly Revolution Resources Corp.)-f1-02659565_2-1-1,2017-06-26,,1250.0,1238.1582945556072,60.80050195034617,1298.9587965059534,1177.357792605261,1359.7592984562996,1116.5572906549148
507,2017-000025296 Trek Mining Inc. ( JDL Gold Corp.)-f1-02659560_1-1-1,2017-07-10,FS,1250.0,1235.6582945556072,58.078858718185096,1293.7371532737923,1177.5794358374221,1351.8160119919773,1119.500577119237
508,2017-000037372 AuRico Metals Inc-f1-02649947_1-1-1,2017-07-14,,1250.0,1233.6832945556073,56.133993748030974,1289.8172883036382,1177.5493008075764,1345.9512820516693,1121.4153070595453
509,2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02805626_4-1-1,2017-07-31,,1255.0,1235.975,55.04892346230748,1291.0239234623075,1180.9260765376923,1346.0728469246149,1125.877153075385
510,2017-000002154 Karmin Exploration Inc-f1-02684450_2-1-1,2017-07-31,,1278.0,1237.925,55.12335235051464,1293.0483523505145,1182.8016476494854,1348.1717047010293,1127.6782952989706
511,2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02728178_1-1-1,2017-08-31,,1283.0,1240.0,55.22123337435184,1295.2212333743519,1184.7787666256481,1350.4424667487037,1129.5575332512963
512,2018-000008846 Great Panther Silver Limited-f1-02734590_2-1-1,2017-08-31,,1300.0,1240.0,55.22123337435184,1295.2212333743519,1184.7787666256481,1350.4424667487037,1129.5575332512963
513,2017-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-02683877_1-1-1,2017-09-01,PEA,1300.0,1241.25,56.013620138548944,1297.263620138549,1185.236379861451,1353.277240277098,1129.222759722902
514,2018-000043280 Steppe Gold Ltd-f1-02689951_1-27-1,2017-09-06,FS,1306.6,1242.665,56.947450135393176,1299.6124501353931,1185.7175498646068,1356.5599002707863,1128.7700997292136
515,2017-000007056 eCobalt Solutions Inc-f1-02693937_1-1-1,2017-09-27,,1200.0,1240.165,56.55958305979147,1296.7245830597915,1183.6054169402084,1353.284166119583,1127.045833880417
516,2017-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02687669_1-1-1,2017-10-05,,1300.0,1240.165,56.55958305979147,1296.7245830597915,1183.6054169402084,1353.284166119583,1127.045833880417
517,2017-000006156 Eros Resources Corp-f1-02688691_1-1-1,2017-10-09,PEA,1300.0,1240.165,56.55958305979147,1296.7245830597915,1183.6054169402084,1353.284166119583,1127.045833880417
518,2017-000013727 MAG Silver Corp-f1-02710844_1-1-1,2017-10-21,,1250.0,1241.415,56.20052718978952,1297.6155271897894,1185.2144728102105,1353.816054379579,1129.0139456204208
519,2017-000032328 NorthIsle Copper and Gold Inc-f1-02686281_2-1-1,2017-10-24,PEA,1300.0,1242.665,56.947450135393176,1299.6124501353931,1185.7175498646068,1356.5599002707863,1128.7700997292136
520,2017-000030391 Corvus Gold Inc-f1-02688555_1-2-1,2017-10-31,PEA,1200.0,1241.415,57.3297861902118,1298.7447861902117,1184.0852138097882,1356.0745723804237,1126.7554276195763
521,2017-000020738 Centerra Gold Inc-f1-02712876_2-1-1,2017-10-31,FS,1250.0,1242.665,56.947450135393176,1299.6124501353931,1185.7175498646068,1356.5599002707863,1128.7700997292136
522,2017-000006221 Fortuna Silver Mines Inc-f1-02689529_1-1-1,2017-10-31,FS,1250.0,1243.915,56.53419001830358,1300.4491900183036,1187.3808099816963,1356.983380036607,1130.8466199633929
523,2018-000002881 Minnova Corp-f1-02767575_1-1-1,2017-10-31,FS,1250.0,1245.165,56.08932230757555,1301.2543223075754,1189.0756776924245,1357.343644615151,1132.9863553848488
524,2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02810331_5-1-1,2017-10-31,,1291.0,1252.44,40.05522341813785,1292.4952234181378,1212.3847765818623,1332.5504468362758,1172.3295531637243
525,2018-000037377 Alamos Gold Inc-f1-02721540_1-1-1,2017-12-01,FS,1250.0,1253.69,39.14663950603424,1292.8366395060343,1214.5433604939658,1331.9832790120686,1175.3967209879315
526,2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,2017-12-06,,1500.0,1261.19,54.37333339620994,1315.56333339621,1206.81666660379,1369.9366667924198,1152.4433332075803
527,2018-000003116 Gran Colombia Gold Corp-f1-02770531_1-1-1,2017-12-31,,1300.0,1261.19,54.37333339620994,1315.56333339621,1206.81666660379,1369.9366667924198,1152.4433332075803
528,2018-000029039 Randgold Resources Limited-f1-02824524_2-1-1,2017-12-31,OTHER,1000.0,1254.94,68.28192237391195,1323.221922373912,1186.658077626088,1391.503844747824,1118.3761552521762
529,2018-000029039 Randgold Resources Limited-f1-02824520_1-1-1,2017-12-31,FS,1000.0,1248.69,79.298513582603,1327.988513582603,1169.3914864173971,1407.287027165206,1090.0929728347942
530,2018-000002563 SEMAFO INC-f1-02750783_1-1-1,2017-12-31,PFS,1200.0,1251.19,75.99829890134023,1327.1882989013402,1175.19170109866,1403.1865978026806,1099.1934021973195
531,2018-000007625 Anaconda Mining Inc-f1-02737080_2-1-1,2018-01-17,PEA,1247.0834339045782,1251.1170858476146,76.00086894343869,1327.1179547910533,1175.1162169041759,1403.118823734492,1099.1153479607372
532,2018-000008808 Aura Minerals Inc-f1-02820570_1-1-1,2018-01-31,FS,1297.0,1252.2920858476145,76.34569154073283,1328.6377773883473,1175.9463943068818,1404.9834689290801,1099.600702766149
533,2018-000031453 Liberty Gold Corp. ( Pilot Gold Inc.)-f1-02796055_2-1-1,2018-02-08,PEA,1300.0,1253.5420858476145,76.71562731043599,1330.2577131580506,1176.8264585371785,1406.9733404684866,1100.1108312267424
534,2018-000029868 Tahoe Resources Inc-f1-02730867_1-1-1,2018-02-20,PEA,1300.0,1254.7920858476145,77.06299502504152,1331.8550808726561,1177.729090822573,1408.9180758976977,1100.6660957975314
535,2018-000031478 Lupaka Gold Corp-f1-02756702_1-1-1,2018-03-01,,1300.0,1256.0420858476145,77.38809858512035,1333.430184432735,1178.6539872624942,1410.8182830178553,1101.2658886773738
536,2018-000004884 Nevsun Resources Ltd-f1-02771114_1-1-1,2018-03-08,,1300.0,1257.2920858476145,77.6912174882458,1334.9833033358605,1179.6008683593686,1412.6745208241061,1101.909650871123
537,2018-000031738 Algold Resources Ltd-f1-02793543_2-1-1,2018-03-09,PEA,1250.0,1257.2920858476145,77.6912174882458,1334.9833033358605,1179.6008683593686,1412.6745208241061,1101.909650871123
538,2018-000012057 Gold Reserve Inc-f1-02754631_1-1-1,2018-03-16,PEA,1300.0,1258.5420858476145,77.9726081312302,1336.5146939788447,1180.5694777163844,1414.487302110075,1102.596869585154
539,2018-000005277 Polymet Mining Corp-f1-02745589_1-1-1,2018-03-26,FS,1308.0,1261.2420858476146,77.76306660579982,1339.0051524534144,1183.4790192418147,1416.7682190592143,1105.715952636015
540,2018-000005208 Telson Mining Corporation-f1-02753739_1-1-1,2018-03-30,,1269.0,1261.7170858476145,77.75066366727633,1339.4677495148908,1183.9664221803382,1417.218413182167,1106.215758513062
541,2018-000000171 Harte Gold Corp-f1-02783582_2-1-1,2018-03-31,,1250.0,1260.6670858476145,77.61469553201606,1338.2817813796305,1183.0523903155986,1415.8964769116467,1105.4376947835824
542,2018-000007860 Torex Gold Resources Inc-f1-02819812_1-1-1,2018-03-31,PEA,1200.0,1260.6670858476145,77.61469553201606,1338.2817813796305,1183.0523903155986,1415.8964769116467,1105.4376947835824
543,2018-000003818 Kerr Mines Inc-f1-02774644_1-1-1,2018-04-01,PFS,1250.0,1259.6170858476146,77.46389278813483,1337.0809786357495,1182.1531930594797,1414.5448714238842,1104.689300271345
544,2018-000004336 Firesteel Resources Inc-f1-02796301_2-1-1,2018-04-06,PEA,1300.0,1260.8670858476146,77.70775695778757,1338.574842805402,1183.159328889827,1416.2825997631896,1105.4515719320395
545,2018-000001147 AbraPlata Resource Corp-f1-02757353_1-1-1,2018-04-16,PEA,1300.0,1262.1170858476146,77.93029686023526,1340.04738270785,1184.1867889873793,1417.977679568085,1106.2564921271442
546,2018-000034410 East Africa Metals Inc-f1-02785058_3-1-1,2018-04-30,PEA,1325.0,1263.9920858476146,78.5312166745646,1342.5233025221792,1185.46086917305,1421.0545191967437,1106.9296524984854
547,2018-000034410 East Africa Metals Inc-f1-02785045_1-1-1,2018-04-30,,1325.0,1265.8670858476146,79.0819908549911,1344.9490767026057,1186.7850949926235,1424.0310675575968,1107.7031041376324
548,2018-000034410 East Africa Metals Inc-f1-02785052_2-1-1,2018-04-30,PEA,1325.0,1267.7420858476146,79.58366053612288,1347.3257463837374,1188.1584253114918,1426.9094069198604,1108.5747647753687
549,2018-000030511 Para Resources Inc-f1-02767527_2-1-1,2018-05-03,,1200.0,1266.3670858476146,80.28152490344284,1346.6486107510575,1186.0855609441717,1426.9301356545002,1105.804036040729
550,2018-000040114 Pershing Gold Corporation-f1-02794736_1-1-1,2018-05-24,FS,1290.0,1266.6670858476145,80.34850314239576,1347.0155889900102,1186.318582705219,1427.364092132406,1105.970079562823
551,2018-000030782 Marathon Gold Corporation-f1-02777286_2-1-1,2018-05-28,PEA,1250.0,1265.8420858476145,80.34591863290692,1346.1880044805214,1185.4961672147076,1426.5339231134283,1105.1502485818007
552,2018-000023055 Rockhaven Resources Ltd-f1-02802389_1-1-1,2018-06-05,PEA,1200.0,1263.3420858476145,80.81025832430338,1344.1523441719178,1182.5318275233112,1424.9626024962213,1101.7215691990077
553,2018-000003467 Aurcana Corporation-f1-02825402_2-1-1,2018-06-15,,1300.0,1263.3420858476145,80.81025832430338,1344.1523441719178,1182.5318275233112,1424.9626024962213,1101.7215691990077
554,2018-000025619 Orla Mining Ltd-f1-02795220_2-1-1,2018-06-19,PEA,1250.0,1261.9270858476145,80.52842964860378,1342.4555154962184,1181.3986561990107,1422.983945144822,1100.870226550407
555,2018-000004884 Nevsun Resources Ltd-f1-02803204_2-1-1,2018-06-19,,1300.0,1264.4270858476145,80.10775981421271,1344.5348456618271,1184.319326033402,1424.64260547604,1104.211566219189
556,2018-000008194 Tanzanian Royalty Exploration Corporation-f1-02799779_1-1-1,2018-06-26,PFS,1300.0,1264.4270858476145,80.10775981421271,1344.5348456618271,1184.319326033402,1424.64260547604,1104.211566219189
557,2018-000001604 Lumina Gold Corp-f1-02789909_2-10-1,2018-06-27,PEA,1300.0,1264.4270858476145,80.10775981421271,1344.5348456618271,1184.319326033402,1424.64260547604,1104.211566219189
558,2018-000033780 Osisko Mining Inc. ( Oban Mining Corporation)-f1-02801521_3-1-1,2018-07-12,,1300.0,1265.6770858476145,80.2668091718937,1345.9438950195083,1185.4102766757208,1426.2107041914019,1105.1434675038272
559,2018-000008846 Great Panther Silver Limited-f1-02795635_3-1-1,2018-07-13,,1300.0,1265.6770858476145,80.2668091718937,1345.9438950195083,1185.4102766757208,1426.2107041914019,1105.1434675038272
560,2018-000009698 Minera Alamos Inc-f1-02858872_2-1-1,2018-07-13,PEA,1250.0,1266.9270858476145,79.60438348742201,1346.5314693350365,1187.3227023601926,1426.1358528224587,1107.7183188727704
561,2018-000025296 Equinox Gold Corp. ( Trek Mining Inc.)-f1-02815392_3-1-1,2018-07-16,PFS,1250.0,1266.9270858476145,79.60438348742201,1346.5314693350365,1187.3227023601926,1426.1358528224587,1107.7183188727704
562,2018-000013198 Nevada Copper Corp-f1-02830221_1-1-1,2018-08-17,FS,1325.0,1268.8020858476145,80.07732946393484,1348.8794153115493,1188.7247563836797,1428.9567447754841,1108.647426919745
563,2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018-08-30,FS,1300.0,1270.0520858476145,80.16650308915328,1350.218588936768,1189.8855827584612,1430.385092025921,1109.719079669308
564,2018-000009025 IAMGOLD Corporation-f1-02832861_5-1-1,2018-08-30,FS,1250.0,1269.0270858476147,80.15390748567921,1349.1809933332938,1188.8731783619355,1429.334900818973,1108.7192708762564
565,2018-000016084 Velocity Minerals Ltd-f1-02822887_2-2-1,2018-09-10,PEA,1250.0,1269.0270858476147,80.15390748567921,1349.1809933332938,1188.8731783619355,1429.334900818973,1108.7192708762564
566,2018-000033378 Candelaria Mining Corp-f1-02831316_1-1-1,2018-09-13,,1250.0,1262.7770858476147,70.8939890127573,1333.671074860372,1191.8830968348573,1404.5650638731292,1120.9891078221
567,2018-000028681 Golden Minerals Company-f1-02843605_3-1-1,2018-09-14,,1238.0,1261.2270858476145,70.73689207061823,1331.9639779182328,1190.4901937769962,1402.7008699888509,1119.7533017063781
568,2018-000030238 TriStar Gold Inc-f1-02860594_2-1-1,2018-09-14,PEA,1250.0,1267.4770858476145,56.71986157102071,1324.196947418635,1210.757224276594,1380.916808989656,1154.037362705573
569,2018-000030391 Corvus Gold Inc-f1-02836781_1-1-1,2018-09-18,PEA,1250.0,1273.7270858476145,36.74845967293062,1310.4755455205452,1236.9786261746838,1347.2240051934757,1200.2301665017533
570,2018-000025279 Copper Mountain Mining Corporation-f1-02843445_2-1-1,2018-10-01,FS,1310.0,1276.4770858476145,35.171762916130874,1311.6488487637453,1241.3053229314837,1346.8206116798763,1206.1335600153527
571,"2018-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-02832441_1-1-1",2018-10-15,,1216.0,1275.7,36.16713340121893,1311.867133401219,1239.532866598781,1348.034266802438,1203.3657331975621
572,2018-000030562 Teranga Gold Corporation-f1-02836395_1-1-1,2018-10-31,FS,1250.0,1274.525,36.220823802380636,1310.7458238023808,1238.3041761976194,1346.9666476047614,1202.0833523952388
573,2018-000009025 IAMGOLD Corporation-f1-02846935_7-1-1,2018-11-01,FS,1250.0,1273.275,36.18186789128762,1309.4568678912876,1237.0931321087126,1345.6387357825754,1200.9112642174248
574,2018-000002899 NGEx Resources Inc-f1-02858390_2-1-1,2018-11-20,PFS,1300.0,1273.275,36.18186789128762,1309.4568678912876,1237.0931321087126,1345.6387357825754,1200.9112642174248
575,2018-000031351 Monarques Gold Corporation ( know as MONARQUES RESOURCES INC.)-f1-02853662_4-1-1,2018-12-01,,1300.0,1273.275,36.18186789128762,1309.4568678912876,1237.0931321087126,1345.6387357825754,1200.9112642174248
576,2018-000023988 GMV Minerals Inc-f1-02858294_2-1-1,2018-12-06,PEA,1300.0,1273.275,36.18186789128762,1309.4568678912876,1237.0931321087126,1345.6387357825754,1200.9112642174248
577,2020-000008938 THEMAC Resources Group Limited-f1-03043389_1-1-1,2018-12-11,FS,1300.0,1274.525,36.220823802380636,1310.7458238023808,1238.3041761976194,1346.9666476047614,1202.0833523952388
578,2019-000039553 Filo Mining Corp-f1-02877026_1-1-1,2019-01-13,PFS,1300.0,1274.525,36.220823802380636,1310.7458238023808,1238.3041761976194,1346.9666476047614,1202.0833523952388
579,2019-000017484 Almaden Minerals Ltd-f1-02866901_1-1-1,2019-01-24,FS,1275.0,1273.7,35.812331352805046,1309.5123313528052,1237.887668647195,1345.32466270561,1202.07533729439
580,2019-000016221 Bluestone Resources Inc-f1-02873902_1-1-1,2019-01-29,,1250.0,1273.225,36.00177168005194,1309.2267716800518,1237.223228319948,1345.2285433601037,1201.2214566398961
