id,report_id,effective_date,report_type,cu_price_usd_dmt,reported_copper_price_rolling_40_mean,reported_copper_price_rolling_40_std,reported_copper_price_upper_1STD,reported_copper_price_lower_1STD,reported_copper_price_upper_2STD,reported_copper_price_lower_2STD
197,2015-000027965 Ecuador Gold and Copper Corp-f1-02358631_1-1-1,2015-05-19,PEA,7363.430799999999,6910.705278991188,679.6629101401,7590.368189131288,6231.042368851087,8270.031099271388,5551.379458710988
198,2015-000006237 First Quantum Minerals Ltd-f1-02400929_2-1-1,2015-05-31,,6613.86,6910.705278991188,679.6629101401,7590.368189131288,6231.042368851087,8270.031099271388,5551.379458710988
199,2015-000024909 Rambler Metals and Mining plc-f1-02396630_1-1-1,2015-07-20,,6150.8898,6912.909898991187,676.9794501360906,7589.8893491272775,6235.930448855097,8266.868799263368,5558.950998719006
200,2015-000020511 COPPER FOX METALS INC-f1-02432352_2-1-1,2015-12-18,,6613.86,6899.131023991188,677.3255367125978,7576.456560703786,6221.805487278591,8253.782097416384,5544.479950565992
201,2016-000016002 Gold Reach Resources Ltd-f1-02457915_1-1-1,2016-01-01,PEA,6613.86,6860.550173991188,647.1118251020332,7507.661999093221,6213.438348889154,8154.773824195254,5566.326523787122
202,2016-000002899 NGEx Resources Inc-f1-02445738_1-1-1,2016-02-12,PEA,6613.86,6847.873608991188,646.8469736006923,7494.720582591881,6201.026635390495,8141.567556192573,5554.1796617898035
203,2016-000009131 Euromax Resources Ltd-f1-02445372_1-1-1,2016-02-16,FS,6393.397999999999,6842.362058991186,649.8244320216344,7492.186491012821,6192.537626969552,8142.010923034455,5542.713194947917
204,2016-000002894 Abacus Mining & Exploration Corporation-f1-02446208_1-1-1,2016-02-19,FS,7076.830199999999,6835.748198991188,645.9499463141447,7481.698145305332,6189.798252677043,8127.648091619477,5543.848306362898
205,2016-000022162 Golden Dawn Minerals Inc-f1-02487437_2-1-1,2016-03-24,,6613.86,6821.969323991187,644.6232340924578,7466.592558083645,6177.346089898729,8111.215792176103,5532.722855806271
206,2016-000008502 Entree Gold Inc-f1-02463061_1-1-1,2016-03-29,FS,6790.2296,6840.157438991188,632.8064928563311,7472.963931847519,6207.350946134858,8105.770424703851,5574.544453278526
207,2016-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02500830_2-1-1,2016-04-28,,6283.167,6793.309263991187,601.3967635689426,7394.70602756013,6191.912500422245,7996.102791129073,5590.515736853302
208,2016-000030584 Atalaya Mining plc ( EMED Mining Public Limited)-f1-02537909_1-1-1,2016-04-30,PFS,6349.3056,6775.672303991187,603.8715337944205,7379.543837785607,6171.800770196766,7983.415371580028,5567.929236402346
209,2016-000019503 Panoro Minerals Ltd-f1-02498568_1-1-1,2016-05-02,PEA,6613.86,6791.018803991186,591.3233190798272,7382.342123071014,6199.695484911359,7973.665442150841,5608.372165831532
210,2016-000033595 Ivanhoe Mines Ltd-f1-02490485_3-1-1,2016-05-12,,6614.0,6791.022303991187,591.3222440160873,7382.344548007274,6199.7000599751,7973.666792023361,5608.377815959013
211,2016-000003859 Asiamet Resources Limited ( Kalimantan Gold Corporation Limited)-f1-02486851_1-1-1,2016-05-19,PEA,7165.014999999999,6804.801178991188,593.5056134208965,7398.306792412084,6211.295565570292,7991.812405832981,5617.789952149395
212,2016-000024066 AQM Copper Inc-f1-02506315_1-1-1,2016-06-01,PFS,6613.86,6807.556953991187,592.3260903253546,7399.883044316542,6215.230863665832,7992.209134641896,5622.904773340478
213,2016-000036217 Heron Resources Limited-f1-02509900_1-1-1,2016-07-19,FS,6613.86,6821.335828991188,580.8543105808765,7402.190139572064,6240.481518410311,7983.04445015294,5659.627207829435
214,2016-000000204 GoldQuest Mining Corp-f1-02552025_1-1-1,2016-09-27,,5511.549999999999,6779.999203991187,613.6764443840104,7393.675648375197,6166.3227596071765,8007.352092759207,5552.646315223166
215,2016-000032329 Copper North Mining Corp-f1-02557849_2-1-1,2016-10-12,PEA,5511.549999999999,6717.167533991187,611.6147635951281,7328.7822975863155,6105.552770396059,7940.397061181444,5493.93800680093
216,2016-000030617 K92 Mining Inc-f1-02541048_1-4-1,2016-11-25,,4800.0,6636.547113991188,646.3790824020734,7282.926196393261,5990.168031589114,7929.305278795335,5343.788949187041
217,2017-000025928 Excelsior Mining Corp-f1-02563670_1-3-1,2016-12-17,,6062.705,6590.801248991188,619.397993274079,7210.1992422652675,5971.403255717109,7829.597235539346,5352.00526244303
218,2017-000008895 Katanga Mining Limited-f1-02605929_1-1-1,2016-12-31,PFS,5685.0,6567.579748991187,635.7082818116362,7203.288030802823,5931.8714671795515,7838.996312614459,5296.1631853679155
219,2017-000003212 Taseko Mines Limited-f1-02591172_1-1-1,2017-01-16,,6613.86,6564.272818991187,635.0993750198566,7199.372194011044,5929.17344397133,7834.4715690309,5294.074068951473
220,2017-000010750 Geologix Explorations Inc-f1-02587974_1-1-1,2017-01-19,PEA,5511.549999999999,6570.886678991187,622.2777384296875,7193.164417420875,5948.608940561499,7815.442155850562,5326.3312021318125
221,2017-000020943 Strongbow Exploration Inc-f1-02585313_1-2-1,2017-02-16,,5842.243,6529.550053991187,614.1333739411906,7143.6834279323775,5915.416680049997,7757.816801873569,5301.283306108806
222,2017-000031780 Mariana Resources Limited-f1-02593534_1-1-1,2017-03-01,,6062.705,6515.771178991187,618.361650055947,7134.132829047135,5897.40952893524,7752.494479103081,5279.047878879293
223,2017-000020880 Rosita Mining Corporation-f1-02613443_1-1-1,2017-03-06,PEA,5511.549999999999,6496.480753991187,637.5422506365041,7134.023004627691,5858.938503354683,7771.565255264195,5221.396252718179
224,2017-000001691 Hudbay Minerals Inc. ( HudBay Minerals Inc.)-f1-02604944_1-1-2,2017-03-30,FS,6613.86,6510.049669999999,634.0228110639624,7144.072481063962,5876.026858936037,7778.095292127924,5242.004047872075
225,2017-000007875 Skeena Resources Limited-f1-02630480_1-1-1,2017-04-20,PEA,6062.705,6482.4919199999995,628.7589028762856,7111.250822876285,5853.733017123714,7740.00972575257,5224.974114247429
226,2017-000022162 Golden Dawn Minerals Inc-f1-02592894_2-12-1,2017-05-05,PEA,5180.857,6432.88797,651.3923193753765,7084.280289375376,5781.4956506246235,7735.672608750752,5130.103331249247
227,2019-000039579 BMC Minerals (No.1) Ltd-f1-02904658_4-1-1,2017-05-31,PFS,6503.629,6414.1487,637.8291022054915,7051.977802205492,5776.319597794508,7689.8069044109825,5138.490495589017
228,2019-000039579 BMC Minerals (No.1) Ltd-f1-02899896_1-1-1,2017-05-31,PFS,6503.629,6383.835175,602.1798744754539,6986.015049475454,5781.655300524546,7588.194923950908,5179.475426049093
229,2017-000043429 Ero Copper Corp-f1-02673886_1-1-2,2017-06-01,FS,6614.0,6356.280925,563.635036961764,6919.915961961764,5792.645888038236,7483.550998923528,5229.010851076472
230,2017-000037111 Desert Star Resources Ltd-f1-02654496_1-1-1,2017-06-15,PFS,6062.705,6356.280925,563.635036961764,6919.915961961764,5792.645888038236,7483.550998923528,5229.010851076472
231,2017-000037372 AuRico Metals Inc-f1-02649947_1-1-1,2017-07-14,,6613.86,6344.127425000001,552.3148107229612,6896.442235722961,5791.81261427704,7448.757046445923,5239.497803554078
232,2017-000002154 Karmin Exploration Inc-f1-02684450_2-1-1,2017-07-31,,6040.6588,6329.797395,552.5729539852845,6882.370348985284,5777.224441014715,7434.943302970569,5224.65148702943
233,2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02805626_4-1-1,2017-07-31,,5732.012,6313.262745,560.4600780645093,6873.72282306451,5752.80266693549,7434.182901129018,5192.342588870982
234,2017-000043521 VM Holding S.A-f1-02677003_1-1-5,2017-08-02,PEA,6040.6588,6298.932715,559.9048608694195,6858.837575869419,5739.027854130581,7418.742436738839,5179.12299326116
235,2017-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-02683877_1-1-1,2017-09-01,PEA,6613.86,6298.932715,559.9048608694195,6858.837575869419,5739.027854130581,7418.742436738839,5179.12299326116
236,2017-000007056 eCobalt Solutions Inc-f1-02693937_1-1-1,2017-09-27,,5732.012,6263.10764,548.8030754319253,6811.910715431925,5714.304564568075,7360.713790863851,5165.50148913615
237,2017-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02687669_1-1-1,2017-10-05,,6613.86,6244.368369999999,522.4321219692372,6766.800491969237,5721.936248030762,7289.232613938473,5199.504126061525
238,2017-000032328 NorthIsle Copper and Gold Inc-f1-02686281_2-1-1,2017-10-24,PEA,6834.322,6249.87992,527.5678032525452,6777.447723252546,5722.312116747455,7305.015526505091,5194.74431349491
239,2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02810331_5-1-1,2017-10-31,,6613.86,6261.454175,530.4112486176904,6791.86542361769,5731.04292638231,7322.276672235381,5200.631677764619
240,2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,2017-12-06,,7716.17,6289.011925000001,575.8770055728804,6864.888930572881,5713.134919427121,7440.765936145762,5137.25791385424
241,2018-000008895 Katanga Mining Limited-f1-02752550_1-1-1,2017-12-31,OTHER,6500.0,6286.165425,574.5099202425491,6860.675345242549,5711.655504757451,7435.185265485098,5137.145584514902
242,2018-000008808 Aura Minerals Inc-f1-02820570_1-1-1,2018-01-31,FS,6746.1372,6289.472355,576.820577305037,6866.292932305037,5712.651777694963,7443.113509610073,5135.831200389926
243,2018-000029868 Tahoe Resources Inc-f1-02730867_1-1-1,2018-02-20,PEA,7275.245999999999,6311.518555,597.3802830351791,6908.898838035178,5714.138271964821,7506.279121070358,5116.757988929641
244,2018-000031478 Lupaka Gold Corp-f1-02756702_1-1-1,2018-03-01,,6613.86,6299.9443,586.5591713882758,6886.503471388276,5713.385128611724,7473.062642776552,5126.825957223448
245,2018-000005247 Deep-South Resources Inc-f1-02736873_2-1-1,2018-03-02,PEA,6613.86,6299.9443,586.5591713882758,6886.503471388276,5713.385128611724,7473.062642776552,5126.825957223448
246,2018-000004884 Nevsun Resources Ltd-f1-02771114_1-1-1,2018-03-08,,6944.553,6303.802385,590.36190786307,6894.16429286307,5713.44047713693,7484.52620072614,5123.07856927386
247,2018-000012057 Gold Reserve Inc-f1-02754631_1-1-1,2018-03-16,PEA,6613.86,6312.06971,592.377566425688,6904.447276425688,5719.692143574312,7496.824842851376,5127.314577148623
248,2018-000005623 Cardero Resource Corp-f1-02737920_1-2-1,2018-03-22,PEA,6613.86,6318.68357,594.2777820834424,6912.961352083443,5724.4057879165575,7507.2391341668845,5130.128005833116
249,2018-000005277 Polymet Mining Corp-f1-02745589_1-1-1,2018-03-26,FS,7098.8764,6330.80898,605.3006863151853,6936.109666315185,5725.508293684815,7541.410352630371,5120.207607369629
250,2018-000005208 Telson Mining Corporation-f1-02753739_1-1-1,2018-03-30,,6274.2,6322.31398,603.6064419780733,6925.920421978073,5718.707538021927,7529.526863956146,5115.101096043853
251,2018-000007860 Torex Gold Resources Inc-f1-02819812_1-1-1,2018-03-31,PEA,6613.86,6308.535105,590.0140917899469,6898.549196789947,5718.521013210053,7488.563288579893,5128.506921420107
252,2018-000034410 East Africa Metals Inc-f1-02785045_1-1-1,2018-04-30,,7054.784,6319.558204999999,599.9006816165377,6919.458886616537,5719.657523383462,7519.359568233074,5119.7568417669245
253,2018-000034410 East Africa Metals Inc-f1-02785058_3-1-1,2018-04-30,PEA,6613.86,6319.558204999999,599.9006816165377,6919.458886616537,5719.657523383462,7519.359568233074,5119.7568417669245
254,2018-000031889 Callinex Mines Inc-f1-02792445_2-1-1,2018-05-14,PEA,5089.166329861651,6308.99861324654,617.9345038792362,6926.933117125776,5691.064109367304,7544.867621005013,5073.129605488068
255,2018-000023055 Rockhaven Resources Ltd-f1-02802389_1-1-1,2018-06-05,PEA,2425.082,6231.836913246541,863.8406465449206,7095.677559791462,5367.996266701621,7959.518206336383,4504.1556201567
256,2018-000019503 Panoro Minerals Ltd-f1-02789096_1-1-1,2018-06-11,PEA,7054.784,6288.206513246541,841.2839627250613,7129.490475971603,5446.92255052148,7970.774438696664,4605.6385877964185
257,2018-000025132 Coro Mining Corp-f1-02792182_2-1-1,2018-06-13,FS,6613.86,6301.985388246541,842.0091128184694,7143.994501065011,5459.976275428072,7986.00361388348,4617.967162609602
258,2018-000024140 Highland Copper Company Inc-f1-02801230_1-1-1,2018-06-14,,6834.322,6330.718438246541,840.0226228503641,7170.7410610969055,5490.695815396177,8010.763683947269,4650.673192545813
259,2018-000003467 Aurcana Corporation-f1-02825402_2-1-1,2018-06-15,,0.0,6165.371938246541,1305.0604708161543,7470.432409062695,4860.311467430386,8775.49287987885,3555.250996614232
260,2018-000004884 Nevsun Resources Ltd-f1-02803204_2-1-1,2018-06-19,,6944.553,6201.197013246541,1306.3202676681308,7507.517280914672,4894.876745578411,8813.837548582804,3588.5564779102797
261,2018-000001604 Lumina Gold Corp-f1-02789909_2-10-1,2018-06-27,PEA,7165.014999999999,6234.26631324654,1313.722319828086,7547.988633074627,4920.543993418454,8861.710952902713,3606.8216735903684
262,2018-000009698 Minera Alamos Inc-f1-02858872_2-1-1,2018-07-13,PEA,5725.0,6225.823688246541,1315.936390675849,7541.76007892239,4909.887297570692,8857.696469598239,3593.950906894843
263,2018-000008846 Great Panther Silver Limited-f1-02795635_3-1-1,2018-07-13,,6613.86,6253.381438246541,1312.1313927524186,7565.5128309989595,4941.250045494122,8877.644223751378,3629.1186527417035
264,2018-000013198 Nevada Copper Corp-f1-02830221_1-1-1,2018-08-17,FS,7054.784,6264.404538246541,1317.0801409057724,7581.484679152313,4947.324397340769,8898.564820058085,3630.2442564349963
265,2018-000005627 Azarga Metals Corp-f1-02830929_2-1-1,2018-08-30,PEA,7165.014999999999,6291.962288246542,1324.2641219420482,7616.22641018859,4967.6981663044935,8940.490532130638,3643.4340443624455
266,2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018-08-30,FS,6613.86,6327.787363246541,1312.7683496822146,7640.555712928755,5015.019013564326,8953.32406261097,3702.2506638821114
267,2018-000025279 Copper Mountain Mining Corporation-f1-02843445_2-1-1,2018-10-01,FS,6790.2296,6334.952378246541,1314.5336298931918,7649.486008139733,5020.41874835335,8964.019638032925,3705.8851184601576
268,2018-000010633 Sprott Resource Holdings Inc. ( Adriana Resources Inc. )-f1-02856944_2-1-1,2018-10-04,FS,6062.705,6323.929278246541,1314.931551144132,7638.860829390673,5008.997727102409,8953.792380534805,3694.0661759582767
269,"2018-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-02832441_1-1-1",2018-10-15,,6591.8138,6323.374623246541,1314.8107319313083,7638.1853551778495,5008.5638913152325,8952.996087109157,3693.7531593839244
270,2018-000002899 NGEx Resources Inc-f1-02858390_2-1-1,2018-11-20,PFS,6613.86,6337.153498246541,1314.8969149128066,7652.050413159348,5022.256583333734,8966.947328072154,3707.359668420928
271,2020-000008938 THEMAC Resources Group Limited-f1-03043389_1-1-1,2018-12-11,FS,7165.014999999999,6350.932373246541,1320.7456699130005,7671.678043159542,5030.18670333354,8992.423713072541,3709.44103342054
272,2019-000008895 Katanga Mining Limited-f1-02983049_1-1-1,2018-12-31,OTHER,6500.0,6362.415903246541,1319.9754510907212,7682.391354337263,5042.44045215582,9002.366805427984,3722.465001065099
273,2019-000039553 Filo Mining Corp-f1-02877026_1-1-1,2019-01-13,PFS,6613.86,6384.462103246541,1316.5363076297735,7700.998410876315,5067.925795616768,9017.53471850609,3751.389487986994
274,2019-000032588 Toachi Mining Inc-f1-02930919_1-1-1,2019-03-30,,5908.3816,6381.1551732465405,1317.5877397515205,7698.742912998061,5063.56743349502,9016.33065274958,3745.9796937434994
275,2019-000012585 Americas Silver Corporation-f1-02918824_1-1-1,2019-04-03,,6613.86,6381.155173246541,1317.5877397515205,7698.742912998062,5063.567433495021,9016.330652749582,3745.9796937435003
276,2020-000024599 Sama Resources Inc-f1-_1-Ressources Sama Inc__-03067250 -1-,2019-05-22,PEA,966.0,6262.004873246541,1569.256786010498,7831.261659257039,4692.748087236043,9400.518445267537,3123.491301225545
277,2019-000025085 Sandspring Resources Ltd-f1-02941780_1-1-1,2019-06-11,PEA,6613.86,6262.004873246541,1569.256786010498,7831.261659257039,4692.748087236043,9400.518445267537,3123.491301225545
278,2019-000024140 Highland Copper Company Inc-f1-02983645_1-1-1,2019-09-22,,6613.86,6256.493323246541,1567.5814100355376,7824.074733282078,4688.911913211004,9391.656143317616,3121.3305031754658
279,2019-000015722 Platinum Group Metals Ltd-f1-02973302_1-1-1,2019-10-04,,6327.2594,6249.3283082465405,1566.5607520513377,7815.889060297878,4682.767556195203,9382.449812349216,3116.206804143865
280,2019-000005643 American CuMo Mining Corporation-f1-02992459_1-1-1,2019-11-01,PEA,6613.86,6221.7705582465405,1549.7003236115042,7771.470881858045,4672.070234635036,9321.171205469549,3122.369911023532
281,2020-000026264 Ascendant Resources Inc-f1-03022181_1-1-1,2019-12-19,,5952.474,6208.082408246541,1549.597855384443,7757.680263630984,4658.484552862097,9307.278119015427,3108.8866974776547
282,"2020-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-03026212_1-1-1",2019-12-31,,6503.629,6202.019703246541,1547.9122548208825,7749.931958067424,4654.107448425659,9297.844212888307,3106.1951936047763
283,2020-000003212 Taseko Mines Limited-f1-03007907_1-2-1,2019-12-31,PFS,6834.322,6190.996603246541,1541.6307778840364,7732.627381130577,4649.365825362504,9274.258159014615,3107.735047478468
284,2020-000047809 Jervois Mining Limited-f1-03135491_1-1-1,2020-01-20,,6613.86,6190.996603246541,1541.6307778840364,7732.627381130577,4649.365825362504,9274.258159014615,3107.735047478468
285,2020-000025546 Argonaut Gold Inc-f1-03014070_1-1-1,2020-01-31,PFS,6000.0,6175.650103246541,1540.368241064305,7716.018344310846,4635.281862182236,9256.386585375152,3094.913621117931
286,2020-000048037 Tethyan Resource Corp-f1-03084677_1-1-1,2020-04-30,PEA,6500.0,6164.536278246541,1536.2766253288898,7700.812903575431,4628.259652917651,9237.08952890432,3091.983027588761
287,"2020-000025132 Marimaca Copper Corp. (, Coro Mining Corp.)-f1-03114720_1-1-1",2020-08-04,PEA,6944.553,6172.803603246541,1539.642726160374,7712.446329406915,4633.160877086167,9252.089055567289,3093.5181509257927
288,2020-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-03119913_1-1-1,2020-08-20,FS,6613.86,6172.803603246541,1539.642726160374,7712.446329406915,4633.160877086167,9252.089055567289,3093.5181509257927
289,2020-000005620 Troilus Gold Corp-f1-03122905_2-1-1,2020-08-31,PEA,6613.86,6160.678193246541,1534.062213678801,7694.7404069253425,4626.6159795677395,9228.802620604143,3092.553765888939
290,2020-000002899 Josemaria Resources Inc-f1-03131257_1-1-1,2020-09-28,FS,6613.86,6169.169693246541,1535.6459466790564,7704.815639925598,4633.5237465674845,9240.461586604653,3097.8777998884284
291,2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2020-10-15,,7300.0,6186.323193246541,1544.546971003293,7730.8701642498345,4641.776222243248,9275.417135253127,3097.2292512399554
292,"2020-000011551 Sandfire Resources America Inc. (, Tintina Resources Inc.)-f1-03149838_1-1-1",2020-10-19,,7054.784,6186.3231932465405,1544.546971003293,7730.870164249834,4641.7762222432475,9275.417135253127,3097.2292512399545
293,2020-000006237 First Quantum Minerals Ltd-f1-03144495_3-1-1,2020-10-30,OTHER,6613.86,6186.323193246541,1544.546971003293,7730.8701642498345,4641.776222243248,9275.417135253127,3097.2292512399554
294,2022-000005697 Aris Gold Corporation ( Caldas Gold Corp.)-f1-03352739_1-1-1,2021-01-01,,6613.86,6224.440535,1535.5639217075486,7760.004456707548,4688.876613292451,9295.568378415097,3153.3126915849025
295,2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021-01-12,,6944.553,6337.42731,1409.9745586004403,7747.40186860044,4927.45275139956,9157.376427200881,3517.4781927991194
296,2021-000029249 GoGold Resources Inc-f1-03176062_1-1-1,2021-01-20,PEA,6613.86,6326.40421,1405.940291636118,7732.3445016361175,4920.463918363882,9138.284793272236,3514.5236267277637
297,2021-000030536 Braveheart Resources Inc-f1-03176084_1-1-1,2021-01-21,PEA,7672.0776,6352.859649999999,1421.3596458511852,7774.219295851184,4931.500004148815,9195.57894170237,3510.140358297629
298,2021-000025297 SANDSTORM GOLD LTD-f1-03318282_1-1-1,2021-02-28,,7032.7378,6357.8200449999995,1423.427702584835,7781.2477475848345,4934.392342415164,9204.67545016967,3510.9646398303294
299,2021-000050209 1246778 B.C. LTD-f1-03239369_1-1-1,2021-03-31,PEA,6834.322,6528.678095,982.6336930435856,7511.311788043586,5546.044401956415,8493.945481087172,4563.410708912829
300,2021-000018939 Euro Sun Mining Inc-f1-03198456_1-2-1,2021-04-14,FS,6613.86,6520.4107699999995,980.4337094616301,7500.84447946163,5539.977060538369,8481.27818892326,4559.54335107674
301,2021-000048095 Arizona Sonoran Copper Company Inc-f1-03285858_1-1-1,2021-08-31,PEA,7385.477,6525.92232,984.7604155966243,7510.682735596624,5541.161904403375,8495.443151193249,4556.401488806751
302,2021-000043429 Ero Copper Corp-f1-03301311_3-1-1,2021-08-31,FS,7495.708,6570.19002,987.6285051192938,7557.818525119294,5582.561514880706,8545.447030238587,4594.933009761413
303,2021-000003151 Northern Dynasty Minerals Ltd-f1-03277351_2-2-1,2021-09-09,PEA,7716.17,6597.747769999999,1004.1194428497621,7601.867212849761,5593.628327150237,8605.986655699524,4589.508884300475
304,2021-000020511 COPPER FOX METALS INC-f1-03296960_3-1-1,2021-09-10,PEA,7165.014999999999,6600.503545,1005.5561618113347,7606.059706811335,5594.947383188664,8611.61586862267,4589.39122137733
305,2021-000026107 Mexican Gold Mining Corp-f1-03280410_1-1-1,2021-09-18,,7165.014999999999,6600.503545,1005.5561618113347,7606.059706811335,5594.947383188664,8611.61586862267,4589.39122137733
306,2021-000003851 Salazar Resources Limited-f1-03291760_1-2-1,2021-10-26,FS,7716.17,6628.0612949999995,1020.9189004209553,7648.980195420955,5607.142394579044,8669.89909584191,4586.223494158089
307,2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021-11-08,FS,7716.17,6651.209805,1035.0893495729401,7686.29915457294,5616.120455427061,8721.388504145882,4581.03110585412
308,"2022-000005465 Clean Air Metals Inc. (, Regency Gold Corp.)-f1-03325993_1-1-1",2021-12-01,,5322.09046875,6632.69444171875,1052.3660285008332,7685.060470219583,5580.328413217916,8737.426498720415,4527.962384717083
309,2022-000003093 Orvana Minerals Corp-f1-03337903_1-1-1,2021-12-29,PEA,7165.014999999999,6647.02447171875,1055.692457393111,7702.716929111861,5591.332014325639,8758.409386504973,4535.639556932528
310,"2022-000023797 Sedibelo Platinum Mines Limited (, Platmin Limited)-f1-03392820_1-1-1",2021-12-31,,7160.0,6660.67797171875,1058.7796955810406,7719.457667299791,5601.898276137709,8778.237362880831,4543.118580556669
311,"2022-000023797 Sedibelo Platinum Mines Limited (, Platmin Limited)-f1-03392820_1-1-3",2021-12-31,PFS,8057.0,6682.97759671875,1078.876810828254,7761.854407547004,5604.100785890496,8840.731218375258,4525.223975062241
312,"2022-000023797 Sedibelo Platinum Mines Limited (, Platmin Limited)-f1-03392820_1-1-2",2021-12-31,,8057.0,6721.90259671875,1099.9869729251066,7821.889569643857,5621.915623793643,8921.876542568963,4521.928650868536
313,2022-000030617 K92 Mining Inc-f1-03449414_3-1-1,2022-01-01,,8818.48,6777.01809671875,1148.59264113184,7925.610737850589,5628.42545558691,9074.20337898243,4479.83281445507
314,2022-000030266 Cordoba Minerals Corp-f1-03325638_1-1-1,2022-01-11,PFS,7936.632,6827.72435671875,1154.0193661925446,7981.743722911295,5673.704990526205,9135.763089103839,4519.685624333661
315,2022-000031036 GoldMining Inc. ( Brazil Resources Inc.)-f1-03343368_1-1-1,2022-01-12,PEA,7473.6618,6849.21940171875,1157.9345331957836,8007.153934914534,5691.2848685229665,9165.088468110318,4533.350335327183
316,2022-000031900 Magna Mining Inc-f1-03352191_1-1-1,2022-01-31,FS,8708.249,7042.775626718749,709.5835357230877,7752.359162441837,6333.192090995661,8461.942698164925,5623.6085552725735
317,2022-000031522 Rockcliff Metals Corporation-f1-03340402_1-1-1,2022-02-01,,8289.3712,7084.66340671875,732.692460697399,7817.355867416149,6351.970946021351,8550.048328113548,5619.278485323952
318,2022-000024614 World Copper Ltd. ( Allante Resources Ltd.)-f1-03353414_1-1-1,2022-02-15,PEA,7936.632,7117.732706718751,740.7055356058637,7858.438242324614,6377.027171112887,8599.143777930478,5636.3216355070235
319,2022-000008072 Spruce Ridge Resources Ltd-f1-03366701_1-1-1,2022-03-09,PEA,8818.48,7180.013221718749,776.4099124459964,7956.4231341647455,6403.603309272753,8732.833046610742,5627.193396826757
320,2022-000013027 Cornerstone Capital Resources Inc-f1-03395605_1-1-1,2022-03-31,PFS,7936.632,7213.082521718749,779.8402383183641,7992.922760037113,6433.2422834003855,8772.762998355478,5653.402045082021
321,2023-000003353 Excellon Resources Inc-f1-03481561_1-1-1,2022-03-31,,8708.249,7281.97689671875,787.3098085544807,8069.286705273231,6494.667088164269,8856.596513827712,5707.357279609789
322,2022-000007860 Torex Gold Resources Inc-f1-03362904_1-1-1,2022-04-01,FS,7716.17,7312.290421718749,779.8808992221609,8092.17132094091,6532.409522496588,8872.05222016307,5752.528623274427
323,2022-000044770 Xanadu Mines Ltd-f1-03401997_2-1-1,2022-04-04,PEA,8818.48,7361.89437171875,811.1733448629499,8173.067716581701,6550.7210268558,8984.24106144465,5739.547681992851
324,2022-000001691 Hudbay Minerals Inc. ( HudBay Minerals Inc.)-f1-03409501_1-1-1,2022-05-01,PEA,7716.17,7389.45212171875,803.7996981859411,8193.251819904692,6585.652423532809,8997.051518090633,5781.852725346868
325,2022-000045813 Dore Copper Mining Corp-f1-03399661_1-1-1,2022-05-09,,8267.324999999999,7446.135246718751,782.9796598666518,8229.114906585402,6663.155586852099,9012.094566452055,5880.175926985447
326,2022-000032247 Tartisan Nickel Corp-f1-03427839_1-1-1,2022-07-06,,8818.48,7504.09724671875,796.8367468139095,8300.93399353266,6707.260499904841,9097.770740346568,5910.423753090931
327,2022-000007638 Southern Silver Exploration Corp-f1-03445449_1-1-1,2022-10-13,,8333.4636,7538.82001171875,802.0731984211399,8340.89321013989,6736.74681329761,9142.96640856103,5934.67361487647
328,2023-000030584 Atalaya Mining plc-f1-03508573_1-1-1,2022-10-31,PEA,7716.17,7566.37776171875,788.2967686168229,8354.674530335573,6778.080993101927,9142.971298952396,5989.784224485104
329,2023-000029200 Silver X Mining Corp-f1-03516759_1-1-1,2022-10-31,,9127.15,7629.210011718749,810.2842845356807,8439.49429625443,6818.925727183068,9249.778580790111,6008.6414426473875
330,2024-000004321 Energy Fuels Inc-f1-06100326_1-1-1,2022-12-31,,8818.48,7684.325511718749,814.4178819943395,8498.743393713088,6869.90762972441,9313.161275707429,6055.48974773007
331,2023-000005955 NorthWest Copper Corp. ( _Serengeti Resources Inc._)-f1-03493519_1-1-1,2023-01-04,PEA,8002.770599999999,7701.894776718749,813.4941568567144,8515.388933575463,6888.400619862035,9328.883090432179,6074.90646300532
332,2023-000033050 Trilogy Metals Inc-f1-03491294_1-1-1,2023-01-20,FS,8046.862999999999,7726.6967517187495,808.3662248481205,8535.062976566871,6918.330526870629,9343.42920141499,6109.9643020225085
333,2023-000020073 CERRO DE PASCO RESOURCES INC. ( Genius Properties Ltd.)-f1-03518451_1-1-1,2023-01-31,PEA,9002.0,7786.40025171875,812.2490872238579,8598.649338942609,6974.151164494892,9410.898426166466,6161.902077271034
