date,gold_price,gold_price_3y,gold_price_5y,gold_price_price_floor,silver_price,silver_price_3y,silver_price_5y,silver_price_price_floor,zinc_price,zinc_price_3y,zinc_price_5y,zinc_price_price_floor,copper_price,copper_price_3y,copper_price_5y,copper_price_price_floor,lead_price,lead_price_3y,lead_price_5y,lead_price_price_floor,cad_usd
2012-04-01,1662.5,1348.7708333333333,1142.9975000000002,1142.9975000000002,31.2,25.91777777777778,21.197333333333333,21.197333333333333,2002.68421052632,2092.358233583749,2132.3696860084992,2002.68421052632,8285.52631578947,7688.190201507006,7251.443876606591,7251.443876606591,2073.64473684211,2185.6145769821364,2205.063940321682,2073.64473684211,0.9928
2012-05-01,1567.5,1365.3125,1158.1791666666666,1158.1791666666666,28.1,26.267222222222223,21.444833333333335,21.444833333333335,1928.01136363636,2104.45525976663,2100.377811910375,1928.01136363636,7896.90909090909,7780.008217190155,7255.09315510587,7255.09315510587,1999.25,2200.9636266897387,2203.284773655015,1999.25,1.0097
2012-06-01,1569.5,1382.7708333333333,1173.5291666666667,1173.5291666666667,27.08,26.63222222222222,21.687166666666666,21.687166666666666,1855.93421052632,2112.765300968119,2070.832469387401,1855.93421052632,7428.28947368421,7847.03204095411,7253.660678079972,7253.660678079972,1850.95789473684,2206.07041164455,2193.5233576149144,1850.95789473684,1.028
2012-07-01,1622.75,1401.8333333333333,1189.4625,1189.4625,28.2,27.036944444444444,21.941666666666666,21.941666666666666,1847.75,2120.1789483111143,2042.52337847831,1847.75,7584.26136363636,7912.472272069612,7247.049503837548,7247.049503837548,1881.47727272727,2211.8342730850413,2173.6741151906717,1881.47727272727,1.0142
2012-08-01,1657.75,1421.4722222222222,1205.9583333333333,1205.9583333333333,30.52,27.480833333333337,22.251166666666666,22.251166666666666,1816.31818181818,2120.1318839171745,2018.7258405995224,1816.31818181818,7510.43181818182,7949.515517019107,7247.219958383002,7247.219958383002,1897.77272727273,2211.965807175951,2153.383774281581,1897.77272727273,0.9924
2012-09-01,1781.0,1443.1319444444443,1223.3458333333333,1223.3458333333333,34.65,27.98638888888889,22.601166666666668,22.601166666666668,2009.85,2123.762502604043,2004.0966739328555,2004.0966739328555,8087.7425,8002.070864241329,7254.1598333830025,7254.1598333830025,2177.675,2211.1935218224153,2135.8779409482477,2135.8779409482477,0.9783
2012-10-01,1718.0,1461.8402777777778,1238.9291666666666,1238.9291666666666,32.28,28.422777777777775,22.9005,22.9005,1903.95869565217,2119.1267845539774,1986.1628333531453,1903.95869565217,8062.03260869565,8050.849863472773,7254.850594252567,7254.850594252567,2141.96739130435,2208.812249863698,2109.5339192091174,2109.5339192091174,0.9872
2012-11-01,1728.25,1477.2916666666667,1254.4875,1254.4875,34.28,28.87111111111111,23.234666666666666,23.234666666666666,1912.39772727273,2111.233732004675,1975.4594242622366,1912.39772727273,7711.22727272727,8079.427274487684,7267.413851828325,7267.413851828325,2181.96590909091,2205.437956333155,2090.5681995121477,2090.5681995121477,0.997
2012-12-01,1664.0,1492.8472222222222,1268.2791666666667,1268.2791666666667,29.95,29.231111111111108,23.487833333333334,23.487833333333334,2040.42894736842,2101.966811230517,1969.8232863480066,1969.8232863480066,7966.48684210526,8106.913681477381,7289.67636401156,7289.67636401156,2279.80263157895,2204.1473945119346,2084.9635211495747,2084.9635211495747,0.9898
2013-01-01,1674.5,1509.2847222222222,1280.7916666666667,1280.7916666666667,32.03,29.668333333333333,23.742666666666665,23.742666666666665,2031.40909090909,2091.320883200214,1964.2732863480064,1964.2732863480064,8053.73863636364,8125.9793380430365,7305.9235231024695,7305.9235231024695,2334.46590909091,2203.65616976446,2080.1748847859385,2080.1748847859385,0.9921
2013-02-01,1591.0,1522.576388888889,1291.1583333333333,1291.1583333333333,28.95,30.024722222222223,23.89816666666667,23.89816666666667,2128.6875,2090.4844248668805,1958.7768081734034,1958.7768081734034,8060.925,8159.125171376371,7307.919892150088,7307.919892150088,2365.7875,2210.3231836533487,2068.1112240716525,2068.1112240716525,1.0098
2013-03-01,1602.5,1536.2708333333333,1302.2458333333334,1302.2458333333334,28.64,30.334166666666672,24.075666666666667,24.075666666666667,1929.15,2080.8146181035954,1949.0762379979647,1929.15,7652.375,8164.276288526129,7294.88754565886,7294.88754565886,2173.35,2210.61968123789,2054.118153896214,2054.118153896214,1.0244
2013-04-01,1472.75,1544.5347222222222,1312.3291666666667,1312.3291666666667,24.42,30.495277777777776,24.208166666666667,24.208166666666667,1855.6,2066.595173659151,1942.027715270692,1855.6,7221.1619047619,8150.146410880627,7270.003880435195,7221.1619047619,2024.36904761905,2203.736877005086,2040.6097213565315,2024.36904761905,1.0187
2013-05-01,1410.25,1549.986111111111,1321.175,1321.175,22.57,30.6075,24.3035,22.57,1831.0119047619,2062.7402411890866,1936.2391636833902,1831.0119047619,7248.71428571429,8161.411866185556,7251.547035197101,7248.71428571429,2031.89285714286,2208.0453043233815,2037.539810642246,2031.89285714286,1.0196
2013-06-01,1203.25,1548.951388888889,1325.6833333333334,1203.25,18.86,30.610833333333332,24.323666666666668,18.86,1839.0125,2065.3097171991885,1935.1198085246604,1839.0125,7000.2375,8175.26568563,7230.017660197101,7000.2375,2099.6875,2218.9453990203515,2041.526070562881,2041.526070562881,1.0314
2013-07-01,1331.5,1553.4930555555557,1332.675,1331.5,19.94,30.674166666666665,24.364666666666665,19.94,1837.61956521739,2065.04839199058,1934.8060404087182,1837.61956521739,6906.64130434783,8179.601050144713,7205.011319617391,6906.64130434783,2047.72826086957,2224.6054643475363,2042.9874836063593,2042.9874836063593,1.0402
2013-08-01,1392.75,1557.9166666666667,1341.9458333333334,1341.9458333333334,23.64,30.806666666666665,24.529333333333334,23.64,1896.39285714286,2060.851632731321,1937.5017546944325,1896.39285714286,7186.25,8176.367253848416,7197.552152950724,7186.25,2173.08333333333,2227.1134008554727,2047.491372495248,2047.491372495248,1.0407
