,report_id,effective_date,report_type,cad_rate,reported_CAD_RATE_rolling_40_mean,reported_CAD_RATE_rolling_40_std,reported_CAD_RATE_upper_1STD,reported_CAD_RATE_lower_1STD,reported_CAD_RATE_upper_2STD,reported_CAD_RATE_lower_2STD
209,2014-000024639 Carlisle Goldfields Limited-f1-02156870_1-1-1,2013-12-02,PEA,1.0204,1.0301125,0.03764137921871589,1.0677538792187158,0.9924711207812841,1.1053952584374318,0.9548297415625682
210,2013-000030431 Northern Graphite Corporation-f1-02144783_1-1-1,2013-12-06,PEA,1.05,1.03077,0.037756019727204056,1.068526019727204,0.9930139802727959,1.1062820394544082,0.9552579605455919
211,2013-000016057 Tamerlane Ventures Inc-f1-02146900_2-1-1,2013-12-13,OTHER,1.0,1.03077,0.037756019727204056,1.068526019727204,0.9930139802727959,1.1062820394544082,0.9552579605455919
212,2014-000026380 Confederation Minerals Ltd-f1-02290902_1-1-1,2013-12-17,PEA,1.01,1.029705,0.03772526834622743,1.0674302683462276,0.9919797316537726,1.105155536692455,0.9542544633075453
213,2014-000025546 Argonaut Gold Inc-f1-02160128_1-1-1,2013-12-17,PFS,1.05,1.03078,0.0376743073711705,1.0684543073711705,0.9931056926288295,1.106128614742341,0.955431385257659
214,2014-000004818 New Gold Inc-f1-02156614_1-1-1,2014-01-14,FS,1.0526,1.0315949999999998,0.037787570538200546,1.0693825705382003,0.9938074294617992,1.107170141076401,0.9560198589235988
215,2014-000004818 New Gold Inc-f1-02164189_2-1-1,2014-01-16,FS,1.05,1.0321950000000002,0.037886862278807505,1.0700818622788077,0.9943081377211926,1.1079687245576153,0.9564212754423852
216,2014-000010711 DNI Metals Inc-f1-02155474_1-1-1,2014-01-17,PEA,1.05,1.0328825,0.03795587105357866,1.0708383710535785,0.9949266289464213,1.1087942421071573,0.9569707578928426
217,2014-000024639 Carlisle Goldfields Limited-f1-02197097_2-1-1,2014-02-27,PEA,1.1111,1.031925,0.03533366775361809,1.067258667753618,0.9965913322463819,1.1025923355072362,0.9612576644927638
218,2014-000004261 Integra Gold Corp-f1-02199292_1-1-1,2014-02-28,,1.05,1.0326650000000002,0.03539601274082592,1.068061012740826,0.9972689872591742,1.103457025481652,0.9618729745183483
219,2014-000004686 Clifton Star Resources Inc-f1-02213823_1-1-1,2014-03-26,PFS,1.0526,1.0337825,0.03529958877874797,1.069082088778748,0.9984829112212521,1.104381677557496,0.9631833224425042
220,2014-000019932 New Millennium Iron Corp-f1-02207608_1-1-1,2014-03-27,FS,1.0,1.0337825,0.03529958877874797,1.069082088778748,0.9984829112212521,1.104381677557496,0.9631833224425042
221,2014-000002470 Fortune Minerals Limited-f1-02205231_1-1-1,2014-04-02,FS,1.1364,1.0371925000000002,0.03840417570445237,1.0755966757044526,0.9987883242955478,1.114000851408905,0.9603841485910954
222,2014-000003447 Orex Exploration Inc-f1-02197031_1-1-1,2014-04-22,,1.1111,1.0386549999999999,0.04008315683099883,1.0787381568309986,0.998571843169001,1.1188213136619976,0.9584886863380022
223,2014-000009674 Mustang Minerals Corp-f1-02213716_1-1-1,2014-04-30,PEA,1.111,1.04143,0.04116610629744196,1.082596106297442,1.000263893702558,1.123762212594884,0.9590977874051162
224,2014-000019932 New Millennium Iron Corp-f1-02207618_2-1-1,2014-05-01,FS,1.1111,1.0442075000000002,0.042037885156862,1.086245385156862,1.0021696148431383,1.1282832703137242,0.9601317296862761
225,2014-000004087 Gold Bullion Development Corp-f1-02225064_1-1-1,2014-05-06,PFS,1.1111,1.0467325,0.042959858350408414,1.0896923583504086,1.0037726416495916,1.1326522167008168,0.9608127832991833
226,2014-000027813 Nemaska Lithium Inc-f1-02228857_1-1-1,2014-05-13,FS,1.1111,1.0494,0.043572203560032344,1.0929722035600324,1.0058277964399678,1.1365444071200648,0.9622555928799355
227,2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014-05-13,,1.0526,1.0493999999999999,0.043572203560032344,1.0929722035600322,1.0058277964399676,1.1365444071200645,0.9622555928799352
228,2014-000028675 Discovery Ventures Inc-f1-02215154_1-1-1,2014-05-26,,1.1,1.05015,0.04418969597959689,1.0943396959795968,1.005960304020403,1.1385293919591937,0.9617706080408062
229,2014-000031007 Lexam VG Gold Inc-f1-02221767_1-1-1,2014-06-05,PEA,1.1111,1.0516125,0.04522870195759767,1.0968412019575977,1.0063837980424024,1.1420699039151954,0.9611550960848048
230,2014-000030613 Pretium Resources Inc-f1-02230004_2-1-1,2014-06-19,,1.087,1.0537874999999999,0.04477264038364325,1.0985601403836431,1.0090148596163566,1.1433327807672864,0.9642422192327134
231,2014-000011411 Focus Graphite Inc-f1-02242397_1-1-1,2014-06-25,FS,1.0989,1.0561775,0.04455956824066896,1.100737068240669,1.011617931759331,1.145296636481338,0.967058363518662
232,2014-000034782 Minco Plc-f1-02235323_1-1-1,2014-07-10,PEA,1.1053,1.0588099999999998,0.04426509767067989,1.1030750976706798,1.0145449023293198,1.1473401953413596,0.97027980465864
233,2014-000027138 Golden Predator Mining Corp. ( Northern Tiger Resources Inc.)-f1-02281138_1-1-1,2014-07-22,PEA,1.09,1.06106,0.04347951359622204,1.104539513596222,1.0175804864037779,1.148019027192444,0.9741009728075558
234,2014-000014472 ATAC Resources Ltd-f1-02257788_1-1-1,2014-07-23,PEA,1.087,1.063235,0.04251201670236917,1.105747016702369,1.0207229832976308,1.1482590334047382,0.9782109665952616
