date,gold_price,gold_price_3y,gold_price_5y,gold_price_quarterly,gold_price_price_floor,gold_price_floor_spot_3y,gold_price_floor_spot_5y
2013-02-01,1591.0,1522.576388888889,1291.1583333333333,1643.1666666666667,1291.1583333333333,1522.576388888889,1291.1583333333333
2013-03-01,1602.5,1536.2708333333333,1302.2458333333334,1622.6666666666667,1302.2458333333334,1536.2708333333333,1302.2458333333334
2013-04-01,1472.75,1544.5347222222222,1312.3291666666667,1555.4166666666667,1312.3291666666667,1472.75,1312.3291666666667
2013-05-01,1410.25,1549.986111111111,1321.175,1495.1666666666667,1321.175,1410.25,1321.175
2013-06-01,1203.25,1548.951388888889,1325.6833333333334,1362.0833333333333,1203.25,1203.25,1203.25
2013-07-01,1331.5,1553.4930555555557,1332.675,1315.0,1331.5,1331.5,1331.5
2013-08-01,1392.75,1557.9166666666667,1341.9458333333334,1309.1666666666667,1341.9458333333334,1392.75,1341.9458333333334
2013-09-01,1335.75,1558.6041666666667,1349.2583333333334,1353.3333333333333,1335.75,1335.75,1335.75
2013-10-01,1333.75,1558.5208333333333,1359.3458333333333,1354.0833333333333,1333.75,1333.75,1333.75
2013-11-01,1245.25,1554.9166666666667,1366.5416666666667,1304.9166666666667,1245.25,1245.25,1245.25
2013-12-01,1201.5,1549.1180555555557,1372.15,1260.1666666666667,1201.5,1201.5,1201.5
2014-01-01,1246.5,1546.701388888889,1377.6166666666666,1231.0833333333333,1246.5,1246.5,1246.5
2014-02-01,1327.75,1544.423611111111,1384.0166666666667,1258.5833333333333,1327.75,1327.75,1327.75
2014-03-01,1294.0,1540.6180555555557,1390.275,1289.4166666666667,1294.0,1294.0,1294.0
2014-04-01,1292.0,1533.9791666666667,1396.9916666666666,1304.5833333333333,1292.0,1292.0,1292.0
2014-05-01,1254.0,1526.1180555555557,1401.6916666666666,1280.0,1254.0,1254.0,1254.0
2014-06-01,1313.0,1520.701388888889,1407.8916666666667,1286.3333333333333,1313.0,1313.0,1313.0
2014-07-01,1295.0,1511.8472222222222,1413.8666666666666,1287.3333333333333,1295.0,1295.0,1295.0
2014-08-01,1285.75,1496.8402777777778,1419.45,1297.9166666666667,1285.75,1285.75,1285.75
2014-09-01,1210.0,1485.201388888889,1422.9291666666666,1263.5833333333333,1210.0,1210.0,1210.0
2014-10-01,1173.25,1470.0694444444443,1425.075,1223.0,1173.25,1173.25,1173.25
2014-11-01,1184.5,1455.638888888889,1425.2833333333333,1189.25,1184.5,1184.5,1184.5
2014-12-01,1199.25,1445.2152777777778,1426.8708333333334,1185.6666666666667,1199.25,1199.25,1199.25
2015-01-01,1263.5,1432.0347222222222,1429.8833333333334,1215.75,1263.5,1263.5,1263.5
2015-02-01,1205.0,1415.8402777777778,1431.425,1222.5833333333333,1205.0,1205.0,1205.0
2015-03-01,1179.25,1402.4652777777778,1432.5875,1215.9166666666667,1179.25,1179.25,1179.25
2015-04-01,1204.3,1389.7375,1433.0716666666665,1196.1833333333334,1204.3,1204.3,1204.3
2015-05-01,1189.8,1379.2458333333334,1432.6683333333333,1191.1166666666666,1189.8,1189.8,1189.8
2015-06-01,1171.8,1368.1986111111112,1431.5233333333333,1188.6333333333332,1171.8,1171.8,1171.8
2015-07-01,1095.1,1353.5416666666667,1430.3083333333334,1152.2333333333333,1095.1,1095.1,1095.1
2015-08-01,1132.5,1338.951388888889,1428.625,1133.1333333333332,1132.5,1132.5,1132.5
2015-09-01,1115.2,1320.4569444444444,1425.3616666666667,1114.2666666666667,1115.2,1115.2,1115.2
2015-10-01,1141.4,1304.4402777777777,1422.1058333333333,1129.7,1141.4,1141.4,1141.4
2015-11-01,1065.3,1286.025,1416.9441666666667,1107.3000000000002,1065.3,1065.3,1065.3
2015-12-01,1060.2,1269.2527777777777,1411.11,1088.9666666666667,1060.2,1060.2,1060.2
2016-01-01,1116.4,1253.75,1407.4916666666666,1080.6333333333334,1116.4,1116.4,1116.4
2016-02-01,1234.4,1243.8444444444444,1404.5691666666667,1137.0000000000002,1234.4,1234.4,1234.4
2016-03-01,1235.6,1233.6527777777778,1401.3125,1195.4666666666667,1233.6527777777778,1233.6527777777778,1235.6
2016-04-01,1290.5,1228.5902777777778,1397.3041666666666,1253.5,1228.5902777777778,1228.5902777777778,1290.5
2016-05-01,1217.5,1223.236111111111,1391.9791666666667,1247.8666666666666,1217.5,1217.5,1217.5
2016-06-01,1320.6,1226.4958333333334,1388.8558333333333,1276.2,1226.4958333333334,1226.4958333333334,1320.6
2016-07-01,1357.5,1227.2180555555556,1384.5849999999998,1298.5333333333333,1227.2180555555556,1227.2180555555556,1357.5
2016-08-01,1311.4,1224.9583333333333,1376.0083333333334,1329.8333333333333,1224.9583333333333,1224.9583333333333,1311.4
2016-09-01,1317.1,1224.4402777777777,1370.81,1328.6666666666667,1224.4402777777777,1224.4402777777777,1317.1
2016-10-01,1273.1,1222.7555555555555,1363.395,1300.5333333333333,1222.7555555555555,1222.7555555555555,1273.1
2016-11-01,1173.9,1220.773611111111,1354.56,1254.7,1173.9,1173.9,1173.9
2016-12-01,1151.7,1219.3902777777776,1347.513333333333,1199.5666666666666,1151.7,1151.7,1151.7
2017-01-01,1211.4,1218.4152777777776,1338.7366666666667,1179.0,1211.4,1211.4,1211.4
2017-02-01,1253.9,1216.3638888888888,1329.8349999999998,1205.6666666666667,1216.3638888888888,1216.3638888888888,1253.9
2017-03-01,1251.2,1215.175,1323.0091666666665,1238.8333333333335,1215.175,1215.175,1251.2
2017-04-01,1268.3,1214.5166666666667,1316.4391666666666,1257.8000000000002,1214.5166666666667,1214.5166666666667,1268.3
2017-05-01,1275.4,1215.111111111111,1311.5708333333334,1264.9666666666665,1215.111111111111,1215.111111111111,1275.4
2017-06-01,1242.3,1213.1472222222221,1306.1174999999998,1262.0,1213.1472222222221,1213.1472222222221,1242.3
2017-07-01,1273.4,1212.5472222222222,1300.2949999999998,1263.7,1212.5472222222222,1212.5472222222222,1273.4
2017-08-01,1322.2,1213.5597222222223,1294.7024999999999,1279.3,1213.5597222222223,1213.5597222222223,1294.7024999999999
2017-09-01,1284.8,1215.6374999999998,1286.4325,1293.4666666666667,1215.6374999999998,1215.6374999999998,1284.8
2017-10-01,1270.5,1218.3388888888887,1278.9741666666666,1292.5,1218.3388888888887,1218.3388888888887,1270.5
2017-11-01,1282.15,1221.0513888888888,1271.5391666666665,1279.15,1221.0513888888888,1221.0513888888888,1271.5391666666665
2017-12-01,1296.5,1223.7527777777777,1265.4141666666665,1283.05,1223.7527777777777,1223.7527777777777,1265.4141666666665
2018-01-01,1343.35,1225.9708333333333,1259.895,1307.3333333333333,1225.9708333333333,1225.9708333333333,1259.895
2018-02-01,1320.3,1229.173611111111,1255.3833333333334,1320.05,1229.173611111111,1229.173611111111,1255.3833333333334
2018-03-01,1323.9,1233.1916666666666,1250.74,1329.1833333333334,1233.1916666666666,1233.1916666666666,1250.74
2018-04-01,1316.25,1236.301388888889,1248.1316666666667,1320.1499999999999,1236.301388888889,1236.301388888889,1248.1316666666667
2018-05-01,1303.5,1239.4597222222224,1246.3525,1314.55,1239.4597222222224,1239.4597222222224,1246.3525
2018-06-01,1250.55,1241.6472222222221,1247.1408333333334,1290.1000000000001,1241.6472222222221,1241.6472222222221,1247.1408333333334
2018-07-01,1219.2,1245.0944444444444,1245.2691666666665,1257.75,1219.2,1219.2,1219.2
2018-08-01,1206.85,1247.1597222222222,1242.1708333333333,1225.5333333333335,1206.85,1206.85,1206.85
2018-09-01,1183.5,1249.0569444444445,1239.6333333333334,1203.1833333333334,1183.5,1183.5,1183.5
2018-10-01,1217.7,1251.1763888888888,1237.6991666666665,1202.6833333333334,1217.7,1217.7,1217.7
2018-11-01,1220.45,1255.486111111111,1237.2858333333331,1207.2166666666665,1220.45,1220.45,1220.45
2018-12-01,1281.65,1261.6374999999998,1238.6216666666667,1239.9333333333334,1238.6216666666667,1261.6374999999998,1238.6216666666667
2019-01-01,1322.5,1267.3625,1239.8883333333333,1274.8666666666668,1239.8883333333333,1267.3625,1239.8883333333333
2019-02-01,1325.45,1269.8916666666667,1239.85,1309.8666666666668,1239.85,1269.8916666666667,1239.85
2019-03-01,1291.15,1271.4347222222223,1239.8025,1313.0333333333333,1239.8025,1271.4347222222223,1239.8025
2019-04-01,1285.15,1271.2861111111113,1239.6883333333333,1300.5833333333335,1239.6883333333333,1271.2861111111113,1239.6883333333333
2019-05-01,1296.0,1273.4666666666667,1240.3883333333333,1290.7666666666667,1240.3883333333333,1273.4666666666667,1240.3883333333333
2019-06-01,1413.2,1276.038888888889,1242.0583333333334,1331.45,1242.0583333333334,1276.038888888889,1242.0583333333334
2019-07-01,1430.55,1278.0680555555555,1244.3175,1379.9166666666667,1244.3175,1278.0680555555555,1244.3175
2019-08-01,1526.55,1284.0444444444445,1248.3308333333332,1456.7666666666667,1248.3308333333332,1284.0444444444445,1248.3308333333332
2019-09-01,1487.6,1288.7805555555556,1252.9575,1481.5666666666666,1252.9575,1288.7805555555556,1252.9575
2019-10-01,1506.4,1295.2611111111112,1258.5099999999998,1506.8500000000001,1258.5099999999998,1295.2611111111112,1258.5099999999998
2019-11-01,1456.35,1303.1069444444445,1263.0408333333332,1483.4499999999998,1263.0408333333332,1303.1069444444445,1263.0408333333332
2019-12-01,1523.0,1313.4208333333333,1268.4366666666667,1495.25,1268.4366666666667,1313.4208333333333,1268.4366666666667
2020-01-01,1580.85,1323.6833333333334,1273.7258333333334,1520.0666666666666,1273.7258333333334,1323.6833333333334,1273.7258333333334
2020-02-01,1626.35,1334.0291666666667,1280.7483333333332,1576.7333333333333,1280.7483333333332,1334.0291666666667,1280.7483333333332
2020-03-01,1604.65,1343.8472222222222,1287.8383333333334,1603.95,1287.8383333333334,1343.8472222222222,1287.8383333333334
2020-04-01,1716.75,1356.3041666666666,1296.3791666666668,1649.25,1296.3791666666668,1356.3041666666666,1296.3791666666668
2020-05-01,1725.65,1368.8111111111111,1305.3100000000002,1682.3500000000001,1305.3100000000002,1368.8111111111111,1305.3100000000002
2020-06-01,1770.7,1383.488888888889,1315.2916666666667,1737.7,1315.2916666666667,1383.488888888889,1315.2916666666667
2020-07-01,1971.68,1402.8855555555556,1329.9013333333335,1822.6766666666665,1329.9013333333335,1402.8855555555556,1329.9013333333335
2020-08-01,1970.5,1420.8938888888888,1343.868,1904.2933333333333,1343.868,1420.8938888888888,1343.868
2020-09-01,1893.9,1437.8133333333333,1356.8463333333334,1945.36,1356.8463333333334,1437.8133333333333,1356.8463333333334
2020-10-01,1879.9,1454.7411111111112,1369.1546666666666,1914.7666666666667,1369.1546666666666,1454.7411111111112,1369.1546666666666
2020-11-01,1779.86,1468.566388888889,1381.0639999999999,1851.22,1381.0639999999999,1468.566388888889,1381.0639999999999
2020-12-01,1895.1,1485.1941666666667,1394.979,1851.6200000000001,1394.979,1485.1941666666667,1394.979
2021-01-01,1849.7,1499.2594444444446,1407.2006666666666,1841.5533333333333,1407.2006666666666,1499.2594444444446,1407.2006666666666
2021-02-01,1728.8,1510.6066666666666,1415.4406666666666,1824.5333333333335,1415.4406666666666,1510.6066666666666,1415.4406666666666
2021-03-01,1715.24,1521.4772222222223,1423.4346666666668,1764.58,1423.4346666666668,1521.4772222222223,1423.4346666666668
2021-04-01,1767.7,1534.0175,1431.388,1737.2466666666667,1431.388,1534.0175,1431.388
2021-05-01,1904.74,1550.718611111111,1442.8419999999999,1795.8933333333334,1442.8419999999999,1550.718611111111,1442.8419999999999
2021-06-01,1771.6,1565.1922222222224,1450.3586666666667,1814.68,1450.3586666666667,1565.1922222222224,1450.3586666666667
2021-07-01,1814.12,1581.7177777777777,1457.969,1830.1533333333334,1457.969,1581.7177777777777,1457.969
2021-08-01,1815.8,1598.6330555555555,1466.3756666666666,1800.506666666667,1466.3756666666666,1598.6330555555555,1466.3756666666666
2021-09-01,1756.66,1614.5541666666666,1473.7016666666668,1795.5266666666666,1473.7016666666668,1614.5541666666666,1473.7016666666668
2021-10-01,1783.9,1630.2819444444444,1482.215,1785.4533333333331,1482.215,1630.2819444444444,1482.215
2021-11-01,1775.92,1645.7116666666666,1492.2486666666666,1772.16,1492.2486666666666,1645.7116666666666,1492.2486666666666
2021-12-01,1828.6,1660.9047222222225,1503.5303333333334,1796.14,1503.5303333333334,1660.9047222222225,1503.5303333333334
2022-01-01,1796.12,1674.0608333333334,1513.2756666666667,1800.2133333333331,1513.2756666666667,1674.0608333333334,1513.2756666666667
2022-02-01,1900.7,1690.04,1524.0556666666669,1841.8066666666666,1524.0556666666669,1690.04,1524.0556666666669
2022-03-01,1953.04,1708.4258333333332,1535.7530000000002,1883.2866666666669,1535.7530000000002,1708.4258333333332,1535.7530000000002
2022-04-01,1911.7,1725.83,1546.4763333333333,1921.8133333333335,1546.4763333333333,1725.83,1546.4763333333333
2022-05-01,1847.26,1741.142777777778,1556.0073333333335,1904.0,1556.0073333333335,1741.142777777778,1556.0073333333335
2022-06-01,1817.4548,1752.3720777777778,1565.5932466666668,1858.8049333333336,1565.5932466666668,1752.3720777777778,1565.5932466666668
2022-07-01,1766.4309,1761.702102777778,1573.8104283333334,1810.3819,1573.8104283333334,1761.702102777778,1573.8104283333334
2022-08-01,1708.58,1766.7584916666665,1580.250095,1764.1552333333332,1580.250095,1708.58,1580.250095
2022-09-01,1660.8799,1771.5718222222222,1586.5180933333334,1711.9636,1586.5180933333334,1660.8799,1586.5180933333334
2022-10-01,1632.38,1775.0712666666668,1592.5494266666667,1667.2799666666667,1592.5494266666667,1632.38,1592.5494266666667
2022-11-01,1768.61,1783.7451555555556,1600.6570933333335,1687.2899666666665,1600.6570933333335,1768.61,1600.6570933333335
2022-12-01,1824.3233,1792.1152472222223,1609.4541483333335,1741.7711,1609.4541483333335,1792.1152472222223,1609.4541483333335
2023-01-01,1928.1201,1801.761638888889,1619.2003166666666,1840.3511333333333,1619.2003166666666,1801.761638888889,1619.2003166666666
2023-02-01,1826.7404,1807.3280388888888,1627.6409899999999,1859.7279333333333,1627.6409899999999,1807.3280388888888,1627.6409899999999
2023-03-01,1969.5459,1817.4640361111112,1638.4017549999999,1908.1354666666666,1638.4017549999999,1817.4640361111112,1638.4017549999999
2023-04-01,1990.6,1825.0709805555557,1649.6409216666666,1928.9621,1649.6409216666666,1825.0709805555557,1649.6409216666666
2023-05-01,1965.2,1831.7251472222222,1660.669255,1975.1153000000002,1660.669255,1831.7251472222222,1660.669255
2023-06-01,1919.5693,1835.8604055555556,1671.8195766666665,1958.4564333333335,1671.8195766666665,1835.8604055555556,1671.8195766666665
2023-07-01,1964.3387,1835.6564805555556,1684.2385550000001,1949.7026666666668,1684.2385550000001,1835.6564805555556,1684.2385550000001
2023-08-01,1939.8281,1834.8044833333333,1696.4548566666667,1941.2453666666668,1696.4548566666667,1834.8044833333333,1696.4548566666667
2023-09-01,1848.4898,1833.5430888888889,1707.53802,1917.5522,1707.53802,1833.5430888888889,1707.53802
2023-10-01,1984.0109,1836.4350583333335,1720.3098683333333,1924.1095999999998,1720.3098683333333,1836.4350583333335,1720.3098683333333
2023-11-01,2044.8957,1843.7971611111109,1734.0506300000002,1959.1321333333333,1734.0506300000002,1843.7971611111109,1734.0506300000002
2023-12-01,2062.9233,1848.4589194444443,1747.0718516666666,2030.6099666666667,1747.0718516666666,1848.4589194444443,1747.0718516666666
2024-01-01,2039.1538,1853.721525,1759.0160816666664,2048.990933333333,1759.0160816666664,1853.721525,1759.0160816666664
2024-02-01,2044.1997,1862.4826277777777,1770.9952433333333,2048.7589333333335,1770.9952433333333,1862.4826277777777,1770.9952433333333
2024-03-01,2231.5551,1876.824713888889,1786.6686616666666,2104.9695333333334,1786.6686616666666,1876.824713888889,1786.6686616666666
2024-04-01,2285.9886,1891.2216194444445,1803.349305,2187.2477999999996,1803.349305,1891.2216194444445,1803.349305
2024-05-01,2327.2836,1902.9589416666665,1820.537365,2281.6091,1820.537365,1902.9589416666665,1820.537365
2024-06-01,2326.7177,1918.3788777777781,1835.7626599999999,2313.3299666666667,1835.7626599999999,1918.3788777777781,1835.7626599999999
2024-07-01,2447.3573,1935.9688027777775,1852.7094483333333,2367.119533333333,1852.7094483333333,1935.9688027777775,1852.7094483333333
2024-08-01,2503.3796,1955.0682361111112,1868.9899416666667,2425.8182,1868.9899416666667,1955.0682361111112,1868.9899416666667
2024-09-01,2634.7649,1979.4600388888891,1888.1093566666668,2528.5006,1888.1093566666668,1979.4600388888891,1888.1093566666668
2024-10-01,2746.7019,2006.204536111111,1908.7810550000002,2628.2821333333336,1908.7810550000002,2006.204536111111,1908.7810550000002
2024-11-01,2651.2196,2030.5184138888887,1928.6955483333334,2677.5621333333333,1928.6955483333334,2030.5184138888887,1928.6955483333334
2024-12-01,2624.603,2052.6296083333336,1947.0555983333334,2674.1748333333335,1947.0555983333334,2052.6296083333336,1947.0555983333334
2025-01-01,2798.1969,2080.4650777777774,1967.3447133333332,2691.339833333333,1967.3447133333332,2080.4650777777774,1967.3447133333332
2025-02-01,2858.0493,2107.058113888889,1987.873035,2760.283066666667,1987.873035,2107.058113888889,1987.873035
2025-03-01,3123.0822,2139.5592861111113,2013.1802383333334,2926.4428000000003,2013.1802383333334,2139.5592861111113,2013.1802383333334
2025-04-01,3288.7814,2177.811547222222,2039.3807616666666,3089.9709666666663,2039.3807616666666,2177.811547222222,2039.3807616666666
2025-05-01,3289.5548,2217.8752916666667,2065.4458416666666,3233.806133333333,2065.4458416666666,2217.8752916666667,2065.4458416666666
2025-06-01,3266.4101,2258.1240500000004,2090.3743433333334,3281.5821,2090.3743433333334,2258.1240500000004,2090.3743433333334
2025-07-01,3285.7772,2300.3281138888888,2112.275963333333,3280.5807,2112.275963333333,2300.3281138888888,2112.275963333333
2025-08-01,3373.9558,2346.5885527777773,2135.666893333333,3308.714366666667,2135.666893333333,2346.5885527777773,2135.666893333333
