date,lead_price,lead_price_quarterly,lead_price_yearly,lead_price_5y,lead_price_3y,lead_price_price_floor,lead_price_floor_spot_3y,lead_price_floor_spot_5y
2019-05-01,1815.19047619048,1933.5474206349234,2039.7754109726727,2050.5377595872646,2174.094628481705,1815.19047619048,1815.19047619048,1815.19047619048
2019-06-01,1899.7,1884.6259920634936,1995.059934782197,2047.0837516507565,2179.287052724129,1899.7,1899.7,1899.7
2019-07-01,1975.64130434783,1896.8439268461034,1975.7781495384552,2043.4571212159742,2183.199708003632,1975.64130434783,1975.64130434783,1975.64130434783
2019-08-01,2044.54761904762,1973.2963077984834,1975.0292768833326,2040.2522898667678,2189.0059549973794,2040.2522898667678,2044.54761904762,2040.2522898667678
2019-09-01,2071.84523809524,2030.67805383023,1979.1070050579358,2039.495733228961,2192.4560121161867,2039.495733228961,2071.84523809524,2039.495733228961
2019-10-01,2184.08695652174,2100.1599378882,1995.4847224492403,2041.9928346782365,2196.8893138185094,2041.9928346782365,2184.08695652174,2041.9928346782365
2019-11-01,2021.15476190476,2092.36231884058,2002.4881495776665,2041.8423723766489,2192.4608476087933,2021.15476190476,2021.15476190476,2021.15476190476
2019-12-01,1900.5375,2035.2597394755,1996.5066254548599,2041.2162116623633,2183.869180942127,1900.5375,1900.5375,1900.5375
2020-01-01,1923.93181818182,1948.54136002886,1990.4062466669814,2042.5628927590446,2175.0167579022036,1923.93181818182,1923.93181818182,1923.93181818182
2020-02-01,1872.5375,1899.0022727272733,1974.552080000315,2043.8441427590444,2162.8233551244257,1872.5375,1872.5375,1872.5375
2020-03-01,1734.44136363636,1843.636893939393,1948.550169827154,2042.8769912438931,2147.6432843075613,1734.44136363636,1734.44136363636,1734.44136363636
2020-04-01,1657.546,1754.84162121212,1925.096711493821,2037.0800495772264,2132.002586776697,1657.546,1657.546,1657.546
2020-05-01,1626.33526315789,1672.7742089314163,1909.3587770744382,2030.9893653666998,2118.147812340607,1626.33526315789,1626.33526315789,1626.33526315789
2020-06-01,1744.84318181818,1676.2414816586897,1896.4540422259533,2029.578418397003,2107.367572441617,1744.84318181818,1744.84318181818,1744.84318181818
2020-07-01,1817.92608695652,1729.7015106441966,1883.3111074433443,2030.4931285419304,2094.813931999933,1817.92608695652,1817.92608695652,1817.92608695652
2020-08-01,1936.27,1833.0130895915663,1874.2879725227092,2034.3709618752641,2083.364045636297,1936.27,1936.27,1936.27
2020-09-01,1872.91181818182,1875.702635046113,1857.710187529924,2037.5153255116275,2069.434016776268,1872.91181818182,1872.91181818182,1872.91181818182
2020-10-01,1776.265,1861.8156060606063,1823.7250244864456,2038.4511815722335,2049.379824857076,1776.265,1776.265,1776.265
2020-11-01,1915.62380952381,1854.9335425685433,1814.9307784547,2043.4058244293765,2034.2184912832422,1915.62380952381,1915.62380952381,1915.62380952381
2020-12-01,2020.46904761905,1904.1192857142862,1824.9250740896211,2048.6372530008052,2020.6226022551164,2020.46904761905,2020.46904761905,2020.46904761905
2021-01-01,2014.7255,1983.60611904762,1832.4912142411358,2054.7793446674714,2004.8068964470356,2004.8068964470356,2004.8068964470356,2014.7255
2021-02-01,2080.1125,2038.4356825396833,1849.7891309078025,2060.0187196674715,1990.8916186692577,1990.8916186692577,1990.8916186692577,2060.0187196674715
2021-03-01,1948.00043478261,2014.2794782608698,1867.58572016999,2062.448885644007,1978.6138529687746,1948.00043478261,1948.00043478261,1948.00043478261
2021-04-01,2011.919,2013.34397826087,1897.1168035033234,2067.10963881861,1969.1557001909973,1969.1557001909973,1969.1557001909973,2011.919
2021-05-01,2182.5345,2047.4846449275367,1943.4667399068328,2075.021880485277,1964.200309317981,1964.200309317981,1964.200309317981,2075.021880485277
2021-06-01,2191.02909090909,2128.494196969697,1980.6488989977415,2082.9928198792163,1957.3876253352973,1957.3876253352973,1957.3876253352973,2082.9928198792163
2021-07-01,2337.51363636364,2237.025742424243,2023.947861448335,2091.371618580515,1961.0123728100452,1961.0123728100452,1961.0123728100452,2091.371618580515
2021-08-01,2414.46761904762,2314.336782106783,2063.7976630356366,2101.0207001100966,1971.038304147226,1971.038304147226,1971.038304147226,2101.0207001100966
2021-09-01,2248.29772727273,2333.42632756133,2095.079822126546,2106.0316092010057,1977.2990049048021,1977.2990049048021,1977.2990049048021,2106.0316092010057
2021-10-01,2344.83238095238,2335.8659090909096,2142.4604372059107,2111.370680629577,1987.2233947138654,1987.2233947138654,1987.2233947138654,2111.370680629577
2021-11-01,2329.97727272727,2307.7024603174596,2176.989892472866,2113.8606427507893,1998.1362735017444,1998.1362735017444,1998.1362735017444,2113.8606427507893
2021-12-01,2301.69,2325.4998845598834,2200.4249718379447,2115.3915177507893,2007.2855571274756,2007.2855571274756,2007.2855571274756,2115.3915177507893
2022-01-01,2331.8495,2321.1722575757562,2226.8519718379453,2116.8786919571385,2016.5831442486876,2016.5831442486876,2016.5831442486876,2116.8786919571385
2022-02-01,2296.8605,2310.1333333333328,2244.914305171278,2116.6347002904718,2023.0851720264654,2023.0851720264654,2023.0851720264654,2116.6347002904718
2022-03-01,2344.83565217391,2324.515217391303,2277.9839066205536,2117.6998959426455,2031.373265539232,2031.373265539232,2031.373265539232,2117.6998959426455
