Historic Report Comparison,PEA,PFS,FS
Bias to Trend Mean of Reported Data,0.29998717263486147,0.16723265585220184,-2.4580493484046144
Bias to Trend Mean of Spot Data,-8.30420590318079,-5.5385481205081275,-11.433614211958682
Bias to Trend Mean of 3-year,-3.967719544828791,-1.9414978297353385,-6.488378951027054
Bias to Trend Mean of 5 year,2.5976017850716975,3.441235125429537,0.0688383867314878
