Historic Report Comparison,PEA,PFS,FS
Bias to Trend Mean of Reported Data,0.04383400108187438,-2.011623333633779,-1.1824226439628285
Bias to Trend Mean of Spot Data,-12.899897920662845,-15.801611246269045,-13.023370773834472
Bias to Trend Mean of 3-year,-1.657495784245623,-2.033958824386314,-2.5436715500948814
Bias to Trend Mean of 5 year,6.821487770669458,6.121420522492687,5.715667048085719
