report_id,effective_date,report_type,cu_price_usd_dmt,knn_mean,band1_low,band1_high,band2_low,band2_high
2011b-000004187 Mediterranean Resources Ltd-f1-01789335_1-1-1,2011-06-14,PEA,6062.705,6196.6982660257345,5146.638624150815,7251.389101948377,4096.578982275896,8306.07993787102
2011b-000031165 Mawson West Ltd-f1-01770009_1-1-1,2011-06-30,FS,5511.549999999999,6196.416559559924,5146.404654169485,7251.059448460596,4096.392748779046,8305.702337361268
2011b-000000880 NovaGold Resources Inc-f1-01801094_1-1-1,2011-07-11,PFS,5842.243,6220.273222867821,5187.287065137134,7262.821031262606,4154.300907406448,8305.36883965739
2011b-000001913 Northgate Minerals Corporation-f1-01800614_1-1-1,2011-07-22,,6172.936,6244.998127879705,5207.905963272247,7291.689949665757,4170.813798664791,8338.38177145181
2011b-000030669 Ivanhoe Australia Limited-f1-01816075_1-1-1,2011-09-30,PEA,6613.86,6468.176278554404,5416.724302788199,7529.846919387848,4365.272327021994,8591.517560221291
2011b-000030669 Ivanhoe Australia Limited-f1-01816075_1-1-2,2011-10-10,,8818.48,6490.279450151785,5424.201224947706,7534.784334772328,4358.122999743627,8579.289219392871
2011b-000011375 Thundermin Resources Inc-f1-01840639_2-1-1,2011-11-01,,8267.324999999999,6510.77885731096,5459.574731351859,7499.340101339242,4408.370605392757,8487.901345367525
"2011b-000023134 General Moly, Inc-f1-01825783_1-1-1",2011-11-11,PFS,5511.549999999999,6530.909053104349,5476.45478682592,7522.526756556637,4422.00052054749,8514.144460008927
2011b-000006077 Stratabound Minerals Corp-f1-01836274_1-1-1,2011-11-23,PEA,7980.7244,6551.484612864611,5493.708299594888,7546.2263973829195,4435.931986325164,8540.96818190123
2012-000033030 Intergeo MMC Ltd-f1-01908033_1-1-1,2011-12-01,PEA,6062.705,6551.72760911593,5523.168239765908,7530.629487102915,4494.608870415886,8509.5313650899
2012-000032889 Newcrest Mining Limited-f1-01866663_1-1-1,2011-12-31,,5070.625999999999,6583.783092077772,5588.854121242992,7519.819729133857,4593.925150408211,8455.856366189942
2012-000002894 Abacus Mining & Exploration Corp-f1-01846955_1-1-1,2012-01-06,FS,6062.705,6598.971764693434,5601.747510098161,7537.167821924467,4604.523255502889,8475.363879155499
2012-000009698 Virgin Metals Inc-f1-01912517_1-1-1,2012-01-10,PEA,5511.549999999999,6597.000820450159,5600.074411257767,7534.916662492523,4603.148002065374,8472.832504534887
2012-000005801 Exeter Resource Corporation-f1-01849096_1-1-1,2012-01-16,PFS,6062.705,6594.964178065441,5598.345542456024,7532.590464412847,4601.7269068466085,8470.216750760253
2012-000008330 Queenston Mining Inc-f1-01883856_1-1-1,2012-02-16,,6613.86,6610.852691602517,5613.916558153649,7551.74607727011,4616.980424704781,8492.639462937703
2012-000025132 Coro Mining Corp-f1-01881235_1-1-1,2012-03-01,PFS,6172.936,6621.9136916794505,5628.389025652391,7541.555397664702,4634.864359625331,8461.197103649953
2012-000004818 New Gold Inc-f1-01877712_2-1-1,2012-03-23,FS,6062.705,6635.261747859345,5683.06161257275,7568.668928080538,4730.861477286155,8502.07610830173
2012-000002331 Orsu Metals Corporation-f1-01880475_1-1-1,2012-03-27,FS,7163.0,6636.043703721601,5683.731353046054,7569.56088460956,4731.419002370507,8503.07806549752
2012-000029557 Yellowhead Mining Inc-f1-01882029_1-1-1,2012-03-29,FS,5511.549999999999,6638.5494668015335,5685.877523990156,7572.419142789103,4733.205581178779,8506.288818776671
2013-000029557 Yellowhead Mining Inc-f1-02012574_1-1-1,2012-03-29,FS,5511.549999999999,6638.5494668015335,5685.877523990156,7572.419142789103,4733.205581178779,8506.288818776671
2012-000001691 HudBay Minerals Inc-f1-01884181_1-1-1,2012-03-29,,6062.705,6638.5494668015335,5685.877523990156,7572.419142789103,4733.205581178779,8506.288818776671
2012-000033030 Intergeo MMC Ltd-f1-01908033_1-3-1,2012-03-31,PEA,6062.705,6639.441013295195,5686.641128177374,7573.436106475078,4733.841243059553,8507.43119965496
2012-000016934 VMS Ventures Inc-f1-01906981_1-1-1,2012-04-02,,6062.705,6640.362278005313,5687.430185837498,7574.486968950585,4734.498093669685,8508.611659895858
2012-000033594 IMX Resources Limited-f1-01966520_4-1-1,2012-04-13,PEA,7495.708,6674.8626443448975,5716.979541238204,7613.840631344698,4759.09643813151,8552.818618344496
2012-000030669 Ivanhoe Australia Limited-f1-01915126_1-1-1,2012-04-16,,7716.17,6692.08058101545,5725.817260551145,7644.857392025045,4759.553940086842,8597.634203034639
2012-000005760 Sunridge Gold Corp-f1-01923758_4-1-1,2012-05-01,PFS,7231.1536,6711.750523922198,5738.510622438884,7664.161173969473,4765.270720955568,8616.571824016746
2012-000030469 Cerro Resources NL-f1-01930652_2-1-1,2012-05-11,FS,7582.0,6731.007615493776,5754.9753322261295,7686.150884853454,4778.943048958484,8641.294154213132
2012-000005760 Sunridge Gold Corp-f1-01928370_5-1-1,2012-05-14,FS,7231.1536,6734.638159388292,5758.079427741845,7690.2966100942185,4781.520696095398,8645.955060800146
2012-000004904 Cadillac Ventures Inc-f1-01928596_2-1-1,2012-05-15,PEA,8231.571159750421,6753.172051943772,5773.925806257507,7711.46049859394,4794.679560571243,8669.748945244108
2014-000005703 Quaterra Resources Inc-f1-02157819_2-1-1,2012-05-23,PEA,6613.86,6756.929015942176,5777.137990282543,7715.75058320092,4797.346964622909,8674.572150459664
2012-000007531 Seabridge Gold Inc-f1-01928341_1-1-1,2012-06-22,PFS,7605.939,6787.390706387423,5798.479044762811,7713.467171280472,4809.567383138199,8639.543636173521
2012-000031148 Serabi Gold plc-f1-01928965_1-1-1,2012-06-28,,6613.86,6802.259299612573,5814.25362434897,7707.582025522982,4826.247949085367,8612.90475143339
2012-000008808 Aura Minerals Inc-f1-01957515_2-1-1,2012-07-12,PEA,5952.474,6816.663261411781,5826.565458315782,7723.903031848957,4836.4676552197825,8631.142802286133
2012-000005386 Augusta Resource Corporation-f1-01952933_1-1-1,2012-07-24,FS,7716.17,6829.611569641678,5849.351660938085,7733.336701784914,4869.091752234492,8637.06183392815
2012-000011551 Tintina Resources Inc-f1-01957549_2-1-1,2012-08-30,,6547.7214,6899.955474658466,6052.9485361369525,7996.24929420301,5205.941597615439,9092.543113747553
2012-000008808 Aura Minerals Inc-f1-01971153_3-1-1,2012-09-04,FS,6415.4442,6895.818328903929,6111.028765303282,7959.258222573355,5326.239201702635,9022.698116242782
2012-000003339 Noront Resources Ltd-f1-01971248_1-1-1,2012-09-04,,7936.632,6895.818328903929,6111.028765303282,7959.258222573355,5326.239201702635,9022.698116242782
2012-000033595 Ivanplats Limited-f1-01959806_1-1-1,2012-09-05,PEA,6283.167,6887.125725990783,6103.325437878756,7949.225088300948,5319.52514976673,9011.324450611113
2012-000001767 Dundee Precious Metals Inc-f1-01959503_2-1-1,2012-09-07,,6613.86,6882.560921947322,6088.102511355404,7926.202062502227,5293.644100763488,8969.843203057131
2013-000006160 Catalyst Copper Corp-f1-02007057_1-1-1,2012-09-19,PEA,5952.474,6889.7207043456665,6094.435835490774,7934.447522681425,5299.150966635881,8979.174341017184
2012-000008330 Queenston Mining Inc-f1-01979771_2-1-1,2012-09-20,,6613.86,6884.630005136257,6089.932758948068,7928.584892327579,5295.235512759879,8972.539779518902
2014-000008250 Northland Resources S.A-f1-02180596_1-1-1,2012-10-24,FS,6950.0,6888.262982096247,6080.37483406696,7893.821344712082,5272.486686037673,8899.379707327917
2012-000008502 Entree Gold Inc-f1-01983697_3-1-1,2012-10-24,PEA,6613.86,6888.262982096247,6080.37483406696,7893.821344712082,5272.486686037673,8899.379707327917
2012-000032329 Copper North Mining Corp-f1-01988874_1-1-1,2012-10-31,FS,7146.256077795786,6888.3657258572,6080.465527552398,7893.9390871524265,5272.565329247596,8899.512448447655
2012-000033594 IMX Resources Limited-f1-01981915_5-1-1,2012-11-05,PEA,7980.7244,6885.434480698174,6077.87807272616,7890.579934683504,5270.321664754147,8895.725388668834
2012-000003827 Wildcat Silver Corporation-f1-01981481_3-1-1,2012-11-12,PEA,7716.17,6882.405527367183,6075.204369405716,7887.108810465618,5268.003211444249,8891.812093564055
2012-000009131 Euromax Resources Ltd-f1-01995793_2-1-1,2012-12-05,PEA,6635.906199999999,6889.805385082293,6080.149614184447,7868.868926579665,5270.493843286602,8847.932468077037
2012-000026619 Crazy Horse Resources Inc-f1-01922019_3-1-1,2012-12-06,PFS,6613.86,6885.893305897437,6076.697263150271,7864.400928339442,5267.501220403106,8842.908550781445
2013-000030715 Chieftain Metals Inc-f1-02009167_1-1-1,2012-12-12,,8068.9092,6881.850824073087,6119.951146704916,7839.1338224568635,5358.051469336744,8796.41682084064
2012-000031912 Sunshine Silver Mines Corporation-f1-02001215_1-2-1,2012-12-21,,6062.705,6888.164155650679,6125.565520194772,7846.325354555929,5362.966884738865,8804.486553461178
2013-000012585 Scorpio Mining Corporation-f1-02063975_1-1-1,2012-12-31,PEA,7495.708,6895.0792217065955,6135.354653368174,7846.443962951219,5375.630085029752,8797.808704195842
2013-000023684 Western Copper and Gold Corporation-f1-02014531_1-1-1,2013-01-25,FS,7022.0735812922085,6907.3970040599415,6146.315218265363,7860.461320239746,5385.2334324707845,8813.52563641955
2013-000029999 St. Augustine Gold and Copper Limited-f1-02126728_1-1-1,2013-02-25,PFS,6613.86,6918.719156796805,6155.946403532739,7858.4774343424415,5393.1736502686745,8798.23571188808
2013-000027259 Lumina Copper Corp-f1-02065843_2-1-1,2013-04-09,PEA,6062.705,6920.657668127573,6145.850811808688,7845.541564328194,5371.043955489804,8770.425460528815
2013-000005760 Sunridge Gold Corp-f1-02080601_3-1-1,2013-05-16,FS,7165.014999999999,6936.3476354268405,6164.747083270598,7859.230180409521,5393.146531114354,8782.112725392202
2013-000008209 El Nino Ventures Inc-f1-02086368_1-1-1,2013-06-04,PEA,8157.094,6946.121353914124,6173.433571564443,7870.304294243977,5400.745789214763,8794.48723457383
2013-000004926 AVINO SILVER & GOLD MINES LTD-f1-02086857_1-1-1,2013-07-19,PEA,7120.9226,6953.255987100404,6187.70407511124,7891.588345619541,5422.152163122075,8829.920704138676
2013-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-02129007_3-1-1,2013-08-01,PEA,6613.86,6950.173703357871,6237.885294887823,7865.177624118641,5525.596886417775,8780.181544879411
2013-000013198 Nevada Copper Corp-f1-02132890_1-1-1,2013-08-22,FS,7341.384599999999,6950.961683576515,6238.59251897003,7866.069343469616,5526.223354363547,8781.177003362718
2013-000005673 Bellhaven Copper & Gold Inc-f1-02129085_1-1-1,2013-09-01,PEA,7165.014999999999,6953.2776697053005,6253.271555005536,7857.331901586788,5553.265440305772,8761.386133468275
2013-000008633 Los Andes Copper Ltd-f1-02146428_1-1-1,2013-09-09,PEA,6062.705,6955.0102761360495,6268.355854071155,7872.140839353866,5581.70143200626,8789.271402571681
"2013-000029836 Silver Bull Resources, Inc-f1-02133395_2-1-1",2013-09-30,PEA,8157.094,6955.749486961763,6273.690859466138,7868.625052127527,5591.632231970514,8781.50061729329
2013-000006220 International Enexco Limited-f1-02119941_1-1-1,2013-10-01,PFS,7054.784,6956.513338148333,6274.379809839662,7869.489151473543,5592.24628153099,8782.464964798753
2013-000005717 Belvedere Resources Ltd-f1-02118272_1-1-1,2013-10-02,PEA,6000.0,6957.302651041123,6275.091725225637,7870.382054131095,5592.88079941015,8783.461457221068
2013-000008938 THEMAC Resources Group Limited-f1-02135989_1-1-1,2013-10-07,FS,6613.86,6958.118274363672,6275.8273711244765,7871.304720210565,5593.536467885282,8784.491166057458
2013-000033595 Ivanhoe Mines Ltd-f1-02141851_1-1-1,2013-11-15,PEA,6613.86,6963.820549170776,6295.859224025705,7859.0435293867595,5627.897898880634,8754.266509602743
2014-000005967 Amerigo Resources Ltd-f1-02196760_1-1-1,2013-12-31,PEA,6503.629,6961.871272694352,6315.226550804361,7839.445247059645,5668.58182891437,8717.019221424938
2014-000005689 Capstone Mining Corp-f1-02202859_1-1-1,2014-01-01,PFS,6062.705,6959.887840940111,6313.427347632476,7837.21179515719,5666.96685432484,8714.535749374269
2014-000003827 Wildcat Silver Corporation-f1-02155649_1-1-1,2014-01-17,PFS,7165.014999999999,6954.356196353901,6308.409502947892,7830.982862854194,5662.462809541882,8707.609529354486
2014-000010711 DNI Metals Inc-f1-02155474_1-1-1,2014-01-17,PEA,8024.8168,6954.356196353901,6308.409502947892,7830.982862854194,5662.462809541882,8707.609529354486
2014-000004588 Continental Precious Minerals Inc-f1-02168893_1-1-1,2014-02-06,PEA,8024.8168,6952.122262054979,6318.439230927372,7787.134567194359,5684.756199799764,8622.146872333738
2014-000015722 Platinum Group Metals Ltd-f1-02175498_1-1-1,2014-02-14,,7892.5396,6949.813863279425,6327.871942188909,7767.776358394913,5705.930021098392,8585.7388535104
2014-000011649 InZinc Mining Ltd-f1-02204980_1-1-1,2014-03-17,PEA,6613.86,6944.780409699203,6343.522052916094,7761.046724469947,5742.263696132986,8577.31303924069
2014-000003851 Salazar Resources Limited-f1-02173905_1-2-1,2014-03-21,PEA,6746.1372,6944.014225845124,6342.82220297294,7760.190485922397,5741.630180100756,8576.366745999669
2014-000009674 Mustang Minerals Corp-f1-02213716_1-1-1,2014-04-30,PEA,7495.708,6941.497732025504,6334.900222699251,7759.53154927656,5728.3027133729975,8577.565366527617
2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014-05-13,,6613.86,6940.812785425538,6322.707267328371,7764.373958970501,5704.601749231204,8587.935132515464
2014-000005689 Capstone Mining Corp-f1-02231705_2-1-1,2014-05-22,FS,6283.167,6940.72270809567,6322.625211723965,7764.273193527613,5704.527715352259,8587.823678959558
2014-000028675 Discovery Ventures Inc-f1-02215154_1-1-1,2014-05-26,,6071.103359647513,6940.62962818814,6322.540420932744,7764.16906923663,5704.45121367735,8587.70851028512
2014-000000204 GoldQuest Mining Corp-f1-02232713_1-1-1,2014-05-27,,7165.014999999999,6940.533445617025,6322.452803781818,7764.061474135947,5704.3721619466105,8587.589502654868
"2014-000023134 General Moly, Inc-f1-02238615_2-1-1",2014-07-25,PFS,7165.014999999999,6922.4415467339895,6301.2233957022445,7739.214485869033,5680.0052446705,8555.987425004076
2014-000008483 Alacer Gold Corp-f1-02237181_1-1-1,2014-07-29,FS,7253.199799999999,6921.102204558847,6286.093039341055,7748.926040488454,5651.083874123264,8576.749876418062
2014-000023735 Duluth Metals Limited-f1-02265653_2-1-1,2014-08-20,,7716.17,6912.766372700973,6278.5220176930325,7739.59317086112,5644.277662685092,8566.419969021266
2014-000023934 Intrepid Mines Limited-f1-02266751_1-1-1,2014-09-25,,7716.17,6906.209359186061,6257.356429546397,7741.251703970877,5608.503499906732,8576.294048755693
2014-000001767 Dundee Precious Metals Inc-f1-02266641_3-1-1,2014-09-30,,6062.705,6907.047975425988,6261.585844398374,7745.0931263486955,5616.12371337076,8583.138277271404
2014-000031165 Mawson West Limited-f1-02295404_1-1-1,2014-11-30,FS,7100.0,6873.607968027086,6259.669486160286,7713.7338714453945,5645.731004293487,8553.859774863704
2015-000004264 Global Minerals Ltd-f1-02302451_1-1-1,2014-12-12,,6613.86,6872.677804561714,6258.822403247147,7712.69001886285,5644.96700193258,8552.702233163986
2015-000031453 Pilot Gold Inc-f1-02308581_1-1-1,2014-12-20,PEA,6393.397999999999,6871.716635647495,6267.596608232962,7749.256176803322,5663.476580818429,8626.795717959149
2015-000024464 Wellgreen Platinum Ltd-f1-02304935_1-2-1,2015-02-02,PEA,6613.86,6809.879419009298,6225.442158978553,7697.241453663039,5641.004898947809,8584.60348831678
2015-000023269 INV Metals Inc-f1-02322965_1-1-1,2015-03-20,,6613.86,6745.117011687833,6173.775252679973,7610.474509085892,5602.433493672113,8475.832006483952
2015-000019503 Panoro Minerals Ltd-f1-02354457_1-1-1,2015-05-01,PEA,7165.014999999999,6679.498707272583,6113.815369838458,7536.915739158023,5548.132032404332,8394.332771043462
2015-000027965 Ecuador Gold and Copper Corp-f1-02358631_1-1-1,2015-05-19,PEA,7363.430799999999,6654.455144047877,6097.916530582974,7492.4019553042535,5541.377917118071,8330.34876656063
2015-000006237 First Quantum Minerals Ltd-f1-02400929_2-1-1,2015-05-31,,6613.86,6627.889249380125,6065.081345644922,7445.3794953971055,5502.27344190972,8262.869741414086
2015-000024909 Rambler Metals and Mining plc-f1-02396630_1-1-1,2015-07-20,,6150.8898,6600.955394356666,6055.726720360956,7406.179348146064,5510.498046365247,8211.403301935461
2015-000020511 COPPER FOX METALS INC-f1-02432352_2-1-1,2015-12-18,,6613.86,6419.797164021909,5427.174260590551,6994.605696202031,4434.551357159194,7569.414228382153
2016-000016002 Gold Reach Resources Ltd-f1-02457915_1-1-1,2016-01-01,PEA,6613.86,6419.020009489307,5434.818350745061,6972.30794474087,4450.616692000815,7525.595879992433
2016-000002899 NGEx Resources Inc-f1-02445738_1-1-1,2016-02-12,PEA,6613.86,6348.385924864406,5375.364426192573,6895.153154547717,4402.342927520741,7441.920384231029
2016-000009131 Euromax Resources Ltd-f1-02445372_1-1-1,2016-02-16,FS,6393.397999999999,6348.2181290265535,5375.222348538768,6894.9709069631535,4402.226568050983,7441.723684899754
2016-000002894 Abacus Mining & Exploration Corporation-f1-02446208_1-1-1,2016-02-19,FS,7076.830199999999,6348.044739994105,5375.075534963168,6894.7825844591025,4402.106329932232,7441.520428924101
2016-000022162 Golden Dawn Minerals Inc-f1-02487437_2-1-1,2016-03-24,,6613.86,6326.350803582488,5359.608651387308,6867.869857565491,4392.866499192129,7409.388911548494
2016-000008502 Entree Gold Inc-f1-02463061_1-1-1,2016-03-29,FS,6790.2296,6325.448503701904,5358.844233732286,6866.890323179121,4392.239963762668,7408.332142656339
2016-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02500830_2-1-1,2016-04-28,,6283.167,6305.307080991262,5352.2218537465515,6821.177486292695,4399.1366265018405,7337.047891594128
