report_id,effective_date,report_type,cad_rate,knn_mean,band1_low,band1_high,band2_low,band2_high
2008-000025315 Andean Resources Limited-f1-01357523_2-1-1,2008-12-01,PFS,1.0753,1.1252201500060826,1.0666647934768847,1.2049594469662304,1.0081094369476866,1.284698743926378
2008-000015687 Strateco Resources Inc-f1-01359415_3-1-1,2008-12-17,,1.0526,1.128737127447583,1.06999875085072,1.2087256567989284,1.011260374253857,1.288714186150274
2009-000007862 Golden Band Resources Inc-f1-01384353_1-1-1,2009-01-16,PFS,1.1111,1.1320630088124757,1.0731515566009482,1.212287228434572,1.014240104389421,1.2925114480566686
2009-000001166 Comaplex Minerals Corp-f1-01377866_2-1-1,2009-02-20,PEA,1.1111,1.1348080955463231,1.075753791704914,1.2152268471328982,1.016699487863505,1.2956455987194733
2009-000002878 Banro Corporation-f1-01381509_1-1-1,2009-02-27,FS,1.06,1.134697940540759,1.075649369058146,1.215108885936963,1.0166007975755327,1.2955198313331668
2009-000009025 IAMGOLD Corporation-f1-01384641_1-1-3,2009-02-27,,1.25,1.134697940540759,1.075649369058146,1.215108885936963,1.0166007975755327,1.2955198313331668
2009-000006087 Gabriel Resources Ltd-f1-01384149_1-1-1,2009-03-04,FS,1.23,1.1345803194737067,1.0755378688764303,1.2149829295933035,1.0164954182791537,1.2953855397129002
2009-000014092 Skyline Gold Corporation-f1-01384343_1-1-1,2009-03-04,PEA,1.1765,1.1345803194737067,1.0755378688764303,1.2149829295933035,1.0164954182791537,1.2953855397129002
2009-000004446 Ontex Resources Limited-f1-01422283_1-1-1,2009-05-04,,1.1111,1.135055387518544,1.075988214844667,1.215491663576227,1.0169210421707897,1.29592793963391
2009-000025019 MVE Capital Corp-f1-01430818_1-1-1,2009-05-25,,1.25,1.1342528429068905,1.075227433869992,1.214632246233391,1.0162020248330936,1.2950116495598916
2009-000025547 Garson Gold Corp-f1-01435503_1-1-1,2009-05-30,,1.2,1.133870159892676,1.0748646653057052,1.214222444193169,1.0158591707187343,1.2945747284936622
2009-000010193 Chariot Resources Limited-f1-01415384_1-2-1,2009-06-08,FS,1.24,1.133003176467766,1.0740427988506167,1.2132940215478736,1.0150824212334677,1.2935848666279812
2009-000002178 Silver Standard Resources Inc-f1-01445535_1-1-1,2009-06-12,,1.1236,1.1320610273035365,1.0731496782077972,1.2122851065049964,1.0142383291120576,1.2925091857064563
2009-000011769 Fronteer Development Group Inc-f1-01488718_3-1-1,2009-08-01,PEA,1.136,1.129579265947361,1.0707970652862904,1.2096274738708641,1.0120148646252198,1.289675681794367
2009-000005589 International Wayside Gold Mines Ltd-f1-01488666_1-1-1,2009-08-17,PFS,1.1765,1.1269846010863405,1.0683374242479504,1.2068489367677193,1.0096902474095601,1.2867132724490982
2009-000009568 Lake Shore Gold Corp-f1-01483540_3-1-1,2009-08-28,,1.1628,1.126142643344774,1.067539281164111,1.2059473132635177,1.0089359189834477,1.2857519831822615
2009-000022426 MINCO SILVER CORPORATION-f1-01496862_1-1-1,2009-09-01,,1.2195,1.1252726203451553,1.06671453331081,1.2050156356425092,1.0081564462764645,1.284758650939863
2009-000008250 Northland Resources Inc-f1-01487781_2-1-1,2009-10-20,PEA,1.25,1.1145243522544452,1.0574413675540797,1.1930973610307791,1.0003583828537141,1.271670369807113
2009-000004771 0373849 B.C. Ltd-f1-01518222_1-1-1,2009-12-14,PFS,1.1111,1.1064434992336627,1.0516178565242051,1.179437252487969,0.9967922138147475,1.2524310057422752
2009-000024083 Avanti Mining Inc-f1-01516189_1-1-1,2009-12-15,PFS,1.087,1.105938838097007,1.0511382019705215,1.178899298091864,0.9963375658440362,1.2518597580867208
2010-000004818 New Gold Inc-f1-01544679_1-1-1,2009-12-31,,1.18,1.1010975999856416,1.0479972084382168,1.1762427584468065,0.9948968168907919,1.2513879169079711
2010-000002586 Adex Mining Inc-f1-01526896_1-1-1,2010-01-22,,1.1,1.099090819075045,1.0467387638603523,1.1754792998383938,0.9943867086456594,1.2518677806017426
2010-000003272 Société d_exploration minière Vior Inc-f1-01528825_1-1-1,2010-01-22,,1.142,1.099090819075045,1.0467387638603523,1.1754792998383938,0.9943867086456594,1.2518677806017426
2010-000005466 MDN INC-f1-01545636_1-1-1,2010-01-25,PEA,1.1111,1.0985506857012424,1.0462243581986894,1.174901626374984,0.9938980306961362,1.2512525670487258
2010-000029665 Stonegate Agricom Ltd-f1-01546609_1-1-2,2010-02-01,,1.07,1.0965953996930382,1.0439891135340846,1.1729850378412594,0.9913828273751312,1.2493746759894808
2010-000021049 Wescan Goldfields Inc-f1-01546365_1-1-1,2010-02-04,,1.0638,1.0962316907939174,1.0436428526148032,1.1725959927140248,0.991054014435689,1.2489602946341325
2010-000002968 Kinross Gold Corporation-f1-01592433_2-2-1,2010-02-18,FS,1.15,1.0940637316970092,1.0417208656842403,1.1701839049130534,0.9893779996714713,1.2463040781290977
2010-000009151 LIBERTY MINES INC-f1-01542198_2-1-1,2010-02-26,,1.1111,1.091842702717365,1.0396060965310794,1.1678083464432614,0.9873694903447939,1.2437739901691578
2010-000011539 Alexis Minerals Corporation-f1-01571168_1-1-1,2010-04-01,PEA,1.05,1.0877969823744444,1.0356033951619477,1.1636434116896812,0.9834098079494509,1.239489841004918
2010-000014169 Rusoro Mining Ltd-f1-01579192_1-1-1,2010-04-21,PFS,1.0309,1.0862449589339997,1.0335351182090973,1.160962102146184,0.9808252774841947,1.2356792453583683
2010-000002178 Silver Standard Resources Inc-f1-01592513_3-1-1,2010-06-01,PEA,1.087,1.0827172456011396,1.029666474656997,1.1596554849475167,0.9766157037128546,1.2365937242938938
2010-000005241 Oromin Explorations Ltd-f1-01647230_1-7-1,2010-06-02,FS,1.05,1.082746820454511,1.0296946004074026,1.1596871613995803,0.9766423803602939,1.2366275023446496
2010-000005974 Sona Resources Corp. ( J-Pacific Gold Inc.)-f1-01597225_2-1-1,2010-06-10,PEA,1.08,1.0828089605075388,1.0297536957340871,1.159753717144971,0.9766984309606356,1.2366984737824034
2010-000000819 Newcastle Minerals Ltd-f1-01622050_1-1-1,2010-06-25,,1.0449,1.0818064503027134,1.0286685227121324,1.1588630272978495,0.9755305951215516,1.2359196042929854
2010-000009542 Bravo Gold Corp-f1-01601622_2-1-1,2010-06-28,,1.1111,1.0820413986010082,1.0288919304380273,1.1591147108556097,0.9757424622750464,1.2361880231102111
2010-000011539 Alexis Minerals Corporation-f1-01604138_2-1-1,2010-06-28,,1.05,1.0820413986010082,1.0288919304380273,1.1591147108556097,0.9757424622750464,1.2361880231102111
2010-000027114 Treasury Metals Inc-f1-01625565_1-1-1,2010-07-09,PEA,1.0,1.0791862224048032,1.0261769994270213,1.1560561617692393,0.9731677764492396,1.2329261011336756
2010-000011215 Western Coal Corp-f1-01608130_1-1-1,2010-07-16,PFS,1.0526,1.0783829164951952,1.0267589591263315,1.1558180164540945,0.9751350017574678,1.2332531164129936
2010-000002950 Tyhee Development Corp-f1-01633185_1-1-1,2010-07-22,PFS,1.0753,1.0772989573519047,1.0257268908835244,1.1546562218004968,0.974154824415144,1.2320134862490886
2010-000003958 OPAWICA EXPLORATIONS INC-f1-01622819_1-1-1,2010-08-16,PEA,1.087,1.0752480833141658,1.025795638722472,1.148494773638811,0.9763431941307784,1.2217414639634558
2010-000022760 Blue Note Mining Inc-f1-01627258_1-1-1,2010-08-27,,1.05,1.0744703210684732,1.02636870192679,1.1480603405454886,0.9782670827851068,1.221650360022504
2010-000022586 Donner Metals Ltd-f1-01646195_1-1-1,2010-09-21,,1.04,1.0729257115049184,1.0248630193648185,1.1458331797204007,0.9768003272247187,1.2187406479358829
2010-000026016 Quest Rare Minerals Ltd-f1-01638664_1-1-1,2010-09-24,PEA,1.042,1.0730077907773046,1.0249414218208535,1.1459208364450544,0.9768750528644021,1.2188338821128042
2010-000030716 Royal Nickel Corporation-f1-01661095_1-1-1,2010-09-30,PEA,1.1111,1.0730926060254369,1.0250224376920893,1.14601141506053,0.9769522693587418,1.218930224095623
2010-000025297 Sandstorm Resources Ltd-f1-01643054_3-1-1,2010-10-05,,1.05,1.0731802484485071,1.0254364566107999,1.1476845301764187,0.9776926647730925,1.22218881190433
2010-000027349 Fire River Gold Corp-f1-01647297_1-1-1,2010-10-08,,1.033,1.0733643949174243,1.0256124107460505,1.1478814607982488,0.9778604265746766,1.2223985266790733
2011a-000010750 Geologix Explorations Inc-f1-01696761_1-8-1,2010-10-08,PEA,1.1,1.0733643949174243,1.0256124107460505,1.1478814607982488,0.9778604265746766,1.2223985266790733
2010-000005311 Mountain Province Diamonds Inc-f1-01672665_1-1-1,2010-12-01,FS,1.0753,1.0667571171652483,1.0253154813245375,1.1344107172200615,0.9838738454838268,1.2020643172748748
2010-000002929 Breakwater Resources Ltd-f1-01673123_2-1-1,2010-12-03,,1.12,1.0666475766263122,1.0252101962426792,1.1342942296341436,0.983772815859046,1.201940882641975
2011a-000017484 Almaden Minerals Ltd-f1-01690925_1-1-1,2010-12-10,PEA,1.0526,1.0657673083799035,1.0243641248678195,1.133358134888033,0.9829609413557356,1.2009489613961626
2011a-000005689 Capstone Mining Corp-f1-01723434_2-1-1,2010-12-15,PFS,1.16,1.0655798333552822,1.02476603034793,1.1322326317703695,0.9839522273405781,1.1988854301854568
2011a-000024083 Avanti Mining Inc-f1-01692252_1-1-1,2010-12-15,FS,1.087,1.0655798333552822,1.02476603034793,1.1322326317703695,0.9839522273405781,1.1988854301854568
2011a-000007891 Canada Lithium Corp-f1-01684820_1-1-1,2011-01-05,FS,1.1,1.0644117859361149,1.02539092320137,1.1266672175310826,0.986370060466625,1.18892264912605
2011a-000001108 Wesdome Gold Mines Ltd-f1-01686400_1-1-1,2011-01-12,PFS,1.06,1.063326687134624,1.0243456036394047,1.1255186533535948,0.9853645201441854,1.1877106195725655
2011a-000008626 Baffinland Iron Mines Corporation-f1-01703743_1-1-1,2011-01-13,FS,1.07,1.0632923544835562,1.0243125296080575,1.12548231265072,0.9853327047325589,1.1876722708178837
2011a-000005795 Bard Ventures Ltd-f1-01704876_1-1-1,2011-01-21,PEA,1.0526,1.0632568774107858,1.0242783531089985,1.1254447605910824,0.985299828807211,1.1876326437713791
2011a-000001555 Cenit Corporation-f1-01737832_1-1-1,2011-02-12,,1.0204,1.0621324292888628,1.0240670012601854,1.1177108691779247,0.9860015732315082,1.1732893090669867
2011a-000017609 UEX Corporation-f1-01700996_1-1-1,2011-02-15,PEA,1.05,1.0610659865483276,1.0230387784235597,1.1165886224508852,0.9850115702987919,1.1721112583534428
2011a-000020823 Equinox Minerals Limited-f1-01709025_1-1-1,2011-03-07,FS,1.15,1.0564256847609828,1.0194506958914944,1.1139008963605628,0.9824757070220062,1.171376107960143
2011a-000007482 Avalon Rare Metals Inc-f1-01710927_1-1-1,2011-03-13,,1.11,1.0550295138434929,1.018496152552217,1.1136153484354934,0.9819627912609411,1.1722011830274939
2011b-000031701 Aurvista Gold Corporation-f1-01752152_1-26-1,2011-03-15,,1.08,1.0548928309716092,1.0183642027088178,1.113471075557815,0.9818355744460262,1.1720493201440205
2011a-000005504 Largo Resources Ltd-f1-01726780_2-1-1,2011-03-28,PEA,1.0,1.0547515920039963,1.016073208692261,1.105322836677688,0.9773948253805257,1.1558940813513796
2011a-000005437 Prodigy Gold Inc-f1-01745481_2-1-1,2011-03-29,PEA,1.0526,1.0546056450707961,1.0159326137219953,1.105169892155554,0.9772595823731944,1.1557341392403115
2011a-000002301 KWG Resources Inc-f1-01751599_1-1-1,2011-03-31,PEA,1.0,1.0541379608260775,1.0154820797433897,1.1046797842666816,0.9768261986607021,1.1552216077072854
2011a-000002470 Fortune Minerals Limited-f1-01722811_1-1-1,2011-03-31,FS,1.0526,1.0541379608260775,1.0154820797433897,1.1046797842666816,0.9768261986607021,1.1552216077072854
2011a-000002563 SEMAFO INC-f1-01722229_1-1-1,2011-03-31,FS,1.0204,1.0541379608260775,1.0154820797433897,1.1046797842666816,0.9768261986607021,1.1552216077072854
2011a-000010633 Adriana Resources Inc-f1-01729127_1-1-1,2011-04-08,PEA,1.05,1.05397155952028,1.0169372133398729,1.1049180344616287,0.9799028671594654,1.1558645094029774
2011a-000028385 Canada Fluorspar Inc-f1-01744012_1-1-1,2011-04-29,,1.03,1.0518254550445707,1.012977812417001,1.0983568757512172,0.9741301697894313,1.1448882964578637
2011a-000014871 Compliance Energy Corporation-f1-01759860_1-1-1,2011-06-08,,1.1111,1.0461894066194275,1.009555189480281,1.0901067493337921,0.9729209723411346,1.1340240920481566
2011b-000000880 NovaGold Resources Inc-f1-01801094_1-1-1,2011-07-11,PFS,1.1,1.0438952296300872,1.0081198922234644,1.088205492629876,0.9723445548168417,1.1325157556296648
2011b-000000523 Shore Gold Inc-f1-01792961_1-1-1,2011-07-14,FS,1.0582,1.04397540395109,1.0081973188900055,1.0882890701135226,0.9724192338289211,1.1326027362759552
2012-000033663 Appia Energy Corp-f1-01964725_1-8-1,2011-07-18,,1.1111,1.0433303945907604,1.0065590719288655,1.0925875228462603,0.9697877492669704,1.1418446511017604
2011b-000001913 Northgate Minerals Corporation-f1-01800614_1-1-1,2011-07-22,,1.0,1.0419203295832822,1.005198703504208,1.0911108866420816,0.9684770774251339,1.140301443700881
2011b-000009365 Rubicon Minerals Corporation-f1-01783947_1-1-1,2011-08-08,,1.0,1.039134645272213,1.0048200261528246,1.0906733478276387,0.9705054070334362,1.1422120503830644
2011b-000011164 Hathor Exploration Limited-f1-01803085_1-2-1,2011-09-13,,1.05,1.0371879607433534,1.0032165345812294,1.0861140863768923,0.9692451084191054,1.1350402120104313
2011b-000008020 Molycor Gold Corporation-f1-01802532_1-1-1,2011-09-15,PEA,1.0,1.037191226101465,1.0032196929877795,1.0861175057681467,0.9692481598740941,1.1350437854348283
2011b-000016212 Commerce Resources Corp-f1-01819332_1-1-1,2011-09-29,,1.0526,1.0367545057813337,1.0039511140805268,1.087058237019517,0.9711477223797202,1.1373619682577003
2011b-000002073 Brigus Gold Corp. ( Apollo Gold Corporation)-f1-01811010_1-1-1,2011-10-06,PFS,1.0417,1.036323453531175,1.0035337005227747,1.0866062699467838,0.9707439475143746,1.1368890863623928
2011b-000026608 Argex Mining Inc-f1-01839678_3-1-1,2011-10-12,PEA,1.0,1.0360245819142977,1.0032442853419796,1.0862928969629906,0.9704639887696614,1.1365612120116837
2011b-000019195 Stikine Energy Corp. ( Stikine Gold Corporation)-f1-01827609_1-1-1,2011-10-25,PEA,1.0309,1.036001401311441,1.0031084648289923,1.0862140822389579,0.9702155283465435,1.136426763166475
2012-000005206 Alderon Iron Ore Corp-f1-01874410_1-1-1,2011-10-26,PEA,1.0,1.0359774480218222,1.0030852720538217,1.0861889679867314,0.970193096085821,1.1364004879516403
"2011b-000002881 Auriga Gold Corp. (, Ursa Major International Inc.)-f1-01840782_1-1-1",2011-10-31,PEA,1.0309,1.0355303304588552,1.0029903786939605,1.086543050606601,0.9704504269290657,1.1375557707543469
2011b-000011375 Thundermin Resources Inc-f1-01840639_2-1-1,2011-11-01,,1.0526,1.0354443414741503,1.0029070917811624,1.0864528255972394,0.9703698420881745,1.1374613097203286
"2011b-000023134 General Moly, Inc-f1-01825783_1-1-1",2011-11-11,PFS,1.06,1.0343140206261383,1.0033223892198009,1.0861980562047797,0.9723307578134636,1.1380820917834213
2012-000000162 Gowest Gold Ltd-f1-01862155_1-1-1,2011-11-12,,1.0,1.034304821313676,1.0033134655506109,1.0861883954295068,0.9723221097875455,1.1380719695453376
2012-000003760 Abitex Resources Inc-f1-01863517_1-1-1,2011-11-21,,1.05,1.0342953153574654,1.0039442463802928,1.0859021427933502,0.9735931774031201,1.137508970229235
2011b-000006077 Stratabound Minerals Corp-f1-01836274_1-1-1,2011-11-23,PEA,1.023,1.0337707657328266,1.0034350894985224,1.0853514204291095,0.9730994132642181,1.1369320751253922
2012-000007619 Orbite Aluminae Inc-f1-01848436_1-1-1,2011-11-23,PEA,1.0,1.0337707657328266,1.0034350894985224,1.0853514204291095,0.9730994132642181,1.1369320751253922
2011b-000014892 Hudson Resources Inc-f1-01842871_1-1-1,2011-11-25,PEA,1.009,1.0333057802711447,1.0029837488881816,1.0848632342198994,0.9726617175052186,1.136420688168654
2011b-000010348 Hard Creek Nickel Corporation-f1-01837196_2-1-1,2011-12-02,PEA,1.0526,1.033375195169072,1.0030511268278788,1.084936112618633,0.9727270584866855,1.136497030068194
2012-000019195 Stikine Energy Corp. ( Stikine Gold Corporation)-f1-01850619_1-1-1,2011-12-12,PEA,1.0309,1.0329898801656339,1.0026771187713768,1.0845315720762256,0.9723643573771198,1.1360732639868176
2011b-000030716 Royal Nickel Corporation-f1-01840899_1-1-1,2011-12-16,PFS,1.1111,1.0330487650600437,1.0031101504254991,1.0864541227350757,0.9731715357909544,1.1398594804101077
2011b-000009470 Rainy River Resources Ltd-f1-01844107_2-1-1,2011-12-23,PEA,1.05,1.032717458537267,1.0031529314958587,1.0870984043893925,0.9735884044544505,1.141479350241518
2012-000002894 Abacus Mining & Exploration Corp-f1-01846955_1-1-1,2012-01-06,FS,1.087,1.0319972938701936,1.004092562714741,1.0843256483032429,0.9761878315592883,1.1366540027362921
2012-000009698 Virgin Metals Inc-f1-01912517_1-1-1,2012-01-10,PEA,1.0,1.0315659774370496,1.0036729088791456,1.0838724615809805,0.9757798403212419,1.1361789457249114
2012-000004922 CORAL GOLD RESOURCES LTD-f1-01853597_1-1-1,2012-01-15,PEA,1.0,1.0310753572878082,1.0039892386781568,1.0837273879248723,0.9769031200685053,1.1363794185619365
2012-000030615 Coalspur Mines Limited-f1-01853056_1-1-1,2012-01-26,FS,1.0,1.0305061558203537,1.0034349900057151,1.083129120092005,0.9763638241910764,1.1357520843636562
2012-000002830 Goldcorp Inc-f1-01884234_1-1-2,2012-01-26,,1.1,1.0305061558203537,1.0034349900057151,1.083129120092005,0.9763638241910764,1.1357520843636562
2012-000008330 Queenston Mining Inc-f1-01883856_1-1-1,2012-02-16,,1.0417,1.0292101764570907,1.003007724643023,1.0824183379297379,0.976805272828955,1.135626499402385
2012-000016212 Commerce Resources Corp-f1-01930452_1-1-1,2012-03-06,PEA,1.0,1.0280078807567474,1.0020023274228378,1.082432296904318,0.9759967740889282,1.1368567130518887
2012-000003905 Sprott Resource Corp-f1-01880209_1-1-1,2012-03-26,,1.0101,1.0263410252764344,1.0002004447673103,1.0808017478700203,0.9740598642581859,1.135262470463606
2012-000029557 Yellowhead Mining Inc-f1-01882029_1-1-1,2012-03-29,FS,1.0,1.0264358874324786,1.0005301635506978,1.0762378451778825,0.9746244396689169,1.1260398029232863
2013-000029557 Yellowhead Mining Inc-f1-02012574_1-1-1,2012-03-29,FS,1.0,1.0264358874324786,1.0005301635506978,1.0762378451778825,0.9746244396689169,1.1260398029232863
2012-000001691 HudBay Minerals Inc-f1-01884181_1-1-1,2012-03-29,,1.05,1.0264358874324786,1.0005301635506978,1.0762378451778825,0.9746244396689169,1.1260398029232863
2012-000016934 VMS Ventures Inc-f1-01906981_1-1-1,2012-04-02,,1.05,1.0264696392357837,1.0005630635084004,1.0762732345952877,0.9746564877810171,1.1260768299547916
2012-000006065 Victoria Gold Corp. ( Victoria Resource Corporation)-f1-01888118_1-1-1,2012-04-05,FS,1.087,1.0265045160991986,1.000597060131359,1.0763098036599388,0.9746896041635194,1.126115091220679
2012-000022477 Guyana Goldfields Inc-f1-01888138_1-1-1,2012-04-09,FS,1.0,1.0265405555247276,1.0011311738702942,1.074975733229552,0.9757217922158609,1.1234109109343764
2012-000002319 Globex Mining Enterprises Inc-f1-01890658_2-1-1,2012-04-16,PEA,1.0593,1.0261235040957724,1.0007244454810582,1.07453900409769,0.9753253868663441,1.1229545040996076
2012-000008090 Huakan International Mining Inc-f1-01920382_1-1-1,2012-04-24,,1.0,1.0257973722810558,1.0011031263512156,1.0747199133579197,0.9764088804213752,1.1236424544347836
2012-000009568 Lake Shore Gold Corp-f1-01909912_2-1-1,2012-05-14,,1.0,1.0240349057686913,0.9998001230772346,1.0737454737865078,0.975565340385778,1.1234560418043245
2012-000005760 Sunridge Gold Corp-f1-01928370_5-1-1,2012-05-14,FS,1.0,1.0240349057686913,0.9998001230772346,1.0737454737865078,0.975565340385778,1.1234560418043245
2012-000004904 Cadillac Ventures Inc-f1-01928596_2-1-1,2012-05-15,PEA,1.0101,1.0239841790115323,0.9997505968181538,1.0736922845586871,0.9755170146247755,1.1234003901058418
2012-000000171 Harte Gold Corp-f1-01932502_1-1-1,2012-05-31,,1.0,1.0236964235411248,0.9979161033764888,1.0748488352891237,0.9721357832118529,1.1260012470371228
2012-000002753 CANADIAN ZINC CORPORATION-f1-01942300_1-1-1,2012-06-15,,1.0,1.0232568713062744,0.997353082375345,1.076758980531957,0.9714492934444157,1.1302610897576397
2012-000009154 Pele Mountain Resources Inc-f1-01929839_1-1-1,2012-06-20,,1.0,1.0232717670164835,0.9971551465013523,1.0763180571899822,0.9710385259862212,1.1293643473634811
2012-000007531 Seabridge Gold Inc-f1-01928341_1-1-1,2012-06-22,PFS,1.0417,1.0232871592503663,0.9971701458844362,1.076334247355491,0.9710531325185061,1.129381335460616
2012-000026781 Magna Resources Ltd-f1-01932797_1-1-1,2012-06-27,,1.0121,1.023160252605053,0.9970464782346696,1.0762007618843474,0.9709327038642863,1.1292412711636421
2012-000006210 SILVERCORP METALS INC-f1-01984618_6-1-1,2012-06-27,,1.0,1.023160252605053,0.9970464782346696,1.0762007618843474,0.9709327038642863,1.1292412711636421
2012-000030640 Karnalyte Resources Inc-f1-01933745_1-1-1,2012-06-27,,1.0,1.023160252605053,0.9970464782346696,1.0762007618843474,0.9709327038642863,1.1292412711636421
2012-000003092 Aurizon Mines Ltd-f1-01933993_2-1-1,2012-07-01,FS,1.0,1.0230700453086878,0.996958573268734,1.0761058782521613,0.9708471012287803,1.129141711195635
2013-000017100 Typhoon Exploration Inc-f1-02057960_1-1-1,2012-08-03,PEA,1.02,1.0232328395879347,0.9976560927406544,1.0752538826393991,0.9720793458933742,1.1272749256908638
2012-000001053 Advanced Explorations Inc-f1-01963181_2-1-1,2012-08-10,FS,1.0526,1.023333261882118,0.9977540048773282,1.07535941039178,0.9721747478725383,1.1273855589014423
2012-000030431 Northern Graphite Corporation-f1-01949755_1-1-1,2012-08-23,FS,1.0,1.0234553470910424,0.9983332041743782,1.0747429286646184,0.9732110612577141,1.1260305102381947
2012-000032112 Azumah Resources Limited-f1-01968714_1-1-1,2012-08-27,FS,1.0363,1.0235895253274103,0.9987105544779211,1.0748737058960307,0.973831583628432,1.126157886464651
2012-000030788 BacTech Environmental Corporation-f1-01968980_1-1-1,2012-08-27,PEA,1.02,1.0235895253274103,0.9987105544779211,1.0748737058960307,0.973831583628432,1.126157886464651
2012-000011551 Tintina Resources Inc-f1-01957549_2-1-1,2012-08-30,,1.0,1.023973672326828,0.9990853645490448,1.075277099540315,0.9741970567712618,1.1265805267538016
2012-000004920 BRALORNE GOLD MINES LTD-f1-01970841_1-1-1,2012-08-31,,1.2,1.024204297878766,0.9994721010932601,1.0734905382685833,0.9747399043077543,1.1227767786584006
2012-000003339 Noront Resources Ltd-f1-01971248_1-1-1,2012-09-04,,1.015,1.0244709685076738,0.9997323322349634,1.0737700414864078,0.9749936959622529,1.1230691144651417
2012-000007531 Seabridge Gold Inc-f1-01958851_2-1-1,2012-09-05,PFS,1.0201,1.024574111902374,0.999832984952032,1.0738781482952982,0.97509185800169,1.1231821846882222
2012-000005904 Oceanic Iron Ore Corp-f1-01976689_2-1-1,2012-09-19,PFS,1.0,1.0248670348477489,1.0001188344766616,1.074185167130264,0.9753706341055745,1.123503299412779
2012-000008330 Queenston Mining Inc-f1-01979771_2-1-1,2012-09-20,,1.0417,1.0249607137871184,1.0002102512834001,1.0742833540400987,0.9754597887796818,1.123605994293079
2012-000006087 Gabriel Resources Ltd-f1-01978475_1-1-1,2012-10-01,FS,1.0,1.0256589887720293,1.000891664520735,1.0750152310601075,0.9761243402694408,1.1243714733481855
2012-000000834 Agnico-Eagle Mines Limited-f1-01976039_3-1-1,2012-10-14,,1.03,1.0255319661130464,1.0008440654872643,1.0748711725316196,0.9761561648614824,1.1242103789501927
2012-000011411 Focus Graphite Inc-f1-01974976_1-1-1,2012-10-30,PEA,1.0,1.0254240301398583,1.000823074035342,1.0745934340879157,0.9762221179308259,1.123762838035973
2012-000032329 Copper North Mining Corp-f1-01988874_1-1-1,2012-10-31,FS,1.0,1.0253628311445202,1.0007633432655905,1.0745293005815513,0.9761638553866606,1.1236957700185826
2012-000026199 Plains Creek Phosphate Corporation-f1-01987090_3-1-1,2012-11-02,FS,1.0237,1.0252995921826709,1.0007016214701803,1.0744630292916415,0.9761036507576898,1.1236264664006124
2012-000007910 ABCOURT MINES INC-f1-01991939_1-1-1,2012-11-05,,1.0,1.0252342452554266,1.0009555119233857,1.075291634931341,0.9766767785913448,1.1253490246072553
2012-000002470 Fortune Minerals Limited-f1-01992125_2-1-1,2012-11-28,FS,1.0526,1.0255430722704948,1.0011450586063682,1.0755137999267776,0.9767470449422416,1.1254845275830605
2012-000009131 Euromax Resources Ltd-f1-01995793_2-1-1,2012-12-05,PEA,1.007,1.0255503969017332,1.0007376732966007,1.0746405547944848,0.9759249496914684,1.1237307126872362
2013-000030715 Chieftain Metals Inc-f1-02009167_1-1-1,2012-12-12,,1.02,1.0257854541176452,1.0008156960653205,1.0748436278616134,0.9758459380129958,1.1239018016055815
2012-000031138 Black Iron Inc-f1-01998946_1-1-1,2012-12-17,FS,1.026,1.0257424136993447,1.0007737033405968,1.074798529035962,0.9758049929818489,1.1238546443725794
2013-000005779 Great Quest Metals Ltd-f1-02013334_1-1-1,2012-12-20,PEA,1.0225,1.0259484438391562,1.000974718276964,1.075014412564077,0.9760009927147718,1.1240803812889977
2013-000003240 ST ANDREW GOLDFIELDS LTD-f1-02028107_2-1-1,2012-12-31,,1.1494,1.0260045324936438,1.0010294416165835,1.0750731836576124,0.9760543507395231,1.124141834821581
2013-000005861 Coventry Resources Inc-f1-02008101_1-1-1,2013-01-01,PEA,1.0079,1.0258951280212096,1.0009227002772592,1.074958546917948,0.9759502725333088,1.1240219658146862
2013-000023110 Ucore Rare Metals Inc-f1-02005254_1-1-1,2013-01-10,,1.0,1.0260137320999112,1.0001806928187955,1.0752410450497345,0.9743476535376798,1.1244683579995578
2013-000026672 Western Potash Corp-f1-02007236_1-1-1,2013-01-15,,1.0,1.026198491018394,1.0003607998654278,1.0754346685523997,0.9745231087124615,1.1246708460864054
2013-000023684 Western Copper and Gold Corporation-f1-02014531_1-1-1,2013-01-25,FS,1.0526,1.026548604705339,0.9998790117968285,1.078282026064736,0.9732094188883179,1.1300154474241333
2013-000005255 Champion Iron Mines Limited ( Champion Minerals Inc.)-f1-02018273_1-1-1,2013-01-25,PFS,1.0,1.026548604705339,0.9998790117968285,1.078282026064736,0.9732094188883179,1.1300154474241333
2013-000008263 ENCANTO POTASH CORP-f1-02022315_1-1-1,2013-02-13,,1.0,1.027085597862665,0.9991010353762583,1.0804451036292748,0.9711164728898517,1.1338046093958847
2013-000005636 Stornoway Diamond Corporation-f1-02034473_1-1-1,2013-02-28,FS,1.0101,1.0276544610394487,0.998685251656176,1.0811437138766251,0.9697160422729034,1.1346329667138018
2013-000021345 Deer Horn Metals Inc-f1-02040985_1-1-1,2013-03-12,PEA,1.0044,1.0278419886481063,0.9986229123239422,1.081858820016002,0.9694038359997781,1.1358756513838977
2013-000008311 AUGYVA MINING RESOURCES INC-f1-02055877_1-1-1,2013-03-22,PEA,1.0526,1.0277607216030433,0.9967739959756331,1.0810436472855292,0.9657872703482229,1.134326572968015
