Historic Report Comparison,PEA,PFS,FS
Bias to Trend Mean of Reported Data,-0.34042880084948074,0.07348576621714642,0.19062258157020256
Bias to Trend Mean of Spot Data,-0.4893107685272656,0.1878915795198687,-0.14833541751993684
Bias to Trend Mean of 3-year,1.117275371269467,1.2598903629062563,1.8776059040223738
Bias to Trend Mean of 5 year,1.7031658000014394,1.5859594949499056,2.200600524112554
