Historic Report Comparison,PEA,PFS,FS
Bias to Trend Mean of Reported Data,-2.0073100312053684,-1.979916797948996,-2.0831813030370223
Bias to Trend Mean of Spot Data,-1.5007782813079165,-0.07357175438543131,-4.1953797210389725
Bias to Trend Mean of 3-year,-0.9549238347554424,2.4062618784872236,1.071457334632601
Bias to Trend Mean of 5 year,0.5150825099849963,2.91616017205082,0.9979066419962697
