report_id,effective_date,report_type,zn_price_usd_dmt,knn_mean,band1_low,band1_high,band2_low,band2_high
2011b-000004187 Mediterranean Resources Ltd-f1-01789335_1-1-1,2011-06-14,PEA,1984.158,2113.634160707678,1847.1086106407265,2568.8417519927175,1580.5830605737751,3024.0493432777575
2011b-000024219 Zincore Metals Inc-f1-01826319_1-1-1,2011-09-01,PEA,2094.389,2116.4189775344107,1849.5422669637267,2572.226327180397,1582.6655563930426,3028.0336768263837
2012-000019735 Andover Mining Corp-f1-01847454_1-1-1,2011-11-17,,1895.9732,2119.452497071127,1852.1932650224157,2575.913167498493,1584.9340329737047,3032.3738379258593
2011b-000006077 Stratabound Minerals Corp-f1-01836274_1-1-1,2011-11-23,PEA,2689.6364,2119.586652887366,1852.3105040261894,2576.0762160848735,1585.0343551650126,3032.5657792823804
2011b-000013503 Bear Creek Mining Corporation-f1-01843253_1-1-1,2011-12-22,FS,1873.927,2119.725280564147,1852.4316509967557,2576.244699624133,1585.1380214293642,3032.7641186841192
2012-000006210 SILVERCORP METALS INC-f1-01856000_1-1-1,2012-01-23,,2204.62,2121.4567880332925,1853.9448184195307,2578.349117107213,1586.432848805769,3035.2414461811336
2012-000004927 LEVON RESOURCES LTD-f1-01871272_1-1-1,2012-03-12,PEA,2006.2042,2121.850016983164,1854.2884618904604,2578.8270346973527,1586.7269067977568,3035.8040524115413
2012-000001691 HudBay Minerals Inc-f1-01884181_1-1-1,2012-03-29,,2094.389,2122.7536008848206,1855.0781054514002,2579.925220985289,1587.40261001798,3037.096841085757
2012-000030669 Ivanhoe Australia Limited-f1-01915126_1-1-1,2012-04-16,,1873.927,2121.968970828183,1854.3924158648463,2578.9716073056716,1586.8158609015095,3035.9742437831596
2012-000008090 Huakan International Mining Inc-f1-01920382_1-1-1,2012-04-24,,2087.3718775181305,2121.1581864363243,1853.6838699587402,2577.9862065033994,1586.209553481156,3034.8142265704746
2012-000005760 Sunridge Gold Corp-f1-01923758_4-1-1,2012-05-01,PFS,2182.5738,2121.115126039971,1853.6462394026294,2577.933872307602,1586.1773527652877,3034.752618575233
2012-000002753 CANADIAN ZINC CORPORATION-f1-01942300_1-1-1,2012-06-15,,2645.544,2121.074922332522,1853.6111053119769,2577.8850100379627,1586.1472882914318,3034.6950977434035
2012-000006210 SILVERCORP METALS INC-f1-01984618_6-1-1,2012-06-27,,2204.62,2120.601772990808,1853.1976192700472,2577.309959820419,1585.793465549286,3034.0181466500303
2012-000013727 MAG Silver Corp-f1-01932793_1-1-1,2012-07-01,,2006.2042,2120.11285200437,1852.7703503600524,2576.71574126229,1585.427848715735,3033.3186305202103
2013-000030715 Chieftain Metals Inc-f1-02009167_1-1-1,2012-12-12,,2138.4814,2123.234149139845,1855.4980574166864,2580.5092635998076,1587.7619656935276,3037.7843780597696
2013-000012585 Scorpio Mining Corporation-f1-02063975_1-1-1,2012-12-31,PEA,1873.927,2123.5671014405616,1855.7890250179007,2580.9139229242082,1588.0109485952398,3038.260744407855
2013-000009013 Apogee Silver Ltd-f1-02022833_1-1-1,2013-01-17,FS,2204.62,2123.410407620227,1855.652090012707,2580.7234823856147,1587.893772405187,3038.036557151003
2013-000026723 Southeast Asia Mining Corp-f1-02065996_1-1-1,2013-03-31,,2094.389,2122.3516665573484,1854.726854335674,2579.436723164255,1587.102042114,3036.521779771161
2013-000005760 Sunridge Gold Corp-f1-02080601_3-1-1,2013-05-16,FS,2204.62,2122.301432907573,1854.6829550607813,2579.3756708311234,1587.0644772139894,3036.4499087546737
2013-000023995 Arian Silver Corporation-f1-02065398_1-1-1,2013-05-23,,1984.158,2122.2495248028054,1854.6375924767253,2579.312583420221,1587.0256601506453,3036.375642037636
2013-000008209 El Nino Ventures Inc-f1-02086368_1-1-1,2013-06-04,PEA,2072.3428,2121.8676888312134,1854.3039053495531,2578.8485124828408,1586.7401218678926,3035.829336134468
2013-000024219 Zincore Metals Inc-f1-02102106_1-1-1,2013-08-06,PFS,2998.2832,2122.2398942260784,1854.6291762987848,2579.3008787326016,1587.0184583714913,3036.3618632391253
"2013-000029836 Silver Bull Resources, Inc-f1-02133395_2-1-1",2013-09-30,PEA,2094.389,2123.188133154222,1855.4578439659144,2580.4533372775873,1587.7275547776067,3037.7185414009523
2013-000022850 Alexco Resource Corp-f1-02146314_2-1-1,2013-11-15,,1873.927,2123.0600018104733,1851.532176161053,2572.155189082261,1580.0043505116325,3021.2503763540494
2014-000010711 DNI Metals Inc-f1-02155474_1-1-1,2014-01-17,PEA,2072.3428,2123.176779397065,1851.6340185295421,2572.2966688685437,1580.0912576620194,3021.4165583400227
2014-000003827 Wildcat Silver Corporation-f1-02155649_1-1-1,2014-01-17,PFS,2028.2504,2123.176779397065,1851.6340185295421,2572.2966688685437,1580.0912576620194,3021.4165583400227
2014-000004588 Continental Precious Minerals Inc-f1-02168893_1-1-1,2014-02-06,PEA,2006.2042,2123.023773816967,1869.9017701281268,2573.544080336538,1616.7797664392867,3024.064386856109
2017-000002068 SOLITARIO EXPLORATION & ROYALTY CORP-f1-02649783_1-1-1,2014-03-03,PEA,2037.509804,2122.8656680508657,1869.762514856685,2573.3524234349834,1616.6593616625044,3023.8391788191007
2014-000011649 InZinc Mining Ltd-f1-02204980_1-1-1,2014-03-17,PEA,2204.62,2122.702292092561,1869.6186177428617,2573.1543779700432,1616.5349433931626,3023.6064638475254
2014-000003851 Salazar Resources Limited-f1-02173905_1-2-1,2014-03-21,PEA,1895.9732,2122.53347026898,1869.4699240585785,2572.949730989606,1616.4063778481766,3023.3659917102314
2014-000002470 Fortune Minerals Limited-f1-02236003_2-1-1,2014-04-18,,2204.62,2122.3590210512793,1869.3162739181516,2572.7382624431534,1616.273526785024,3023.1175038350275
2014-000025411 Xtierra Inc-f1-02198936_1-1-1,2014-04-28,,2028.2504,2122.1787568596556,1869.1575021063777,2572.519744945153,1616.1362473530999,3022.8607330306504
2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014-05-13,,2204.62,2128.2495866727822,1881.5189759622067,2577.645086871503,1634.788365251631,3027.040587070223
2014-000000204 GoldQuest Mining Corp-f1-02232713_1-1-1,2014-05-27,,2094.389,2129.1230268907634,1882.2911571738425,2578.702960393788,1635.4592874569216,3028.2828938968123
2014-000001767 Dundee Precious Metals Inc-f1-02266641_3-1-1,2014-09-30,,1873.927,2148.772756644844,1904.5867629690326,2574.4022244710386,1660.4007692932214,3000.0316922972333
2014-000029868 Tahoe Resources Inc-f1-02274600_1-1-1,2014-11-05,,1984.158,2158.243727813876,1912.9814553650615,2585.749208078337,1667.7191829162468,3013.2546883427976
2014-000022850 Alexco Resource Corp-f1-02296485_1-1-1,2014-11-15,,2204.62,2159.406224292116,1914.0118460369492,2587.1419721620514,1668.6174677817826,3014.8777200319873
2015-000029300 Rathdowney Resources Ltd-f1-02337292_2-2-1,2015-02-11,,2204.62,2170.4371606211785,1929.8285491769034,2578.4489231152,1689.2199377326283,2986.4606856092214
2015-000028681 Golden Minerals Company-f1-02327135_1-1-1,2015-02-20,,2094.389,2181.8710861966397,1939.9949416461393,2592.0322664259043,1698.118797095639,3002.193446655169
2015-000003353 Excellon Resources Inc-f1-02361109_1-2-1,2015-07-09,,2204.62,2225.8780808176057,1976.6798426712073,2624.5599062788388,1727.481604524809,3023.2417317400723
2016-000012585 Americas Silver Corporation-f1-02478065_1-1-1,2016-03-18,,1873.927,2387.3872365462084,2119.4289800481765,2762.4314469906512,1851.470723550145,3137.4756574350936
2016-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02500830_2-1-1,2016-04-28,,2204.62,2390.007210875526,2121.754890749019,2765.4630035671557,1853.502570622512,3140.918796258785
2016-000018190 Chesapeake Gold Corp-f1-02451974_1-2-1,2016-04-29,PFS,2204.62,2392.714517682488,2124.158331806557,2768.595612029544,1855.6021459306255,3144.4767063766003
2016-000033595 Ivanhoe Mines Ltd-f1-02490485_3-1-1,2016-05-12,,2227.0,2395.5120680496825,2126.641887566013,2771.8326407740133,1857.7717070823433,3148.1532134983436
2016-000036217 Heron Resources Limited-f1-02509900_1-1-1,2016-07-19,FS,2226.6662,2421.444057058271,2145.0623162837805,2782.3490448476864,1868.68057550929,3143.254032637102
2017-000002178 Silver Standard Resources Inc-f1-02636395_1-1-1,2016-12-31,PFS,2204.62,2465.3544954515164,2165.8193382254976,2819.1458630899106,1866.2841809994788,3172.937230728305
2017-000022850 Alexco Resource Corp-f1-02603259_1-1-1,2017-01-03,,2645.544,2466.922941744345,2167.197221738089,2820.9393896947313,1867.4715017318333,3174.9558376451173
2017-000020943 Strongbow Exploration Inc-f1-02585313_1-2-1,2017-02-16,,1984.158,2468.5436695802678,2166.114555160857,2832.103383161821,1863.6854407414467,3195.663096743375
2017-000003827 Arizona Mining Inc-f1-02611788_1-1-1,2017-03-29,,2425.082,2470.218421677387,2167.5841280667614,2834.0247877286747,1864.9498344561355,3197.8311537799627
2019-000039579 BMC Minerals (No.1) Ltd-f1-02899896_1-1-1,2017-05-31,PFS,2358.9434,2476.4088945100416,2175.172109786977,2842.059324406098,1873.9353250639126,3207.7097543021537
2019-000039579 BMC Minerals (No.1) Ltd-f1-02904658_4-1-1,2017-05-31,PFS,2358.9434,2476.4088945100416,2175.172109786977,2842.059324406098,1873.9353250639126,3207.7097543021537
2017-000037111 Desert Star Resources Ltd-f1-02654496_1-1-1,2017-06-15,PFS,2425.082,2476.7535952159315,2170.049179712357,2836.472957589275,1863.3447642087822,3196.1923199626194
2017-000002068 SOLITARIO ZINC CORP-f1-02657439_1-1-1,2017-07-13,,2645.544,2481.148767805056,2173.9000838516085,2841.506477361718,1866.651399898161,3201.8641869183803
2017-000043521 VM Holding S.A-f1-02677003_1-3-2,2017-07-25,PEA,2766.93,2485.6981856980306,2177.8861325994076,2846.716644756295,1870.074079500785,3207.73510381456
2017-000043521 VM Holding S.A-f1-02677003_1-1-6,2017-07-26,,2338.0,2485.8381181101877,2178.008736727975,2846.876900707368,1870.179355345762,3207.9156833045477
2017-000002154 Karmin Exploration Inc-f1-02684450_2-1-1,2017-07-31,,2336.8972,2486.1321316561744,2178.266341624774,2847.2136162667866,1870.4005515933736,3208.295100877399
2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02805626_4-1-1,2017-07-31,,2755.775,2486.1321316561744,2178.266341624774,2847.2136162667866,1870.4005515933736,3208.295100877399
2017-000043356 Titan Mining Corporation-f1-02662712_1-2-1,2017-08-17,,2314.851,2490.7299142208353,2179.6995521657327,2844.090752706644,1868.6691901106306,3197.4515911924527
2018-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-02728178_1-1-1,2017-08-31,,2535.313,2490.548026250419,2173.6469145515734,2838.7349305208936,1856.745802852728,3186.921834791369
2018-000043280 Steppe Gold Ltd-f1-02689951_1-27-1,2017-09-06,FS,1944.0,2490.360075347655,2173.482878807001,2838.5207034562977,1856.6056822663463,3186.6813315649406
2017-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02687669_1-1-1,2017-10-05,,2425.082,2490.1658594147984,2173.313375204275,2838.2993354895475,1856.460890993751,3186.4328115642966
2017-000013727 MAG Silver Corp-f1-02710844_1-1-1,2017-10-21,,2204.62,2493.2475663822383,2176.0029610989154,2841.8118753490066,1858.758355815592,3190.376184315775
2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,2017-12-06,,2866.006,2492.929138150535,2167.436871709657,2833.9555393091723,1841.9446052687797,3174.98194046781
2018-000003827 Arizona Mining Inc-f1-02718639_1-1-1,2018-01-01,,2425.082,2492.6000956444414,2167.1507910308474,2833.581484620436,1841.7014864172536,3174.562873596431
2018-000031478 Lupaka Gold Corp-f1-02756702_1-1-1,2018-03-01,,2755.775,2495.5848453705057,2150.391394977046,2826.790472249185,1805.1979445835864,3157.996099127864
2018-000005208 Telson Mining Corporation-f1-02753739_1-1-1,2018-03-30,,2954.7,2497.067025896847,2151.66855782549,2828.4693627897277,1806.270089754133,3159.871699682609
2018-000003353 Excellon Resources Inc-f1-02820544_1-1-1,2018-03-31,,2866.006,2496.9983918711864,2151.6094173725187,2828.3916198870293,1806.2204428738514,3159.784847902872
2018-000031889 Callinex Mines Inc-f1-02792445_2-1-1,2018-05-14,PEA,2755.775,2499.177871544313,2153.4874277889194,2830.8603527717805,1807.7969840335263,3162.5428339992486
2018-000023055 Rockhaven Resources Ltd-f1-02802389_1-1-1,2018-06-05,PEA,1873.927,2499.096356818012,2153.4171883152644,2830.768019685177,1807.738019812517,3162.439682552342
2018-000003467 Aurcana Corporation-f1-02825402_2-1-1,2018-06-15,,2645.544,2499.012124934168,2153.3446075258207,2830.6726088290197,1807.6770901174734,3162.3330927238717
2018-000008846 Great Panther Silver Limited-f1-02795635_3-1-1,2018-07-13,,3306.93,2500.9691377260838,2176.556750431162,2854.0801409908668,1852.14436313624,3207.1911442556493
2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018-08-30,FS,2645.544,2500.628886761398,2170.941015365175,2839.01954155184,1841.2531439689521,3177.410196342282
"2018-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-02832441_1-1-1",2018-10-15,,2226.6662,2504.58549026241,2170.5100685979346,2836.0098372266266,1836.4346469334591,3167.434184190843
2018-000026264 Ascendant Resources Inc-f1-02854966_2-1-1,2018-10-22,,2667.5902,2503.7778857156013,2169.8101867982878,2835.095364772704,1835.8424878809744,3166.412843829807
2019-000007910 ABCOURT MINES INC-f1-02872804_2-1-1,2019-01-15,FS,2425.082,2506.9584794560187,2158.6267150748936,2828.346653937734,1810.2949506937682,3149.73482841945
2019-000030240 Vendetta Mining Corp-f1-02885600_1-1-1,2019-01-21,PEA,2072.3428,2508.429138834213,2159.8930322670444,2830.0058495588355,1811.356925699876,3151.582560283458
2019-000032588 Toachi Mining Inc-f1-02930919_1-1-1,2019-03-30,,2667.5902,2512.254428797833,2157.541335959641,2830.2980496295,1802.8282431214488,3148.341670461167
2019-000012585 Americas Silver Corporation-f1-02918824_1-1-1,2019-04-03,,1984.158,2512.1112335355388,2157.418358886152,2830.1367262910107,1802.7254842367652,3148.1622190464827
2019-000031610 Nevada Zinc Corporation-f1-02970403_1-1-1,2019-06-27,PEA,2500.0,2523.710723034489,2165.138369077056,2827.1100918420666,1806.5660151196223,3130.509460649644
2019-000008916 Tinka Resources Limited-f1-02937617_2-2-1,2019-07-02,,2645.544,2523.2433982467496,2164.7374424496415,2826.5865854783906,1806.2314866525332,3129.929772710031
2020-000026264 Ascendant Resources Inc-f1-03022181_1-1-1,2019-12-19,,2645.544,2534.0455926268455,2173.9843558258235,2811.2311848275795,1813.923119024801,3088.416777028314
"2020-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-03026212_1-1-1",2019-12-31,,2667.5902,2538.4303393131677,2200.0125185648653,2821.0183851855913,1861.594697816563,3103.606431058015
2020-000048037 Tethyan Resource Corp-f1-03084677_1-1-1,2020-04-30,PEA,2500.0,2557.635117085928,2216.656958580407,2842.3611143286016,1875.6788000748857,3127.087111571275
2020-000021551 ScoZinc Mining Ltd-f1-03088581_2-1-1,2020-07-06,PFS,2645.544,2563.3912012687647,2221.6456545725846,2848.757988434216,1879.9001078764045,3134.124775599667
2020-000023055 Rockhaven Resources Ltd-f1-03086606_1-1-1,2020-07-10,PEA,2204.62,2564.07372864439,2222.2371889343453,2849.5164974408303,1880.4006492243007,3134.9592662372706
2020-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-03119913_1-1-1,2020-08-20,FS,2425.082,2571.1549967861115,2228.3743983419968,2857.386080193938,1885.5937998978825,3143.6171636017643
2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2020-10-15,,2700.0,2586.282327667077,2241.4849875101054,2874.1974450256143,1896.6876473531338,3162.1125623841517
2021-000031923 Rokmaster Resources Corp-f1-03163135_1-1-1,2020-12-08,,2358.9434,2603.5180284169255,2256.4228634205256,2893.3518917495835,1909.3276984241252,3183.1857550822415
2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021-01-12,,2425.082,2604.6072715863793,2257.3668911416908,2894.562393751304,1910.1265106970027,3184.517515916229
2021-000043356 Titan Mining Corporation-f1-03191352_2-1-1,2021-02-24,PEA,2535.313,2615.5735970859073,2266.8712108025356,2906.7495337224045,1918.168824519164,3197.925470358902
2022-000043356 Titan Mining Corporation-f1-03353194_1-1-1,2021-02-24,PEA,2535.313,2615.5735970859073,2266.8712108025356,2906.7495337224045,1918.168824519164,3197.925470358902
2021-000008301 Trevali Mining Corporation-f1-03263578_1-1-1,2021-03-31,,2579.4054,2626.4727553927664,2276.317317849695,2918.862029184863,1926.161880306624,3211.251302976959
2021-000003353 Excellon Resources Inc-f1-03239357_1-1-1,2021-03-31,,2425.082,2626.4727553927664,2276.317317849695,2918.862029184863,1926.161880306624,3211.251302976959
2021-000045902 NorZinc Ltd-f1-03299714_1-1-1,2021-10-15,,2645.544,2654.576859634189,2300.6746461547577,2950.0947928090472,1946.7724326753266,3245.612725983906
2021-000003851 Salazar Resources Limited-f1-03291760_1-2-1,2021-10-26,FS,2645.544,2655.1975471775513,2301.2125850315374,2950.784577730131,1947.2276228855235,3246.3716082827104
2021-000043280 Steppe Gold Ltd-f1-03313510_2-1-1,2021-10-27,FS,2515.0,2655.8389243056913,2301.768455204209,2951.4973554819167,1947.697986102727,3247.1557866581425
2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021-11-08,FS,2535.313,2656.501680671437,2302.3428543826376,2952.2338924920964,1948.184028093838,3247.966104312756
2022-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-03358989_1-1-1,2022-01-26,,2799.8674,2674.260680962484,2317.7342647169753,2971.9698945196787,1961.2078484714666,3269.6791080768735
2022-000031522 Rockcliff Metals Corporation-f1-03340402_1-1-1,2022-02-01,,2755.775,2683.3858293139247,2325.6428688240167,2982.110890263499,1967.8999083341082,3280.8359512130733
2023-000003353 Excellon Resources Inc-f1-03481561_1-1-1,2022-03-31,,2601.4516,2684.2172016243885,2326.3634044488404,2983.0348142083203,1968.5096072732922,3281.8524267922526
2022-000015420 Osisko Metals Incorporated-f1-03429014_2-1-1,2022-08-01,PEA,3020.3294,2716.0446543107682,2353.947692762623,3018.405424065669,1991.8507312144775,3320.76619382057
2022-000032649 Bunker Hill Mining Corp-f1-03446457_1-1-1,2022-08-29,,2755.775,2723.586454951674,2360.4840375129784,3026.7868076064738,1997.3816200742824,3329.9871602612734
2022-000007638 Southern Silver Exploration Corp-f1-03445449_1-1-1,2022-10-13,,2932.1446,2730.975904174962,2366.888341993885,3034.9988793708426,2002.8007798128078,3339.021854566723
2023-000029200 Silver X Mining Corp-f1-03516759_1-1-1,2022-10-31,,2755.78,2743.9043278554423,2378.0931773213983,3049.3665460068996,2012.2820267873544,3354.8287641583565
2023-000030584 Atalaya Mining plc-f1-03508573_1-1-1,2022-10-31,PEA,2645.544,2743.9043278554423,2378.0931773213983,3049.3665460068996,2012.2820267873544,3354.8287641583565
2023-000033050 Trilogy Metals Inc-f1-03491294_1-1-1,2023-01-20,FS,2535.313,2755.671893129162,2388.2919172727247,3062.4441229141376,2020.911941416287,3369.2163526991126
2023-000020073 CERRO DE PASCO RESOURCES INC. ( Genius Properties Ltd.)-f1-03518451_1-1-1,2023-01-31,PEA,2800.0,2755.017722233468,2387.7249589688,3061.7171271422912,2020.4321957041316,3368.4165320511147
2023-000029249 GoGold Resources Inc-f1-03557381_1-1-1,2023-05-17,PEA,3086.468,2757.715016986777,2390.0626564551712,3064.7146953526562,2022.4102959235652,3371.714373718536
2023-000026264 Ascendant Resources Inc-f1-06003352_1-1-1,2023-07-24,,2645.544,2764.0598729256244,2395.5616304777286,3071.76588560107,2027.0633880298324,3379.4718982765153
2024-000028186 Revival Gold Inc-f1-06219923_2-1-1,2023-09-30,FS,2755.775,2764.4821517688397,2395.927612055797,3072.235174185411,2027.3730723427539,3379.9881966019825
2023-000053453 Gold Resource Corporation-f1-06050160_2-1-1,2023-09-30,PEA,2755.775,2764.4821517688397,2395.927612055797,3072.235174185411,2027.3730723427539,3379.9881966019825
2024-000006237 First Quantum Minerals Ltd-f1-06086044_1-1-1,2023-09-30,FS,2645.544,2764.4821517688397,2395.927612055797,3072.235174185411,2027.3730723427539,3379.9881966019825
2023-000030449 Silver Tiger Metals Inc-f1-06064060_2-1-1,2023-10-27,PEA,3086.468,2767.688755500604,2398.706718593685,3075.7987496521937,2029.7246816867657,3383.9087438037827
2024-000031923 Rokmaster Resources Corp-f1-06083588_1-1-1,2023-12-29,PEA,2777.8212,2766.74422690618,2397.888112426049,3074.749072420977,2029.0319979459173,3382.7539179357746
2024-000008916 Tinka Resources Limited-f1-06113611_1-1-1,2024-02-28,,2866.006,2772.9609739711286,2403.2760567614996,3081.6578922119566,2033.5911395518701,3390.3548104527845
2024-000007580 Discovery Silver Corp-f1-06085725_1-4-1,2024-03-28,FS,2645.544,2771.8604655479444,2402.322265644881,3080.434870864168,2032.7840657418178,3389.009276180391
2024-000020943 Cornish Metals Inc-f1-06124491_1-3-1,2024-04-08,,2700.0,2770.7232735106536,2401.336681491042,3079.1710821381193,2031.9500894714306,3387.6188907655855
2024-000052252 Silver Mountain Resources Inc-f1-06149229_2-1-1,2024-05-15,PEA,2689.6364,2769.54817507212,2400.318244532075,3077.865167121203,2031.08831399203,3386.1821591702856
2024-000054671 Aardvark 2 Capital Corp-f1-06206632_1-1-1,2024-05-24,,2866.006,2768.3339066856347,2399.265859674475,3076.5157216037214,2030.1978126633153,3384.6975365218086
2024-000007638 Southern Silver Exploration Corp-f1-06158987_1-1-1,2024-06-04,PEA,2755.775,2767.0791626862674,2398.1783953216227,3075.1212945689917,2029.277627956978,3383.163426451716
2024-000032350 Atico Mining Corporation-f1-06168420_2-1-1,2024-07-02,FS,3306.93,2765.782593886921,2397.0546821570083,3073.6803866331043,2028.3267704270954,3381.5781793792876
2024-000045314 Vizsla Silver Corp-f1-06174675_2-1-1,2024-07-24,PEA,2976.237,2764.442806127596,2395.8935118869067,3072.1914484326867,2027.3442176462172,3379.9400907377776
2024-000006180 New Pacific Metals Corp-f1-06205411_2-1-1,2024-09-05,PEA,2756.0,2763.0583587762935,2394.6936359411343,3070.652878958921,2026.3289131059748,3378.247399141549
2024-000030449 Silver Tiger Metals Inc-f1-06217254_1-1-1,2024-10-22,PFS,2755.775,2761.627763179948,2393.4537641305037,3069.0630238360313,2025.2797650810594,3376.4982844921146
2025-000025425 Blue Moon Metals Inc-f1-06337712_3-1-1,2025-03-03,PEA,2755.775,2762.024450462144,2393.797565956881,3069.5038719061613,2025.570681451618,3376.9832933501784
2025-000025425 Blue Moon Metals Inc-f1-06269952_2-1-1,2025-03-03,PEA,2755.775,2762.024450462144,2393.797565956881,3069.5038719061613,2025.570681451618,3376.9832933501784
2025-000008811 Foran Mining Corporation-f1-06252011_1-1-1,2025-03-12,FS,2667.5902,2762.232765477549,2393.978108883192,3069.735377368126,2025.7234522888348,3377.237989258703
2025-000029200 Silver X Mining Corp-f1-06348374_1-1-1,2025-05-31,PEA,2717.95,2765.387517660134,2396.7122766037583,3073.241328967406,2028.0370355473822,3381.0951402746773
2025-000053244 Canadian Copper Inc-f1-06307870_1-1-1,2025-07-07,PEA,2866.006,2766.9687682488056,2398.0827184221484,3074.998610588707,2029.1966685954912,3383.028452928608
2025-000020943 Cornish Metals Inc-f1-06343317_1-3-1,2025-09-29,PEA,2900.0,2763.6675271904323,2395.221591393078,3071.329862396027,2026.7756555957242,3378.9921976016212
