report_id,effective_date,report_type,cad_rate,knn_mean,band1_low,band1_high,band2_low,band2_high
2009-000011769 Fronteer Development Group Inc-f1-01488718_3-1-1,2009-08-01,PEA,1.136,1.1122609999999997,1.0577481836209093,1.18456214129176,1.0037208672418183,1.2573487825835197
2009-000005589 International Wayside Gold Mines Ltd-f1-01488666_1-1-1,2009-08-17,PFS,1.1765,1.1122609999999997,1.0569537030799205,1.1824215434772543,1.0041858061598412,1.2551214869545084
2009-000008250 Northland Resources Inc-f1-01487781_2-1-1,2009-10-20,PEA,1.25,1.106715,1.0535080376834516,1.176871109462909,1.0027288753669032,1.2494550189258187
2009-000004771 0373849 B.C. Ltd-f1-01518222_1-1-1,2009-12-14,PFS,1.1111,1.1007840000000002,1.0480916174664554,1.1713056451615427,0.9984122349329105,1.2448402903230855
2009-000024083 Avanti Mining Inc-f1-01516189_1-1-1,2009-12-15,PFS,1.087,1.1007840000000002,1.0480916174664554,1.1713056451615427,0.9984122349329105,1.2448402903230855
2010-000005466 MDN INC-f1-01545636_1-1-1,2010-01-25,PEA,1.1111,1.0980409999999998,1.0422808146183136,1.1658332706341845,0.9932671292366273,1.2403720412683694
2010-000002968 Kinross Gold Corporation-f1-01592433_2-2-1,2010-02-18,FS,1.15,1.0950110000000002,1.0422808146183136,1.1658332706341847,0.9932671292366273,1.2403720412683694
2010-000011539 Alexis Minerals Corporation-f1-01571168_1-1-1,2010-04-01,PEA,1.05,1.0878050000000001,1.037509044807623,1.160207279148906,0.9889608896152453,1.2343573582978118
2010-000014169 Rusoro Mining Ltd-f1-01579192_1-1-1,2010-04-21,PFS,1.0309,1.083529,1.0353222237807669,1.1576163483508197,0.9869976475615335,1.2315858967016395
2010-000002178 Silver Standard Resources Inc-f1-01592513_3-1-1,2010-06-01,PEA,1.087,1.0805190000000002,1.033622923293654,1.1539362526943813,0.985911746587308,1.2265384053887627
2010-000005241 Oromin Explorations Ltd-f1-01647230_1-7-1,2010-06-02,FS,1.05,1.0805190000000002,1.033622923293654,1.1539362526943813,0.985911746587308,1.2265384053887627
2010-000005974 Sona Resources Corp. ( J-Pacific Gold Inc.)-f1-01597225_2-1-1,2010-06-10,PEA,1.08,1.0792380000000001,1.0324736706100277,1.1500569092620263,0.9856617412200551,1.220828218524052
2010-000027114 Treasury Metals Inc-f1-01625565_1-1-1,2010-07-09,PEA,1.0,1.078446,1.0320606281216544,1.1469610480054315,0.986311156243309,1.2161119960108626
2010-000011215 Western Coal Corp-f1-01608130_1-1-1,2010-07-16,PFS,1.0526,1.07668,1.0320547133049558,1.1443228155400726,0.9873472266099117,1.2118834310801456
2010-000002950 Tyhee Development Corp-f1-01633185_1-1-1,2010-07-22,PFS,1.0753,1.07668,1.0320547133049558,1.1443228155400726,0.9873472266099117,1.2118834310801456
2010-000003958 OPAWICA EXPLORATIONS INC-f1-01622819_1-1-1,2010-08-16,PEA,1.087,1.0749140000000001,1.0320547133049558,1.1443228155400726,0.9873472266099119,1.2118834310801454
2010-000026016 Quest Rare Minerals Ltd-f1-01638664_1-1-1,2010-09-24,PEA,1.042,1.074526,1.0325639161405207,1.134305261652874,0.9917952322810407,1.195277923305748
2010-000030716 Royal Nickel Corporation-f1-01661095_1-1-1,2010-09-30,PEA,1.1111,1.0730499999999998,1.0327660047403149,1.1313569337338234,0.99317800948063,1.1903598674676474
2011a-000010750 Geologix Explorations Inc-f1-01696761_1-8-1,2010-10-08,PEA,1.1,1.0730499999999998,1.032766004740315,1.1313569337338234,0.99317800948063,1.1903598674676472
2010-000005311 Mountain Province Diamonds Inc-f1-01672665_1-1-1,2010-12-01,FS,1.0753,1.06866,1.0339041561960673,1.121178595466467,0.9982573123921348,1.1728061909329344
2011a-000017484 Almaden Minerals Ltd-f1-01690925_1-1-1,2010-12-10,PEA,1.0526,1.06866,1.0342922664667729,1.119534251649179,0.9994303329335459,1.1699143032983585
2011a-000024083 Avanti Mining Inc-f1-01692252_1-1-1,2010-12-15,FS,1.087,1.06866,1.0342922664667729,1.119534251649179,0.9994303329335459,1.1699143032983585
2011a-000005689 Capstone Mining Corp-f1-01723434_2-1-1,2010-12-15,PFS,1.16,1.06866,1.0342922664667729,1.119534251649179,0.9994303329335459,1.1699143032983585
2011a-000007891 Canada Lithium Corp-f1-01684820_1-1-1,2011-01-05,FS,1.1,1.06866,1.0344424005198483,1.117633242147956,1.0003731010396966,1.1667547842959116
2011a-000001108 Wesdome Gold Mines Ltd-f1-01686400_1-1-1,2011-01-12,PFS,1.06,1.06866,1.0344424005198483,1.117633242147956,1.0003731010396968,1.1667547842959118
2011a-000008626 Baffinland Iron Mines Corporation-f1-01703743_1-1-1,2011-01-13,FS,1.07,1.06866,1.0344424005198483,1.117633242147956,1.0003731010396968,1.1667547842959118
2011a-000005795 Bard Ventures Ltd-f1-01704876_1-1-1,2011-01-21,PEA,1.0526,1.06879,1.0344424005198483,1.117633242147956,1.0003731010396966,1.1667547842959118
2011a-000017609 UEX Corporation-f1-01700996_1-1-1,2011-02-15,PEA,1.05,1.0690819999999999,1.0329229625069094,1.1150565256415894,0.9989722250138182,1.1632393512831782
2011a-000020823 Equinox Minerals Limited-f1-01709025_1-1-1,2011-03-07,FS,1.15,1.0666250000000002,1.0321516335839251,1.1142075557708526,0.998306867167851,1.1624187115417055
2011a-000005504 Largo Resources Ltd-f1-01726780_2-1-1,2011-03-28,PEA,1.0,1.064565,1.0321516335839251,1.1142075557708526,0.998306867167851,1.1624187115417055
2011a-000005437 Prodigy Gold Inc-f1-01745481_2-1-1,2011-03-29,PEA,1.0526,1.064565,1.0321516335839251,1.1142075557708526,0.998306867167851,1.1624187115417055
2011a-000002563 SEMAFO INC-f1-01722229_1-1-1,2011-03-31,FS,1.0204,1.064565,1.0321516335839251,1.1142075557708526,0.998306867167851,1.1624187115417055
2011a-000002470 Fortune Minerals Limited-f1-01722811_1-1-1,2011-03-31,FS,1.0526,1.064565,1.0321516335839251,1.1142075557708526,0.998306867167851,1.1624187115417055
2011a-000002301 KWG Resources Inc-f1-01751599_1-1-1,2011-03-31,PEA,1.0,1.064565,1.0321516335839251,1.1142075557708526,0.998306867167851,1.1624187115417055
2011a-000010633 Adriana Resources Inc-f1-01729127_1-1-1,2011-04-08,PEA,1.05,1.063982,1.0321516335839251,1.1142075557708526,0.998306867167851,1.1624187115417055
2011b-000000880 NovaGold Resources Inc-f1-01801094_1-1-1,2011-07-11,PFS,1.1,1.0351969999999997,1.015711552101457,1.0955131852047963,0.9818800042029144,1.1414832704095925
2011b-000000523 Shore Gold Inc-f1-01792961_1-1-1,2011-07-14,FS,1.0582,1.0351969999999997,1.0106301927269352,1.0885361293664906,0.9779772854538704,1.133789158732981
2011b-000008020 Molycor Gold Corporation-f1-01802532_1-1-1,2011-09-15,PEA,1.0,1.034265,1.0020742317629865,1.0771975401717921,0.9713044635259724,1.121551080343584
2011b-000002073 Brigus Gold Corp. ( Apollo Gold Corporation)-f1-01811010_1-1-1,2011-10-06,PFS,1.0417,1.034265,1.002534795373418,1.0760352084234683,0.9738775907468356,1.1208784168469357
2011b-000026608 Argex Mining Inc-f1-01839678_3-1-1,2011-10-12,PEA,1.0,1.034265,1.002534795373418,1.0760352084234683,0.9738775907468356,1.1208784168469357
2011b-000019195 Stikine Energy Corp. ( Stikine Gold Corporation)-f1-01827609_1-1-1,2011-10-25,PEA,1.0309,1.033265,1.0023310230509739,1.0745388233663773,0.9742610461019476,1.1186766467327545
2012-000005206 Alderon Iron Ore Corp-f1-01874410_1-1-1,2011-10-26,PEA,1.0,1.033265,1.0023310230509739,1.0745388233663773,0.9742610461019476,1.1186766467327545
"2011b-000002881 Auriga Gold Corp. (, Ursa Major International Inc.)-f1-01840782_1-1-1",2011-10-31,PEA,1.0309,1.033265,1.0023310230509739,1.074538823366377,0.9742610461019476,1.1186766467327545
"2011b-000023134 General Moly, Inc-f1-01825783_1-1-1",2011-11-11,PFS,1.06,1.0285189999999997,1.0020205615336117,1.0731310403060026,0.9744311230672238,1.1166520806120055
2012-000007619 Orbite Aluminae Inc-f1-01848436_1-1-1,2011-11-23,PEA,1.0,1.0269369999999998,1.001644878234862,1.0715728290449342,0.9744254564697234,1.1142813580898685
2011b-000006077 Stratabound Minerals Corp-f1-01836274_1-1-1,2011-11-23,PEA,1.023,1.0269369999999998,1.001644878234862,1.0715728290449342,0.9744254564697234,1.1142813580898685
2011b-000014892 Hudson Resources Inc-f1-01842871_1-1-1,2011-11-25,PEA,1.009,1.0269369999999998,1.00137586222516,1.0701440292368654,0.9744878244503201,1.112024158473731
2011b-000010348 Hard Creek Nickel Corporation-f1-01837196_2-1-1,2011-12-02,PEA,1.0526,1.026355,1.0013242716393378,1.0690080077023674,0.9748660432786757,1.1102335154047347
2012-000019195 Stikine Energy Corp. ( Stikine Gold Corporation)-f1-01850619_1-1-1,2011-12-12,PEA,1.0309,1.026355,1.0012726810535153,1.0678719861678692,0.975244262107031,1.1084428723357385
2011b-000030716 Royal Nickel Corporation-f1-01840899_1-1-1,2011-12-16,PFS,1.1111,1.026808,1.0016659035598523,1.0672732846062758,0.9760375071197048,1.1072522692125517
2011b-000009470 Rainy River Resources Ltd-f1-01844107_2-1-1,2011-12-23,PEA,1.05,1.027261,1.0016659035598525,1.067273284606276,0.9760375071197048,1.1072522692125517
2012-000002894 Abacus Mining & Exploration Corp-f1-01846955_1-1-1,2012-01-06,FS,1.087,1.0284509999999998,1.0022276854901935,1.0668001740877375,0.9770096709803868,1.1061546481754747
2012-000009698 Virgin Metals Inc-f1-01912517_1-1-1,2012-01-10,PEA,1.0,1.028451,1.0022276854901935,1.0668001740877375,0.9770096709803868,1.1061546481754747
2012-000004922 CORAL GOLD RESOURCES LTD-f1-01853597_1-1-1,2012-01-15,PEA,1.0,1.028451,1.0028330701038688,1.0663734269671574,0.9780244402077374,1.1051051539343146
2012-000030615 Coalspur Mines Limited-f1-01853056_1-1-1,2012-01-26,FS,1.0,1.028451,1.0028330701038688,1.0663734269671574,0.9780244402077374,1.1051051539343146
2012-000016212 Commerce Resources Corp-f1-01930452_1-1-1,2012-03-06,PEA,1.0,1.0288969999999997,1.006536605457819,1.067751161947744,0.984414610915638,1.1068437238954882
2012-000029557 Yellowhead Mining Inc-f1-01882029_1-1-1,2012-03-29,FS,1.0,1.0287769999999998,1.0061499962955176,1.0664692133140958,0.9846897925910352,1.1053282266281923
2013-000029557 Yellowhead Mining Inc-f1-02012574_1-1-1,2012-03-29,FS,1.0,1.0287769999999998,1.0061499962955176,1.0664692133140958,0.9846897925910352,1.1053282266281923
2012-000006065 Victoria Gold Corp. ( Victoria Resource Corporation)-f1-01888118_1-1-1,2012-04-05,FS,1.087,1.0287769999999998,1.005545868218786,1.065541173639682,0.9845078364375723,1.1044984472793644
2012-000022477 Guyana Goldfields Inc-f1-01888138_1-1-1,2012-04-09,FS,1.0,1.0287769999999998,1.005545868218786,1.065541173639682,0.9845078364375723,1.1044984472793644
2012-000002319 Globex Mining Enterprises Inc-f1-01890658_2-1-1,2012-04-16,PEA,1.0593,1.0287769999999998,1.0049218724140951,1.0645175566851925,0.9842028448281903,1.1033942133703853
2012-000005760 Sunridge Gold Corp-f1-01928370_5-1-1,2012-05-14,FS,1.0,1.0244849999999999,1.0049218724140951,1.0645175566851925,0.9842028448281903,1.103394213370385
2012-000004904 Cadillac Ventures Inc-f1-01928596_2-1-1,2012-05-15,PEA,1.0101,1.021933,1.0049218724140951,1.0645175566851925,0.9842028448281903,1.103394213370385
2012-000007531 Seabridge Gold Inc-f1-01928341_1-1-1,2012-06-22,PFS,1.0417,1.0181879999999999,1.000314720886485,1.0599342250888528,0.9799902417729702,1.099229250177705
2012-000003092 Aurizon Mines Ltd-f1-01933993_2-1-1,2012-07-01,FS,1.0,1.019021,0.999288636338757,1.059055159497816,0.9790618726775137,1.0985949189956314
2013-000017100 Typhoon Exploration Inc-f1-02057960_1-1-1,2012-08-03,PEA,1.02,1.0193370000000002,0.9989334985209896,1.057133064459352,0.979481597041979,1.0958807289187036
2012-000001053 Advanced Explorations Inc-f1-01963181_2-1-1,2012-08-10,FS,1.0526,1.0193370000000002,0.9989334985209896,1.057133064459352,0.979481597041979,1.0958807289187036
2012-000030431 Northern Graphite Corporation-f1-01949755_1-1-1,2012-08-23,FS,1.0,1.0184380000000002,0.9989334985209896,1.057133064459352,0.979481597041979,1.0958807289187038
2012-000032112 Azumah Resources Limited-f1-01968714_1-1-1,2012-08-27,FS,1.0363,1.0184380000000002,0.9989905987472305,1.0577473662048846,0.9795889974944609,1.0971025324097692
2012-000030788 BacTech Environmental Corporation-f1-01968980_1-1-1,2012-08-27,PEA,1.02,1.0184380000000002,0.9989905987472305,1.0577473662048846,0.9795889974944609,1.0971025324097692
2012-000007531 Seabridge Gold Inc-f1-01958851_2-1-1,2012-09-05,PFS,1.0201,1.017539,0.9989660181417971,1.0582751098513694,0.9796163362835942,1.0982345197027383
2012-000005904 Oceanic Iron Ore Corp-f1-01976689_2-1-1,2012-09-19,PFS,1.0,1.0174500000000002,0.9990276345302329,1.0588650679466687,0.9798476690604657,1.0995225358933374
2012-000006087 Gabriel Resources Ltd-f1-01978475_1-1-1,2012-10-01,FS,1.0,1.017668,0.999027634530233,1.0588650679466687,0.9798476690604657,1.0995225358933376
2012-000011411 Focus Graphite Inc-f1-01974976_1-1-1,2012-10-30,PEA,1.0,1.0182559999999998,0.9996439011119784,1.0614798784676822,0.9806229022239572,1.1042948569353643
2012-000032329 Copper North Mining Corp-f1-01988874_1-1-1,2012-10-31,FS,1.0,1.0182559999999998,0.9996439011119784,1.0614798784676822,0.9806229022239572,1.1042948569353643
2012-000026199 Plains Creek Phosphate Corporation-f1-01987090_3-1-1,2012-11-02,FS,1.0237,1.0182559999999998,0.9996439011119784,1.0614798784676822,0.9806229022239572,1.1042948569353643
2012-000002470 Fortune Minerals Limited-f1-01992125_2-1-1,2012-11-28,FS,1.0526,1.019398,0.999809820829545,1.0624311214222781,0.9806500416590899,1.1058926428445561
2012-000009131 Euromax Resources Ltd-f1-01995793_2-1-1,2012-12-05,PEA,1.007,1.019942,0.9996012199981333,1.0633425048956917,0.9800788399962667,1.107561409791384
2012-000031138 Black Iron Inc-f1-01998946_1-1-1,2012-12-17,FS,1.026,1.019942,0.9996012199981333,1.063342504895692,0.9800788399962667,1.1075614097913835
2013-000005779 Great Quest Metals Ltd-f1-02013334_1-1-1,2012-12-20,PEA,1.0225,1.019942,0.9996012199981333,1.063342504895692,0.9800788399962667,1.1075614097913835
2013-000005861 Coventry Resources Inc-f1-02008101_1-1-1,2013-01-01,PEA,1.0079,1.0188279999999998,0.9997881008968609,1.0630366263423163,0.980170301793722,1.1066673526846322
2013-000023684 Western Copper and Gold Corporation-f1-02014531_1-1-1,2013-01-25,FS,1.0526,1.0192080000000001,1.000913037101189,1.0632684580793381,0.9811378742023779,1.1058487161586763
2013-000005255 Champion Iron Mines Limited ( Champion Minerals Inc.)-f1-02018273_1-1-1,2013-01-25,PFS,1.0,1.0192080000000001,1.000913037101189,1.0632684580793381,0.9811378742023779,1.1058487161586763
2013-000005636 Stornoway Diamond Corporation-f1-02034473_1-1-1,2013-02-28,FS,1.0101,1.021079,1.0019989835481156,1.0634642831618475,0.9818896670962314,1.104820266323695
2013-000021345 Deer Horn Metals Inc-f1-02040985_1-1-1,2013-03-12,PEA,1.0044,1.02359,1.0030275651384948,1.0635720249925538,0.9823504302769897,1.1034393499851078
2013-000008311 AUGYVA MINING RESOURCES INC-f1-02055877_1-1-1,2013-03-22,PEA,1.0526,1.0257450000000001,1.0036054852821397,1.064105712019524,0.9825966705642797,1.1035971240390485
2013-000004818 New Gold Inc-f1-02090330_2-1-1,2013-04-10,FS,1.07,1.0257450000000001,1.0036054852821397,1.0641057120195239,0.9825966705642795,1.1035971240390483
2013-000026555 Century Iron Mines Corporation-f1-02058564_3-1-1,2013-05-08,PEA,1.0,1.027796,1.003987750556034,1.066254059627346,0.9814747011120675,1.1060073192546918
2013-000001146 Moss Lake Gold Mines Ltd-f1-02110849_2-1-1,2013-05-31,PEA,1.0033,1.027924,1.0039452785270742,1.067293125230389,0.9806162570541481,1.1073119504607782
2013-000026979 El Tigre Silver Corp-f1-02097813_1-1-1,2013-06-01,PFS,1.0,1.027924,1.0039452785270742,1.067293125230389,0.9806162570541481,1.1073119504607782
2013-000008209 El Nino Ventures Inc-f1-02086368_1-1-1,2013-06-04,PEA,1.0,1.027924,1.003001373489402,1.068274537387435,0.9782253469788047,1.1087716747748697
2013-000025789 Cap-Ex Iron Ore Ltd-f1-02092220_1-1-1,2013-06-27,PEA,1.0,1.028467,1.0004050147621504,1.0696966301786723,0.9724826295243008,1.111065860357345
2013-000030716 Royal Nickel Corporation-f1-02087466_1-1-1,2013-07-25,FS,1.1111,1.028814,0.9988145075664494,1.0704475379778107,0.9690324151328988,1.1122984759556216
2013-000030716 Royal Nickel Corporation-f1-02087466_1-2-1,2013-07-25,FS,1.1111,1.028814,0.9988145075664494,1.0704475379778107,0.9690324151328988,1.1122984759556216
2013-000013198 Nevada Copper Corp-f1-02132890_1-1-1,2013-08-22,FS,1.0,1.028621,0.9943032279120324,1.0755000708746618,0.9569740558240648,1.1193677417493237
2013-000010461 Rockex Mining Corporation ( Enviropave International Ltd.)-f1-02120475_1-1-1,2013-08-27,PEA,1.0526,1.028495,0.9943032279120324,1.0755000708746618,0.9569740558240648,1.1193677417493237
2013-000010148 Matamec Explorations Inc-f1-02122328_1-1-1,2013-09-04,FS,1.0,1.028495,0.9943032279120324,1.0755000708746618,0.9569740558240649,1.1193677417493235
2013-000025437 West Kirkland Mining Inc-f1-02112513_1-1-1,2013-09-13,PEA,1.0,1.030488,0.9941556445855252,1.0788354921288665,0.9548274891710502,1.1241871842577331
2018-000039713 BlackRock Metals Inc-f1-02755090_1-1-1,2013-09-20,FS,1.05,1.0324810000000002,0.994155644585525,1.0788354921288665,0.9548274891710502,1.1241871842577331
"2013-000029836 Silver Bull Resources, Inc-f1-02133395_2-1-1",2013-09-30,PEA,1.0,1.0339740000000002,0.9941556445855252,1.0788354921288665,0.9548274891710502,1.124187184257733
2013-000031410 Flinders Resources Limited-f1-02110081_1-2-1,2013-10-11,PEA,1.0314,1.038071,0.9941556445855252,1.0788354921288665,0.9548274891710502,1.124187184257733
2013-000003556 Arianne Phosphate Inc-f1-02134296_1-1-1,2013-10-15,FS,1.05,1.038071,0.9948222631320794,1.080529177061306,0.9551769262641588,1.1265907541226121
2013-000026016 Quest Rare Minerals Ltd-f1-02144994_1-1-1,2013-10-23,PFS,1.05,1.038071,0.9955010558603876,1.082236011979755,0.9555381117207752,1.12900802395951
2013-000018439 Endeavour Mining Corporation-f1-02143581_3-1-1,2013-10-31,FS,1.0,1.038071,0.9979652298526327,1.0860393173765215,0.9581781597052654,1.1343263347530428
2014-000024639 Carlisle Goldfields Limited-f1-02156870_1-1-1,2013-12-02,PEA,1.0204,1.0384589999999998,1.0037113575612222,1.0934084060759761,0.9649745151224444,1.144368612151952
2013-000030431 Northern Graphite Corporation-f1-02144783_1-1-1,2013-12-06,PEA,1.05,1.0384589999999998,1.0037113575612222,1.0934084060759761,0.9649745151224444,1.1443686121519523
2014-000025546 Argonaut Gold Inc-f1-02160128_1-1-1,2013-12-17,PFS,1.05,1.040933,1.0037113575612222,1.0934084060759761,0.9649745151224444,1.1443686121519523
2014-000026380 Confederation Minerals Ltd-f1-02290902_1-1-1,2013-12-17,PEA,1.01,1.040933,1.0037113575612222,1.0934084060759761,0.9649745151224444,1.1443686121519523
2014-000004818 New Gold Inc-f1-02156614_1-1-1,2014-01-14,FS,1.0526,1.050495,1.0141646432301528,1.1042466158429742,0.9749685864603055,1.1551325316859482
2014-000004818 New Gold Inc-f1-02164189_2-1-1,2014-01-16,FS,1.05,1.050495,1.0141646432301528,1.1042466158429742,0.9749685864603055,1.1551325316859482
2014-000010711 DNI Metals Inc-f1-02155474_1-1-1,2014-01-17,PEA,1.05,1.050495,1.0141646432301528,1.1042466158429742,0.9749685864603055,1.1551325316859482
2014-000024639 Carlisle Goldfields Limited-f1-02197097_2-1-1,2014-02-27,PEA,1.1111,1.071302,1.0295356430693374,1.1189992884208029,0.9893745861386748,1.1683018768416062
2014-000004686 Clifton Star Resources Inc-f1-02213823_1-1-1,2014-03-26,PFS,1.0526,1.076018,1.0326470875880234,1.1218293631451957,0.9923938751760468,1.1707584262903912
2014-000019932 New Millennium Iron Corp-f1-02207608_1-1-1,2014-03-27,FS,1.0,1.076018,1.0326470875880234,1.1218293631451957,0.9923938751760468,1.1707584262903912
2014-000002470 Fortune Minerals Limited-f1-02205231_1-1-1,2014-04-02,FS,1.1364,1.078395,1.0354824237496998,1.1260467619100125,0.9947513474993993,1.1758800238200249
2014-000009674 Mustang Minerals Corp-f1-02213716_1-1-1,2014-04-30,PEA,1.111,1.0806090000000002,1.0384882511488862,1.13040310047147,0.9971132022977723,1.1809429009429402
2014-000019932 New Millennium Iron Corp-f1-02207618_2-1-1,2014-05-01,FS,1.1111,1.0806090000000002,1.0384882511488862,1.13040310047147,0.9971132022977723,1.1809429009429402
2014-000004087 Gold Bullion Development Corp-f1-02225064_1-1-1,2014-05-06,PFS,1.1111,1.0825310000000001,1.0397631890364167,1.1331136074648218,0.9980828780728332,1.1847837149296436
2014-000027813 Nemaska Lithium Inc-f1-02228857_1-1-1,2014-05-13,FS,1.1111,1.0825310000000001,1.0397631890364167,1.1331136074648218,0.9980828780728332,1.1847837149296436
2014-000031007 Lexam VG Gold Inc-f1-02221767_1-1-1,2014-06-05,PEA,1.1111,1.0836270000000003,1.0403419961069342,1.1383469826571482,0.9964778922138686,1.192487865314296
2014-000011411 Focus Graphite Inc-f1-02242397_1-1-1,2014-06-25,FS,1.0989,1.086993,1.0401696106194203,1.1396949002966907,0.9955921212388411,1.1946427005933815
2014-000034782 Minco Plc-f1-02235323_1-1-1,2014-07-10,PEA,1.1053,1.087104,1.038863004064724,1.1424593613033718,0.992549008129448,1.1997417226067433
2014-000027138 Golden Predator Mining Corp. ( Northern Tiger Resources Inc.)-f1-02281138_1-1-1,2014-07-22,PEA,1.09,1.0860189999999998,1.038863004064724,1.1424593613033718,0.992549008129448,1.1997417226067433
2014-000014472 ATAC Resources Ltd-f1-02257788_1-1-1,2014-07-23,PEA,1.087,1.0860189999999998,1.038863004064724,1.1424593613033718,0.992549008129448,1.1997417226067433
