report_id,effective_date,report_type,au_price_usd_troy_oz,knn_mean,band1_low,band1_high,band2_low,band2_high
2012-000005434 PMI Gold Corporation-f1-01858050_1-1-1,2012-01-30,PFS,1300.0,1273.6198033095206,1080.161084024062,1456.7399639578753,886.7023647386031,1639.8601246062299
2012-000031474 Aureus Mining Inc-f1-01872740_1-1-1,2012-02-02,PFS,1350.0,1274.1204927085462,1081.9877063573615,1453.4838890057717,889.8549200061768,1632.8472853029973
2014-000035262 Chaparral Gold Corp-f1-02154595_2-1-1,2012-02-02,PEA,1300.0,1274.1204927085462,1081.9877063573615,1453.4838890057717,889.8549200061768,1632.8472853029973
2012-000029807 Minera IRL Limited-f1-01859776_1-1-1,2012-02-14,FS,1250.0,1275.1102421398132,1082.8282051352508,1454.6129697016179,890.5461681306881,1634.1156972634226
2012-000008330 Queenston Mining Inc-f1-01883856_1-1-1,2012-02-16,,1275.0,1275.2910247071175,1082.9817263418133,1454.8192018048558,890.6724279765094,1634.3473789025943
2012-000006208 Cassidy Gold Corp-f1-01864885_1-1-1,2012-02-28,PEA,1275.0,1284.4370794562976,1106.6060655222273,1457.1888322226932,928.775051588157,1629.9405849890886
2012-000004927 LEVON RESOURCES LTD-f1-01871272_1-1-1,2012-03-12,PEA,1384.77,1308.6484244844619,1125.949077125454,1481.8049875952343,943.2497297664462,1654.9615507060068
2012-000004818 New Gold Inc-f1-01877712_2-1-1,2012-03-23,FS,1200.0,1314.3544963127188,1151.8420934083556,1477.5251516210556,989.3296905039922,1640.6958069293926
2012-000029557 Yellowhead Mining Inc-f1-01882029_1-1-1,2012-03-29,FS,1250.0,1315.2012614316257,1161.4217202900597,1484.6024709335995,1007.6421791484936,1654.0036804355732
2013-000029557 Yellowhead Mining Inc-f1-02012574_1-1-1,2012-03-29,FS,1250.0,1315.2012614316257,1161.4217202900597,1484.6024709335995,1007.6421791484936,1654.0036804355732
2012-000001691 HudBay Minerals Inc-f1-01884181_1-1-1,2012-03-29,,1100.0,1315.2012614316257,1161.4217202900597,1484.6024709335995,1007.6421791484936,1654.0036804355732
2012-000033030 Intergeo MMC Ltd-f1-01908033_1-3-1,2012-03-31,PEA,1100.0,1314.8122062727064,1161.078155297225,1484.1633044978614,1007.3441043217438,1653.5144027230167
2012-000016934 VMS Ventures Inc-f1-01906981_1-1-1,2012-04-02,,1700.0,1314.0680696003235,1160.4210265979802,1483.3233211622849,1006.7739835956368,1652.5785727242462
2012-000006065 Victoria Gold Corp. ( Victoria Resource Corporation)-f1-01888118_1-1-1,2012-04-05,FS,1325.0,1313.7246259788321,1160.117740026265,1482.9356411439906,1006.5108540736978,1652.146656309149
2012-000022477 Guyana Goldfields Inc-f1-01888138_1-1-1,2012-04-09,FS,1300.0,1315.819554601306,1159.3148800715155,1483.785668823728,1002.8102055417252,1651.75178304615
2012-000030669 Ivanhoe Australia Limited-f1-01915126_1-1-1,2012-04-16,,1600.0,1318.2772830436363,1158.7917120295058,1484.9578915511172,999.3061410153753,1651.6385000585979
2012-000008090 Huakan International Mining Inc-f1-01920382_1-1-1,2012-04-24,,1329.5729250604352,1321.0081559760551,1162.6665928932905,1483.3240196458748,1004.3250298105261,1645.6398833156945
2012-000005760 Sunridge Gold Corp-f1-01923758_4-1-1,2012-05-01,PFS,1111.0,1328.5041313289835,1167.5826434963894,1489.3699184479742,1006.6611556637956,1650.235705566965
2012-000031052 Bravada Gold Corporation-f1-01907245_1-1-1,2012-05-02,PEA,1300.0,1329.5467917639678,1168.4990066436612,1490.5388324546384,1007.4512215233547,1651.5308731453088
2012-000030469 Cerro Resources NL-f1-01930652_2-1-1,2012-05-11,FS,1341.0,1333.0267771249405,1171.557461947845,1494.440201965689,1010.0881467707496,1655.853626806438
2012-000009568 Lake Shore Gold Corp-f1-01909912_2-1-1,2012-05-14,,1600.0,1333.2536160337,1170.486203009033,1491.4422629182516,1007.7187899843664,1649.6309098028032
2012-000005760 Sunridge Gold Corp-f1-01928370_5-1-1,2012-05-14,FS,1111.0,1333.2536160337,1170.486203009033,1491.4422629182516,1007.7187899843664,1649.6309098028032
2012-000004904 Cadillac Ventures Inc-f1-01928596_2-1-1,2012-05-15,PEA,1454.887590373378,1333.3918797495153,1170.6075870951458,1491.5969314274648,1007.8232944407762,1649.8019831054144
2012-000018439 Endeavour Mining Corporation-f1-01932232_1-1-1,2012-05-25,FS,1250.0,1337.3169349272691,1174.5893475803625,1494.1715431706625,1011.8617602334562,1651.0261514140561
2012-000032019 Banks Island Gold Ltd-f1-01923938_1-1-1,2012-05-30,,1346.9347330890364,1336.882196580261,1174.2075091260338,1493.6858141337684,1011.5328216718065,1650.4894316872756
2012-000000171 Harte Gold Corp-f1-01932502_1-1-1,2012-05-31,,1490.0,1336.3853527551087,1173.7711223210863,1493.1306952344603,1011.1568918870639,1649.8760377138121
2012-000021794 Oro Mining Ltd-f1-01921628_1-1-1,2012-06-01,PEA,1500.0,1335.817531240649,1173.9300332718954,1493.1546525075182,1012.0425353031417,1650.4917737743874
2012-000007531 Seabridge Gold Inc-f1-01928341_1-1-1,2012-06-22,PFS,1330.0,1348.3859659100788,1184.6745939366986,1505.6727204809702,1020.9632219633182,1662.9594750518613
2012-000031148 Serabi Gold plc-f1-01928965_1-1-1,2012-06-28,,1400.0,1349.4311093149477,1185.5928435106866,1506.8397779507795,1021.7545777064258,1664.2484465866114
2012-000005505 ALAMOS GOLD INC-f1-01942315_1-1-1,2012-06-30,PFS,1239.0,1349.6317292137985,1184.3887913635515,1503.4991300290055,1019.1458535133044,1657.3665308442128
2012-000003092 Aurizon Mines Ltd-f1-01933993_2-1-1,2012-07-01,FS,1350.0,1349.56766493609,1184.3325708325708,1503.427761978214,1019.0974767290516,1657.287859020338
2012-000013727 MAG Silver Corp-f1-01932793_1-1-1,2012-07-01,,1257.0,1349.56766493609,1184.3325708325708,1503.427761978214,1019.0974767290516,1657.287859020338
2012-000008808 Aura Minerals Inc-f1-01957515_2-1-1,2012-07-12,PEA,1216.0,1348.9608238904088,1183.8000287197215,1502.7517368340962,1018.6392335490339,1656.5426497777835
2012-000003532 International Minerals Corporation-f1-01957606_2-1-1,2012-07-17,FS,1350.0,1347.6941755422683,1182.6884631913897,1501.3406817675477,1017.6827508405111,1654.9871879928269
2012-000026503 Witwatersrand Consolidated Gold Resources Limited-f1-01936673_2-1-1,2012-07-26,,1507.407852166954,1346.053050321149,1194.6889794289107,1492.7995976252241,1043.3249085366724,1639.546144929299
2012-000025543 Paramount Gold and Silver Corp-f1-01960208_2-1-1,2012-07-30,PEA,1384.0,1344.2321065117176,1193.0728012992538,1490.780134733053,1041.91349608679,1637.3281629543883
2013-000017100 Typhoon Exploration Inc-f1-02057960_1-1-1,2012-08-03,PEA,1518.0,1344.4445856074105,1195.213048627069,1494.3158432628438,1045.981511646727,1644.1871009182773
2012-000031687 Midas Gold Corp-f1-01962759_1-1-1,2012-08-15,PEA,1400.0,1339.392095354327,1190.9667062070212,1488.020529010458,1042.5413170597153,1636.648962666589
2012-000030788 BacTech Environmental Corporation-f1-01968980_1-1-1,2012-08-27,PEA,1396.0,1338.0278807865177,1189.7536677427665,1486.5049315316342,1041.4794546990152,1634.9819822767508
2012-000032112 Azumah Resources Limited-f1-01968714_1-1-1,2012-08-27,FS,1600.0,1338.0278807865177,1189.7536677427665,1486.5049315316342,1041.4794546990152,1634.9819822767508
2012-000004920 BRALORNE GOLD MINES LTD-f1-01970841_1-1-1,2012-08-31,,1500.0,1338.8893968215032,1190.5197144576082,1487.4620474878777,1042.1500320937132,1636.0346981542523
2012-000033770 Nord Gold N.V-f1-01971013_1-1-6,2012-09-01,PFS,1250.0,1340.4291857983185,1191.888870966992,1489.1727023557034,1043.3485561356656,1637.9162189130884
2012-000023397 Lydian International Limited-f1-01959031_3-1-1,2012-09-03,FS,1200.0,1341.1742701877592,1192.5513884659504,1490.0004665863412,1043.9285067441413,1638.826662984923
2012-000008808 Aura Minerals Inc-f1-01971153_3-1-1,2012-09-04,FS,1294.0,1342.4131214681418,1193.6529558366963,1491.3767895794317,1044.8927902052508,1640.340457690722
2012-000003339 Noront Resources Ltd-f1-01971248_1-1-1,2012-09-04,,1415.0,1342.4131214681418,1193.6529558366963,1491.3767895794317,1044.8927902052508,1640.340457690722
2012-000007531 Seabridge Gold Inc-f1-01958851_2-1-1,2012-09-05,PFS,1384.0,1342.6068540383183,1194.1973218240225,1491.8612240176071,1045.787789609727,1641.1155939968962
2012-000001767 Dundee Precious Metals Inc-f1-01959503_2-1-1,2012-09-07,,1250.0,1342.7249386525211,1194.302353561054,1491.9924358139365,1045.8797684695865,1641.2599329753518
2013-000006160 Catalyst Copper Corp-f1-02007057_1-1-1,2012-09-19,PEA,1200.0,1344.9309298694156,1195.607837607832,1491.6669243271515,1046.2847453462482,1638.4029187848873
2012-000008330 Queenston Mining Inc-f1-01979771_2-1-1,2012-09-20,,1275.0,1344.466739602347,1195.1951848023064,1491.152089511026,1045.9236300022658,1637.8374394197049
2014-000030145 Rio Alto Mining Limited-f1-02261401_2-1-1,2012-09-26,FS,1415.0,1343.9855309181935,1196.7673557577016,1489.9664916060601,1049.5491805972094,1635.9474522939265
2012-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-01965001_5-1-1,2012-09-27,FS,1415.0,1344.4148550866644,1197.149652395607,1490.4424480879882,1049.8844497045498,1636.4700410893122
2012-000006087 Gabriel Resources Ltd-f1-01978475_1-1-1,2012-10-01,FS,1200.0,1344.357416041107,1197.0985051376288,1490.3787701307324,1049.8395942341506,1636.4001242203576
2012-000024152 Premier Gold Mines Limited-f1-01967640_1-1-1,2012-10-03,,1200.0,1344.1116385791252,1196.879649773107,1490.106296823304,1049.647660967089,1636.1009550674828
2012-000000834 Agnico-Eagle Mines Limited-f1-01976039_3-1-1,2012-10-14,,1342.0,1345.4230792314615,1203.0658265852744,1496.513135010407,1060.7085739390873,1647.6031907893525
2012-000003441 Golden Queen Mining Co. Ltd-f1-01973024_1-1-1,2012-10-17,FS,1749.0,1345.7592334073847,1203.366412778391,1496.8870390614252,1060.973592149397,1648.0148447154656
2014-000008250 Northland Resources S.A-f1-02180596_1-1-1,2012-10-24,FS,1350.0,1345.5837279138252,1202.206840666528,1493.4453073845061,1058.8299534192306,1641.3068868551868
2012-000008502 Entree Gold Inc-f1-01983697_3-1-1,2012-10-24,PEA,1200.0,1345.5837279138252,1202.206840666528,1493.4453073845061,1058.8299534192306,1641.3068868551868
2012-000031649 ADR Capital Corp-f1-01983556_1-1-1,2012-10-26,PEA,1200.0,1345.2979509491338,1201.951514286809,1493.1281273696,1058.6050776244842,1640.958303790066
2012-000007910 ABCOURT MINES INC-f1-01991939_1-1-1,2012-11-05,,1436.0,1344.9713487037716,1201.0917374024905,1485.9239859474417,1057.2121261012094,1626.8766231911118
2012-000003827 Wildcat Silver Corporation-f1-01981481_3-1-1,2012-11-12,PEA,1525.0,1354.638137443868,1209.7244120643968,1496.6038515593295,1064.8106866849257,1638.569565674791
2012-000009131 Euromax Resources Ltd-f1-01995793_2-1-1,2012-12-05,PEA,1274.0,1381.0894418273017,1234.8620118300914,1528.6783611242272,1088.634581832881,1676.267280421153
2012-000026619 Crazy Horse Resources Inc-f1-01922019_3-1-1,2012-12-06,PFS,1000.0,1381.435839341982,1235.1717333578333,1529.0617761073572,1088.9076273736846,1676.6877128727324
2013-000003840 Crocodile Gold Corp-f1-02012009_1-1-1,2012-12-07,PEA,1465.1,1387.9307491369505,1240.9789730145626,1536.250758775913,1094.027196892175,1684.5707684148756
2013-000030715 Chieftain Metals Inc-f1-02009167_1-1-1,2012-12-12,,1455.0,1389.2544762672946,1244.7044720436493,1539.699559467591,1100.1544678200041,1690.144642667887
2013-000003240 ST ANDREW GOLDFIELDS LTD-f1-02028107_2-1-1,2012-12-31,,1400.0,1394.070231756505,1256.420824203685,1540.7038947983403,1118.771416650865,1687.3375578401756
2013-000012585 Scorpio Mining Corporation-f1-02063975_1-1-1,2012-12-31,PEA,1400.0,1394.070231756505,1256.420824203685,1540.7038947983403,1118.771416650865,1687.3375578401756
2013-000005861 Coventry Resources Inc-f1-02008101_1-1-1,2013-01-01,PEA,1472.0,1395.0577343128168,1257.3108215276657,1541.7952666675435,1119.5639087425147,1688.5327990222704
2013-000023684 Western Copper and Gold Corporation-f1-02014531_1-1-1,2013-01-25,FS,1485.4147767362165,1399.1962949859865,1257.5436776282422,1542.1951782233705,1115.891060270498,1685.1940614607545
2013-000004246 Vista Gold Corp-f1-02024103_1-1-1,2013-02-08,PEA,1480.0,1416.5548929047468,1274.9526504198143,1563.361813597815,1133.3504079348818,1710.1687342908833
2013-000029481 Rio Novo Gold Inc-f1-02017584_1-1-1,2013-02-20,FS,1450.0,1415.9915929543004,1275.0910633752512,1562.258731818204,1134.190533796202,1708.5258706821078
2013-000029999 St. Augustine Gold and Copper Limited-f1-02126728_1-1-1,2013-02-25,PFS,1250.0,1414.6120828715739,1273.848823670529,1560.7367230131417,1133.0855644694843,1706.8613631547096
2013-000026119 B2Gold Corp-f1-02019563_1-1-1,2013-02-25,FS,1550.0,1414.6120828715739,1273.848823670529,1560.7367230131417,1133.0855644694843,1706.8613631547096
2013-000026433 Northern Vertex Mining Corp-f1-02040622_1-1-1,2013-03-05,PEA,1500.0,1415.5905287599912,1274.729907721116,1561.8162390500997,1133.869286682241,1708.041949340208
2013-000021345 Deer Horn Metals Inc-f1-02040985_1-1-1,2013-03-12,PEA,1494.0,1414.2051434059783,1270.9037396654337,1558.5733461109955,1127.6023359248893,1702.9415488160125
2013-000022260 Brazilian Gold Corporation-f1-02041500_1-1-1,2013-03-31,PEA,1500.0,1416.325650613361,1282.6277098634887,1554.9229206650043,1148.9297691136162,1693.520190716648
2013-000004818 New Gold Inc-f1-02090330_2-1-1,2013-04-10,FS,1400.0,1418.5080650526638,1287.5809620190107,1556.0146991478714,1156.6538589853578,1693.5213332430792
2013-000015107 Colt Resources Inc-f1-02056615_1-1-1,2013-05-07,PEA,1425.0,1417.711239779342,1293.6688152562574,1557.2655505712828,1169.6263907331727,1696.819861363224
2013-000005760 Sunridge Gold Corp-f1-02080601_3-1-1,2013-05-16,FS,1400.0,1415.8612274776467,1291.2465106368268,1555.7145894253374,1166.6317937960068,1695.5679513730279
2013-000001146 Moss Lake Gold Mines Ltd-f1-02110849_2-1-1,2013-05-31,PEA,1546.0,1410.6765966642772,1290.8869899381502,1553.8061170585368,1171.0973832120233,1696.935637452796
2013-000026979 El Tigre Silver Corp-f1-02097813_1-1-1,2013-06-01,PFS,1289.0,1410.3216353461444,1290.5621706644822,1553.4151407931488,1170.80270598282,1696.5086462401532
2013-000008209 El Nino Ventures Inc-f1-02086368_1-1-1,2013-06-04,PEA,1540.0,1404.593027403612,1281.8720042498026,1549.3145308284832,1159.150981095993,1694.036034253354
2013-000004926 AVINO SILVER & GOLD MINES LTD-f1-02086857_1-1-1,2013-07-19,PEA,1347.0,1380.0603809523811,1261.2762425970934,1526.7490373218686,1142.4921042418057,1673.4376936913563
2013-000029631 Pan American Goldfields Ltd-f1-02088952_2-1-1,2013-07-24,PEA,1400.0,1378.6880544217688,1260.164324335554,1526.4321784639544,1141.6405942493393,1674.17630250614
"2013-000021638 Coeur Mining, Inc-f1-02088838_1-1-1",2013-07-26,PEA,1500.0,1378.786347910593,1260.2541676815767,1526.541005361956,1141.7219874525604,1674.295662813319
2013-000016244 Mandalay Resources Corporation-f1-02120032_3-1-1,2013-07-31,,1300.0,1378.8986833263918,1254.8601988585822,1517.2861166057173,1130.8217143907725,1655.6735498850428
2013-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-02129007_3-1-1,2013-08-01,PEA,1300.0,1378.962872099777,1254.9186135469915,1517.3567474184645,1130.874354994206,1655.7506227371518
2014-000003116 Gran Colombia Gold Corp-f1-02134822_1-12-1,2013-08-01,,1198.0,1378.962872099777,1254.9186135469915,1517.3567474184645,1130.874354994206,1655.7506227371518
2013-000008323 SEAFIELD RESOURCES LTD-f1-02091565_2-1-1,2013-08-02,PEA,1500.0,1379.0019966854595,1254.954218690403,1517.39979858052,1130.9064406953466,1655.7976004755803
2013-000013198 Nevada Copper Corp-f1-02132890_1-1-1,2013-08-22,FS,1376.0,1371.5362652665142,1253.3303032991057,1511.4140418161564,1135.124341331697,1651.2918183657985
2013-000005673 Bellhaven Copper & Gold Inc-f1-02129085_1-1-1,2013-09-01,PEA,1400.0,1370.002776972246,1252.7106480285238,1506.6629114835287,1135.4185190848016,1643.3230459948115
2013-000025437 West Kirkland Mining Inc-f1-02112513_1-1-1,2013-09-13,PEA,1525.0,1366.325100798698,1258.9384323138206,1504.4113409979805,1151.551763828943,1642.4975811972631
2013-000031524 Red Eagle Mining Corporation-f1-02125139_2-1-1,2013-10-01,,1300.0,1360.3474490053509,1254.2641394120596,1497.4243426900016,1148.1808298187686,1634.501236374652
2013-000005717 Belvedere Resources Ltd-f1-02118272_1-1-1,2013-10-02,PEA,1200.0,1360.0851321965915,1254.0222787266648,1497.1355932420424,1147.9594252567379,1634.186054287493
2013-000008938 THEMAC Resources Group Limited-f1-02135989_1-1-1,2013-10-07,FS,1350.0,1354.282589377079,1248.6722327650693,1490.7483508696673,1143.0618761530598,1627.2141123622555
2013-000018439 Endeavour Mining Corporation-f1-02143581_3-1-1,2013-10-31,FS,1300.0,1343.3880719874792,1239.1538548799467,1479.9971011640428,1134.9196377724145,1616.6061303406063
2013-000022850 Alexco Resource Corp-f1-02146314_2-1-1,2013-11-15,,1300.0,1332.7176293315447,1229.3113377204675,1468.2415820194099,1125.9050461093902,1603.765534707275
2014-000031649 Delta Gold Corporation-f1-02222286_2-1-1,2013-11-30,PEA,1350.0,1332.674862093194,1234.3740781294482,1461.052299133271,1136.0732941657025,1589.4297361733477
2014-000024639 Carlisle Goldfields Limited-f1-02156870_1-1-1,2013-12-02,PEA,1300.0,1330.5539273463912,1232.4095878045198,1458.7270533615747,1134.2652482626484,1586.9001793767584
2013-000027051 Batero Gold Corp-f1-02127976_1-2-1,2013-12-16,PEA,1400.0,1327.5596416833403,1231.1712666276323,1457.3904280605916,1134.7828915719247,1587.221214437843
2014-000025546 Argonaut Gold Inc-f1-02160128_1-1-1,2013-12-17,PFS,1250.0,1326.8482054639549,1230.51148472116,1456.609415815452,1134.1747639783655,1586.370626166949
2014-000026380 Confederation Minerals Ltd-f1-02290902_1-1-1,2013-12-17,PEA,1400.0,1326.8482054639549,1230.51148472116,1456.609415815452,1134.1747639783655,1586.370626166949
2014-000003840 Crocodile Gold Corp-f1-02214910_1-1-1,2013-12-31,,1270.6699999999998,1321.5782750894737,1229.4215761136961,1453.357428508555,1137.2648771379186,1585.1365819276361
2014-000004818 New Gold Inc-f1-02156614_1-1-1,2014-01-14,FS,1300.0,1320.7536953403508,1228.6544962108962,1452.4506270527695,1136.5552970814415,1584.1475587651885
2014-000004818 New Gold Inc-f1-02164189_2-1-1,2014-01-16,FS,1300.0,1319.288673360661,1227.2916335903,1450.8395226503715,1135.294593819939,1582.3903719400819
2014-000003827 Wildcat Silver Corporation-f1-02155649_1-1-1,2014-01-17,PFS,1250.0,1319.660288267832,1227.6373349335295,1451.2481925688026,1135.614381599227,1582.8360968697734
2014-000015722 Platinum Group Metals Ltd-f1-02175498_1-1-1,2014-02-14,,1548.84,1311.1902575644776,1227.623710886875,1436.4494933304572,1144.0571642092725,1561.708729096437
2014-000004261 Integra Gold Corp-f1-02199292_1-1-1,2014-02-28,,1275.0,1301.78244902927,1221.77925201717,1432.7447887131675,1141.7760550050698,1563.7071283970652
2014-000011649 InZinc Mining Ltd-f1-02204980_1-1-1,2014-03-17,PEA,1300.0,1299.0312263813832,1220.8080089954583,1430.0199503489298,1142.5847916095336,1561.0086743164763
2014-000001767 Dundee Precious Metals Inc-f1-02184661_1-1-1,2014-03-21,FS,1250.0,1298.1676285079204,1219.996414032178,1429.0692709787572,1141.825199556436,1559.970913449594
2014-000003851 Salazar Resources Limited-f1-02173905_1-2-1,2014-03-21,PEA,1200.0,1298.1676285079204,1219.996414032178,1429.0692709787572,1141.825199556436,1559.970913449594
2014-000004686 Clifton Star Resources Inc-f1-02213823_1-1-1,2014-03-26,PFS,1300.0,1298.7717712109595,1221.7459502330032,1429.057898906829,1144.7201292550471,1559.3440266026987
2014-000026119 B2Gold Corp-f1-02188230_1-1-1,2014-03-31,PEA,1351.0,1298.8234892655312,1221.7946010622925,1429.114805051573,1144.765712859054,1559.4061208376147
2014-000002470 Fortune Minerals Limited-f1-02205231_1-1-1,2014-04-02,FS,1350.0,1298.8825956136131,1221.8502020100518,1429.179840645566,1144.8178084064903,1559.4770856775187
2014-000002470 Fortune Minerals Limited-f1-02236003_2-1-1,2014-04-18,,1350.0,1296.934342560099,1222.7548130550629,1430.327915201093,1148.575283550027,1563.721487842087
2014-000003447 Orex Exploration Inc-f1-02197031_1-1-1,2014-04-22,,1200.0,1296.1798302191207,1224.0573355918827,1428.2665262172297,1151.9348409646445,1560.3532222153385
2014-000028199 Amara Mining plc ( Cluff Gold plc)-f1-02201531_2-1-1,2014-04-25,PEA,1250.0,1296.1977947986677,1224.0743005799673,1428.2863214701924,1151.950806361267,1560.3748481417174
2014-000009674 Mustang Minerals Corp-f1-02213716_1-1-1,2014-04-30,PEA,1650.0,1296.2417896873546,1224.1466480584102,1427.8943808893157,1152.0515064294657,1559.546972091277
2014-000024750 TriMetals Mining Inc-f1-02202566_2-1-1,2014-04-30,PEA,1300.0,1296.2417896873546,1224.1466480584102,1427.8943808893157,1152.0515064294657,1559.546972091277
2014-000028620 Avala Resources Ltd-f1-02233248_1-1-1,2014-05-01,PEA,1300.0,1294.9579011817245,1222.9341676221584,1426.4800944518142,1150.9104340625922,1558.002287721904
2014-000004087 Gold Bullion Development Corp-f1-02225064_1-1-1,2014-05-06,PFS,1285.1110703139343,1293.5983875097154,1224.744837484482,1425.354809793166,1155.8912874592488,1557.1112320766165
2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014-05-13,,1200.0,1291.2728553963461,1222.5430850103342,1422.7924160741227,1153.8133146243222,1554.3119767518992
2014-000017484 Almaden Minerals Ltd-f1-02217962_2-1-1,2014-05-13,PEA,1320.0,1291.2728553963461,1222.5430850103342,1422.7924160741227,1153.8133146243222,1554.3119767518992
2014-000025188 Rye Patch Gold Corp-f1-02212216_1-2-1,2014-05-21,PEA,1350.0,1289.0576553976036,1221.711639556125,1420.5933310770613,1154.3656237146463,1552.1290067565187
2014-000005689 Capstone Mining Corp-f1-02231705_2-1-1,2014-05-22,FS,1275.0,1289.2431188121718,1221.8874135498957,1420.797719211906,1154.5317082876193,1552.3523196116405
2014-000028675 Discovery Ventures Inc-f1-02215154_1-1-1,2014-05-26,,1101.5237745548009,1288.7520711935092,1222.0603304390718,1423.0543300946658,1155.3685896846343,1557.3565889958227
2014-000000204 GoldQuest Mining Corp-f1-02232713_1-1-1,2014-05-27,,1300.0,1288.7748321027307,1222.0819134920623,1423.0794629430611,1155.388994881394,1557.3840937833918
2014-000002432 Pan American Silver Corp-f1-02241756_2-1-1,2014-05-31,PEA,1300.0,1288.8008445704127,1222.1065798383377,1423.1081861983705,1155.4123151062627,1557.4155278263283
2014-000003840 Crocodile Gold Corp-f1-02221893_3-1-1,2014-06-01,FS,1325.1475,1288.830573104906,1222.1347699483663,1423.1410127758666,1155.4389667918263,1557.4514524468273
2014-000031007 Lexam VG Gold Inc-f1-02221767_1-1-1,2014-06-05,PEA,1300.0,1289.5124184916638,1222.7813304601004,1423.8939140140249,1156.050242428537,1558.275409536386
2014-000030613 Pretium Resources Inc-f1-02230004_2-1-1,2014-06-19,,1100.0,1289.518605155703,1201.3502168864188,1387.9219178632513,1113.181828617135,1486.3252305707995
2014-000036433 Star Gold Corp-f1-02267007_1-2-1,2014-06-30,PEA,1350.0,1289.0511993578477,1200.914769073272,1387.4188442753357,1112.7783387886961,1485.7864891928234
2014-000003277 Atna Resources Ltd-f1-02268736_1-1-1,2014-06-30,PFS,1300.0,1289.0511993578477,1200.914769073272,1387.4188442753357,1112.7783387886961,1485.7864891928234
2014-000027138 Golden Predator Mining Corp. ( Northern Tiger Resources Inc.)-f1-02281138_1-1-1,2014-07-22,PEA,1250.0,1286.8578070539581,1198.5719551998798,1383.1312962322888,1110.2861033458014,1479.4047854106193
2014-000029214 IDM Mining Ltd. (Formerly Revolution Resources Corp.)-f1-02257635_1-1-1,2014-07-23,,1250.0,1286.2246628371213,1198.0639826726015,1381.0464612722617,1109.9033025080819,1475.868259707402
2014-000014472 ATAC Resources Ltd-f1-02257788_1-1-1,2014-07-23,PEA,1250.0,1286.2246628371213,1198.0639826726015,1381.0464612722617,1109.9033025080819,1475.868259707402
2014-000008483 Alacer Gold Corp-f1-02237181_1-1-1,2014-07-29,FS,1300.0,1281.8593984228112,1193.9979231258258,1376.359385098024,1106.1364478288403,1470.859371773237
2014-000002068 SOLITARIO EXPLORATION & ROYALTY CORP-f1-02269331_2-1-1,2014-08-14,FS,1300.0,1278.8829063787714,1191.2254464227203,1373.1634630144285,1103.5679864666693,1467.444019650086
2014-000023735 Duluth Metals Limited-f1-02265653_2-1-1,2014-08-20,,1300.0,1276.9281727048005,1189.404694513535,1371.0646243735862,1101.8812163222697,1465.2010760423718
2014-000029249 GoGold Resources Inc-f1-02264712_2-1-1,2014-08-22,PEA,1250.0,1274.7424309224982,1187.3687683021508,1368.717747470258,1099.9951056818034,1462.6930640180176
"2014-000021638 Coeur Mining, Inc-f1-02257688_2-1-1",2014-08-29,FS,1350.0,1274.5733384596708,1187.211265810317,1368.536189338026,1099.8491931609633,1462.4990402163808
2014-000014910 Dynasty Metals & Mining Inc-f1-02261116_1-1-1,2014-09-17,,1300.0,1271.7298006217843,1187.0909189781382,1365.8907592623864,1102.4520373344924,1460.0517179029882
2014-000009149 Santa Fe Gold Corporation ( Azco Mining Inc.)-f1-02262315_1-1-1,2014-09-17,,1200.0,1271.7298006217843,1187.0909189781382,1365.8907592623864,1102.4520373344924,1460.0517179029882
2014-000001767 Dundee Precious Metals Inc-f1-02266641_3-1-1,2014-09-30,,1250.0,1271.9777126406661,1187.8916960015597,1367.8896060659358,1103.8056793624535,1463.8014994912055
2014-000031351 Monarques Resources Inc-f1-02268601_1-1-1,2014-10-07,,1361.0,1271.2490637141416,1187.2112155178868,1367.1060142756403,1103.173367321632,1462.962964837139
2014-000005846 ARGUS METALS CORP-f1-02266483_1-1-1,2014-10-08,PEA,1250.0,1271.2077513875902,1187.1726342053644,1367.0615868446166,1103.1375170231386,1462.915422301643
2014-000005672 Atlantic Gold Corporation (previously Spur Ventures Inc.)-f1-02268435_1-1-1,2014-10-14,PEA,1300.0,1271.1605373001032,1188.2686933618181,1368.1791527477842,1105.376849423533,1465.1977681954654
2014-000029868 Tahoe Resources Inc-f1-02274600_1-1-1,2014-11-05,,1300.0,1272.2897711965477,1188.3136207735852,1367.893763663369,1104.3374703506224,1463.4977561301905
2014-000022850 Alexco Resource Corp-f1-02296485_1-1-1,2014-11-15,,1210.0,1272.732103792987,1188.7267576714526,1368.3693345701172,1104.7214115499185,1464.0065653472475
2015-000031701 Aurvista Gold Corporation-f1-02301905_1-1-1,2014-12-09,PEA,1350.0,1274.5331576847125,1193.4593195516509,1366.774726131899,1112.3854814185895,1459.0162945790853
2014-000001122 Golden Star Resources Ltd-f1-02294323_2-1-1,2014-12-18,,1200.0,1274.842656401576,1195.1069007008523,1368.4156335247212,1115.3711450001285,1461.9886106478664
2015-000031453 Pilot Gold Inc-f1-02308581_1-1-1,2014-12-20,PEA,1200.0,1275.1963692208487,1195.438490351588,1368.795308733454,1115.680611482327,1462.3942482460595
