report_id,effective_date,report_type,au_price_usd_troy_oz,knn_mean,band1_low,band1_high,band2_low,band2_high
2007-000003532 International Minerals Corporation-f1-01168071_1-1-1,2007-10-01,,600.0,570.0865659770503,456.96671513152506,691.4937942204806,343.8468642859998,812.901022463911
2007-000002720 Orezone Resources Inc-f1-01170186_2-1-1,2007-10-01,FS,650.0,570.0865659770503,456.96671513152506,691.4937942204806,343.8468642859998,812.901022463911
2010-000001610 Eldorado Gold Corporation-f1-01529089_1-1-1,2007-10-10,FS,500.0,576.5207182125326,462.12416592439797,699.2981814967894,347.72761363626324,822.0756447810461
2007-000009568 Lake Shore Gold Corp-f1-01168008_1-1-1,2007-10-12,,600.0,577.2857130026323,462.7373660543211,700.2260917152284,348.1890191060099,823.1664704278245
2007-000026202 Mineral Deposits Limited-f1-01180806_1-2-1,2007-11-01,FS,600.0,588.0748925487123,471.3856946247137,713.3129650886751,354.6964967007151,838.551037628638
2007-000003031 Dia Bras Exploration Inc-f1-01180256_1-1-1,2007-11-09,PEA,500.0,587.395245577314,470.8409071090903,712.4885785989197,354.2865686408667,837.5819116205254
2007-000014497 European Goldfields Limited-f1-01186774_3-1-1,2007-11-22,PFS,425.0,592.18816667429,474.6827892727507,718.3022135669125,357.17741187121146,844.4162604595352
2007-000003448 Sherwood Copper Corporation-f1-01199204_1-1-1,2007-11-30,PFS,668.0,598.2679926450172,479.5562212534764,725.6768162669309,360.8444498619356,853.0856398888446
2008-000004246 Vista Gold Corp-f1-01205410_1-1-1,2008-01-09,PEA,550.0,635.8855977421539,509.7095250818032,771.3055716709898,383.53345242145247,906.7255455998259
2008-000003441 Golden Queen Mining Co. Ltd-f1-01212288_1-1-1,2008-01-23,FS,600.0,641.8582208333089,514.4970259940658,778.5501412666149,387.13583115482277,915.2420616999209
2008-000022305 Moto Goldmines Limited-f1-01209672_1-1-1,2008-01-24,FS,600.0,642.3112536168528,514.8601654106001,779.099653177779,387.40907720434745,915.8880527387053
2008-000011266 Committee Bay Resources Ltd-f1-01213169_1-1-1,2008-02-01,,821.9699999999998,643.4207216581848,515.749486430684,780.4453966336908,388.0782512031831,917.470071609197
2008-000008483 Anatolia Minerals Development Limited-f1-01213214_1-1-1,2008-02-04,PEA,574.0,648.5977412716074,519.8992520769989,786.7249288115875,391.2007628823904,924.8521163515676
2008-000005820 Amarillo Gold Corp-f1-01234642_1-1-1,2008-02-29,PEA,800.0,662.9899565994452,531.4356813744619,804.1821505358502,399.8814061494785,945.3743444722552
2008-000002073 Apollo Gold Corporation-f1-01248121_1-1-1,2008-02-29,FS,750.0,662.9899565994452,531.4356813744619,804.1821505358502,399.8814061494785,945.3743444722552
2008-000003532 International Minerals Corporation-f1-01235618_1-1-1,2008-03-26,PFS,650.0,674.0824068977455,540.3271039725133,817.6368800484246,406.57180104728116,961.1913531991036
2008-000008502 Entree Gold Inc-f1-01238160_1-1-1,2008-03-26,,650.0,674.0824068977455,540.3271039725133,817.6368800484246,406.57180104728116,961.1913531991036
2008-000001815 Olympus Pacific Minerals Inc-f1-01247315_1-1-1,2008-03-26,,600.0,674.0824068977455,540.3271039725133,817.6368800484246,406.57180104728116,961.1913531991036
2008-000001913 Northgate Minerals Corporation-f1-01302144_4-1-1,2008-04-01,PEA,635.0,674.4471218481488,540.6194500876328,818.0792657138913,406.7917783271169,961.7114095796339
2008-000011539 Alexis Minerals Corporation-f1-01246209_2-1-1,2008-04-08,,829.0,676.5787361459946,542.3280972330792,820.6648345495748,408.0774583201638,964.750932953155
2008-000004159 Far West Mining Ltd-f1-01267122_1-1-1,2008-04-30,PEA,635.0,679.6521279697071,544.791648998392,824.3927444849064,409.931170027077,969.1333610001059
2008-000003277 Atna Resources Ltd-f1-01269132_3-1-1,2008-05-08,FS,650.0,685.8632052726365,549.7702886681118,831.926550167625,413.67737206358703,977.9898950626134
2009-000025297 Sandstorm Resources Ltd-f1-01386230_1-1-1,2008-05-09,FS,780.0,686.0062196486635,549.8849253102113,832.100021284836,413.7636309717591,978.1938229210084
2008-000023904 Cadiscor Resources Inc-f1-01327410_1-1-1,2008-06-17,,836.1204013377927,701.9441932462493,562.9475125163742,846.6019606438995,423.9508317864991,991.2597280415497
2009-000025132 Coro Mining Corp-f1-01424004_1-1-1,2008-06-18,PEA,600.0,702.5843487613637,563.4609065416039,847.3740404180857,424.3374643218441,992.1637320748077
2008-000021638 Coeur d_Alene Mines Corporation-f1-01296030_2-1-1,2008-06-21,FS,600.0,702.4778598262565,562.6732980957436,843.4764464754305,422.8687363652308,984.4750331246046
2008-000003240 ST ANDREW GOLDFIELDS LTD-f1-01291360_1-1-1,2008-07-09,,800.0,703.2113236281192,562.4100906895027,836.9459623149759,421.60885775088616,970.6806010018325
2008-000023502 Silver Eagle Mines Inc-f1-01302075_2-1-1,2008-07-25,,865.0,702.7182120549294,559.7862208581373,837.5431730564944,416.85422966134513,972.3681340580595
2008-000019963 Jaguar Mining Inc-f1-01320587_1-1-1,2008-09-09,FS,750.0,715.9367524532947,567.2386488309355,850.2299436307949,418.5405452085764,984.5231348082949
2008-000025279 Copper Mountain Mining Corporation-f1-01321217_2-1-1,2008-09-11,FS,637.8756378756378,718.1056190871486,568.957047802166,852.805639527849,419.80847651718335,987.5056599685495
2008-000017383 Manicouagan Minerals Inc-f1-01321090_1-1-1,2008-09-12,,663.0,718.0021687700107,568.8750838327045,852.6827843217051,419.74799889539827,987.3633998733994
